airline,airport,Arrival,Departure,yearly_passengers,hub_type
Delta,TYS,3.1876193731590527,3.398048384171681,974423,Small
Delta,VPS,2.888814833439677,3.369539439810751,567496,Small
Delta,XNA,2.7212809355411642,3.642600040780633,699281,Small
United,ABQ,3.036224754046404,3.127810294841189,2478864,Medium
United,AGS,3.8012830518981113,3.534611509529644,291129,Nonhub
United,ALB,2.875574597375669,3.2010771938989886,1403020,Small
United,ATL,2.1948480181606365,2.6397094299991535,44302796,Large
United,AUS,2.6916899770621607,2.5750010098966207,6804711,Medium
United,AVL,2.3650571327922543,2.1515808850503086,479347,Small
United,BDL,2.733269442763765,2.7616983258983794,3030170,Medium
United,BIL,3.0192590906793355,3.101369605455124,417456,Small
United,BNA,2.472497925999723,3.1796477544692197,7032020,Medium
United,BOI,2.8572932163819873,3.015431340414866,1815646,Medium
United,BOS,2.341622523587183,2.3735424370655633,15237896,Large
United,BTR,3.499337080789819,3.3921321323661107,378990,Small
United,BTV,2.949535626187561,3.412238778590038,577316,Small
United,BUF,2.9828044272486163,3.2988953102446885,2358366,Medium
United,BUR,2.8398871491981756,3.3627972972828206,2464428,Medium
United,BWI,2.6156498397764887,2.8987403791168496,12602673,Large
United,BZN,2.7745581282732155,3.0567963739257213,599532,Small
United,CHS,2.722539435401752,3.1278475705492412,1964028,Medium
United,CID,3.036126837976941,3.156292770885876,575459,Small
United,CLE,2.2857629399315678,2.7217801013454492,4387828,Medium
United,CLT,2.8357236785351407,3.032999238199363,20561398,Large
United,CMH,3.074293698827334,3.2474660148170122,3698549,Medium
United,CVG,2.882187587772004,2.905795892882922,3682528,Medium
United,DCA,2.406401208187749,2.9850310054291156,11322002,Large
United,DEN,2.5269092575354164,2.8455695099446316,28665829,Large
United,DFW,2.378001998305108,2.642373847292155,27504431,Large
United,DSM,3.0099961546215255,3.1007150250207203,1274284,Small
United,DTW,2.6474069044925272,2.8742893708601955,15360788,Large
United,EGE,2.5745247385195054,2.7574136871267343,153929,Nonhub
United,EUG,2.7710816282966406,3.3123382628006786,529592,Small
United,EWR,1.5339533115900172,1.704435400239343,14979573,Large
United,FAT,3.1963701205340294,3.657889008824464,653291,Small
United,FCA,2.9216855215838153,3.30232719050285,272394,Nonhub
United,FLL,2.5866464500005324,2.511813185191517,11909355,Large
United,FSD,3.1174075827114853,3.1430516128400017,543922,Small
United,GEG,2.94486065219233,3.019799297781918,1704995,Small
United,GRR,2.7848146616790332,3.387795349216752,1424115,Small
United,GUC,3.0549337381632,3.243307629847764,32242,Nonhub
United,HDN,2.748057773998455,2.9138950460191237,96451,Nonhub
United,IAD,2.492393394007334,3.0550010341143015,7225049,Large
United,IAH,2.352931994545809,2.547404912647763,14408530,Large
United,ICT,3.102931713247671,2.976949004531905,808028,Small
United,IND,2.6994724023069336,3.1258796361121477,4375012,Medium
United,JAC,2.70628185508381,2.8453052783871637,341593,Nonhub
United,JAX,2.9577413639497268,2.907232066581396,2715992,Medium
United,LAS,1.9928199599957865,3.1229669831226037,21465771,Large
United,LAX,1.6179984318206562,2.429285550857021,27223888,Large
United,LGA,1.8318278686014786,2.6355339270432316,13566621,Large
United,MCI,2.964212452532166,3.1849997472300693,5768376,Medium
United,MCO,1.8761049875606894,2.242383319214993,18228163,Large
United,MDT,3.03752892363603,3.3776241954861757,580349,Small
United,MEM,2.7016187547382615,2.6743304359919056,2126350,Medium
United,MFE,3.214446442564851,3.1446732314631736,329155,Nonhub
United,MFR,2.6452437942204243,2.9636564345600407,440740,Small
United,MIA,2.3755201954761844,2.8906417855572326,9787986,Large
United,MKE,2.854853011067516,3.0444862712092386,3421109,Medium
United,MSN,3.121365877985775,3.0026565192656083,949682,Small
United,MSO,3.2339984726532514,3.514332349791102,387607,Small
United,MSP,2.782970394837649,2.9435538561829127,16811418,Large
United,MSY,2.35658580647502,2.5590373101577772,6042814,Medium
United,MTJ,3.0481329925573193,3.038828880389862,123531,Nonhub
United,MYR,2.9010012627106057,3.0334472041654554,1147156,Small
United,OKC,3.178737056150424,3.0970254121511327,1955060,Medium
United,OMA,3.0356379710256607,3.1258946726088346,2293262,Medium
United,ONT,2.8971972016722627,3.2315817991498657,2220963,Medium
United,ORD,2.2189357153149163,2.517558645505422,31992302,Large
United,ORF,3.0858189168548598,3.065345164151285,1709002,Small
United,PBI,2.300667753028151,2.7113480244915764,3053722,Medium
United,PDX,2.2729575250967367,2.9237230546994857,8685344,Large
United,PHL,2.569252240438378,2.674553050714807,12363030,Large
United,PHX,1.8221346385962667,2.6647621913963317,20146404,Large
United,PIT,2.8601160864298416,3.0355332374237425,4246005,Medium
United,PSP,2.6856936256516013,2.9979247434041527,871865,Small
United,PWM,3.2050673465475126,3.2618368038683556,925958,Small
United,RDU,2.550158461324317,2.7586487297861577,5582857,Medium
United,RIC,2.7745036326912826,3.187767081280993,1838806,Medium
United,RNO,2.7255296373289064,2.9477269464188898,1947053,Medium
United,ROC,2.882637254713092,3.0663385968437344,1200800,Small
United,RSW,2.263030147073508,2.7100871148203667,4209004,Medium
United,SAN,2.1283958808032826,3.007236178305562,10577561,Large
United,SAT,2.5931525110100324,2.8656367415422275,4298244,Medium
United,SAV,2.5527481498959776,3.5228351269406075,1194295,Small
United,SBA,2.962012568023367,2.9878708889679846,356760,Small
United,SDF,3.1392168367884277,3.22717542718131,1716039,Small
United,SEA,2.132749809778541,2.7469103767937164,17885508,Large
United,SFO,1.798040969936207,2.680002665965248,19436599,Large
United,SJC,2.5037201047486835,2.930863142207839,5534751,Medium
United,SLC,2.8164158598138673,3.00987311759394,11120731,Large
United,SMF,2.720425958304509,2.923888873006047,5206732,Medium
United,SNA,2.362549145890867,2.909577370889306,4997816,Medium
United,SRQ,2.822691615397474,2.9374435851096727,564395,Small
United,STL,2.9445813292621903,3.128638183873722,7318250,Large
United,SYR,3.1790404544225956,3.329994987569024,1009733,Small
United,TPA,2.323686100989411,2.425453268453478,9104125,Large
United,TUL,3.1123658360689856,3.1700712787575065,1408059,Small
United,TUS,3.0100578739646515,3.0664195379224135,1685121,Small
United,TYS,2.7799591380012165,2.9064481210294715,974423,Small
Southwest,ABQ,1.8533919231798845,1.9488628231678424,2478864,Medium
Southwest,ALB,2.4051005717860274,2.3216864998814066,1403020,Small
Southwest,AMA,2.5223907286667493,2.339949095002306,342879,Nonhub
Southwest,ATL,2.1555169776641376,2.288234045718758,44302796,Large
