airline,airport,type,period_mins,amplitude
AA,ABE,Departure,1440,0
AA,ABE,Departure,720,0
AA,ABE,Departure,480,0
AA,ABE,Departure,360,0
AA,ABE,Departure,288,0
AA,ABE,Departure,240,0
AA,ABE,Departure,205.71428571428572,0
AA,ABE,Departure,180,0
AA,ABE,Departure,160,0
AA,ABE,Departure,144,0
AA,ABE,Departure,130.9090909090909,0
AA,ABE,Departure,120,0
AA,ABE,Departure,110.76923076923077,0
AA,ABE,Departure,102.85714285714286,0
AA,ABE,Departure,96,0
AA,ABE,Departure,90,0
AA,ABE,Departure,84.70588235294117,0
AA,ABE,Departure,80,0
AA,ABE,Departure,75.78947368421052,0
AA,ABE,Departure,72,0
AA,ABE,Departure,68.57142857142857,0
AA,ABE,Departure,65.45454545454545,0
AA,ABE,Departure,62.60869565217392,0
AA,ABE,Departure,60,0
AA,ABE,Departure,57.599999999999994,0
AA,ABE,Departure,55.38461538461539,0
AA,ABE,Departure,53.333333333333336,0
AA,ABE,Departure,51.42857142857143,0
AA,ABE,Departure,49.6551724137931,0
AA,ABE,Departure,48,0
AA,ABE,Departure,46.45161290322581,0
AA,ABE,Departure,45,0
AA,ABE,Departure,43.63636363636364,0
AA,ABE,Departure,42.35294117647059,0
AA,ABE,Departure,41.14285714285714,0
AA,ABE,Departure,40,0
AA,ABE,Departure,38.91891891891892,0
AA,ABE,Departure,37.89473684210526,0
AA,ABE,Departure,36.92307692307692,0
AA,ABE,Departure,36,0
AA,ABE,Departure,35.1219512195122,0
AA,ABE,Departure,34.285714285714285,0
AA,ABE,Departure,33.48837209302325,0
AA,ABE,Departure,32.72727272727273,0
AA,ABE,Departure,32,0
AA,ABE,Departure,31.30434782608696,0
AA,ABE,Departure,30.638297872340424,0
AA,ABE,Departure,30,0
AA,ABE,Departure,29.38775510204082,0
AA,ABE,Departure,28.799999999999997,0
AA,ABE,Departure,28.235294117647058,0
AA,ABE,Departure,27.692307692307693,0
AA,ABE,Departure,27.169811320754715,0
AA,ABE,Departure,26.666666666666668,0
AA,ABE,Departure,26.18181818181818,0
AA,ABE,Departure,25.714285714285715,0
AA,ABE,Departure,25.263157894736842,0
AA,ABE,Departure,24.82758620689655,0
AA,ABE,Departure,24.406779661016948,0
AA,ABE,Departure,24,0
AA,ABE,Departure,23.606557377049178,0
AA,ABE,Departure,23.225806451612904,0
AA,ABE,Departure,22.857142857142858,0
AA,ABE,Departure,22.5,0
AA,ABE,Departure,22.153846153846153,0
AA,ABE,Departure,21.81818181818182,0
AA,ABE,Departure,21.492537313432834,0
AA,ABE,Departure,21.176470588235293,0
AA,ABE,Departure,20.869565217391305,0
AA,ABE,Departure,20.57142857142857,0
AA,ABE,Departure,20.281690140845072,0
AA,ABE,Arrival,1440,0
AA,ABE,Arrival,720,0
AA,ABE,Arrival,480,0
AA,ABE,Arrival,360,0
AA,ABE,Arrival,288,0
AA,ABE,Arrival,240,0
AA,ABE,Arrival,205.71428571428572,0
AA,ABE,Arrival,180,0
AA,ABE,Arrival,160,0
AA,ABE,Arrival,144,0
AA,ABE,Arrival,130.9090909090909,0
AA,ABE,Arrival,120,0
AA,ABE,Arrival,110.76923076923077,0
AA,ABE,Arrival,102.85714285714286,0
AA,ABE,Arrival,96,0
AA,ABE,Arrival,90,0
AA,ABE,Arrival,84.70588235294117,0
AA,ABE,Arrival,80,0
AA,ABE,Arrival,75.78947368421052,0
AA,ABE,Arrival,72,0
AA,ABE,Arrival,68.57142857142857,0
AA,ABE,Arrival,65.45454545454545,0
AA,ABE,Arrival,62.60869565217392,0
AA,ABE,Arrival,60,0
AA,ABE,Arrival,57.599999999999994,0
AA,ABE,Arrival,55.38461538461539,0
AA,ABE,Arrival,53.333333333333336,0
AA,ABE,Arrival,51.42857142857143,0
AA,ABE,Arrival,49.6551724137931,0
AA,ABE,Arrival,48,0
AA,ABE,Arrival,46.45161290322581,0
AA,ABE,Arrival,45,0
AA,ABE,Arrival,43.63636363636364,0
AA,ABE,Arrival,42.35294117647059,0
AA,ABE,Arrival,41.14285714285714,0
AA,ABE,Arrival,40,0
AA,ABE,Arrival,38.91891891891892,0
AA,ABE,Arrival,37.89473684210526,0
AA,ABE,Arrival,36.92307692307692,0
AA,ABE,Arrival,36,0
AA,ABE,Arrival,35.1219512195122,0
AA,ABE,Arrival,34.285714285714285,0
AA,ABE,Arrival,33.48837209302325,0
AA,ABE,Arrival,32.72727272727273,0
AA,ABE,Arrival,32,0
AA,ABE,Arrival,31.30434782608696,0
AA,ABE,Arrival,30.638297872340424,0
AA,ABE,Arrival,30,0
AA,ABE,Arrival,29.38775510204082,0
AA,ABE,Arrival,28.799999999999997,0
AA,ABE,Arrival,28.235294117647058,0
AA,ABE,Arrival,27.692307692307693,0
AA,ABE,Arrival,27.169811320754715,0
AA,ABE,Arrival,26.666666666666668,0
AA,ABE,Arrival,26.18181818181818,0
AA,ABE,Arrival,25.714285714285715,0
AA,ABE,Arrival,25.263157894736842,0
AA,ABE,Arrival,24.82758620689655,0
AA,ABE,Arrival,24.406779661016948,0
AA,ABE,Arrival,24,0
AA,ABE,Arrival,23.606557377049178,0
AA,ABE,Arrival,23.225806451612904,0
AA,ABE,Arrival,22.857142857142858,0
AA,ABE,Arrival,22.5,0
AA,ABE,Arrival,22.153846153846153,0
AA,ABE,Arrival,21.81818181818182,0
AA,ABE,Arrival,21.492537313432834,0
AA,ABE,Arrival,21.176470588235293,0
AA,ABE,Arrival,20.869565217391305,0
AA,ABE,Arrival,20.57142857142857,0
AA,ABE,Arrival,20.281690140845072,0
AA,ABQ,Departure,1440,11.53192281616047
AA,ABQ,Departure,720,7.4662300126906285
AA,ABQ,Departure,480,7.21381302465432
AA,ABQ,Departure,360,7.6824325762406795
AA,ABQ,Departure,288,4.624952384720976
AA,ABQ,Departure,240,4.207758260926198
AA,ABQ,Departure,205.71428571428572,6.310614311902029
AA,ABQ,Departure,180,10.344172463254397
AA,ABQ,Departure,160,5.237864405274884
AA,ABQ,Departure,144,4.015784862094239
AA,ABQ,Departure,130.9090909090909,5.559935114843508
AA,ABQ,Departure,120,15.044455661456645
AA,ABQ,Departure,110.76923076923077,8.850138341219962
AA,ABQ,Departure,102.85714285714286,7.623697760854954
AA,ABQ,Departure,96,9.114494789829482
AA,ABQ,Departure,90,5.0692409159003216
AA,ABQ,Departure,84.70588235294117,9.790540498188298
AA,ABQ,Departure,80,4.234048821026422
AA,ABQ,Departure,75.78947368421052,3.1072094854855026
AA,ABQ,Departure,72,6.197380052792078
AA,ABQ,Departure,68.57142857142857,9.255099885615776
AA,ABQ,Departure,65.45454545454545,5.578821731275656
AA,ABQ,Departure,62.60869565217392,3.1181944348103356
AA,ABQ,Departure,60,6.3999777122112205
AA,ABQ,Departure,57.599999999999994,8.734968262534235
AA,ABQ,Departure,55.38461538461539,2.4269742866027553
AA,ABQ,Departure,53.333333333333336,7.594862181000855
AA,ABQ,Departure,51.42857142857143,3.8060356543103655
AA,ABQ,Departure,49.6551724137931,8.453686511413366
AA,ABQ,Departure,48,3.5295909497365323
AA,ABQ,Departure,46.45161290322581,2.667935886757048
AA,ABQ,Departure,45,2.0902347731218125
AA,ABQ,Departure,43.63636363636364,6.813728985817445
AA,ABQ,Departure,42.35294117647059,4.658711217042228
AA,ABQ,Departure,41.14285714285714,4.533347549178277
AA,ABQ,Departure,40,1.7322847855392134
AA,ABQ,Departure,38.91891891891892,4.916834972549511
AA,ABQ,Departure,37.89473684210526,2.9039701749524465
AA,ABQ,Departure,36.92307692307692,3.567315054401607
AA,ABQ,Departure,36,2.7511766504847555
AA,ABQ,Departure,35.1219512195122,1.755426084349622
AA,ABQ,Departure,34.285714285714285,2.8125959103925724
AA,ABQ,Departure,33.48837209302325,2.871672217051534
AA,ABQ,Departure,32.72727272727273,2.0398761026757746
AA,ABQ,Departure,32,0.11224405228100445
AA,ABQ,Departure,31.30434782608696,0.6419394055398402
AA,ABQ,Departure,30.638297872340424,1.6848713817966252
AA,ABQ,Departure,30,1.5467950620166375
AA,ABQ,Departure,29.38775510204082,0.0554168593334903
AA,ABQ,Departure,28.799999999999997,0.7133489795543494
AA,ABQ,Departure,28.235294117647058,1.0928153841583892
AA,ABQ,Departure,27.692307692307693,1.4069455440532712
AA,ABQ,Departure,27.169811320754715,0.6975429759596155
AA,ABQ,Departure,26.666666666666668,0.08154695616369938
AA,ABQ,Departure,26.18181818181818,0.5055084471924154
AA,ABQ,Departure,25.714285714285715,0.7951458607638533
AA,ABQ,Departure,25.263157894736842,0.6474880087161137
AA,ABQ,Departure,24.82758620689655,0.19039175588479904
AA,ABQ,Departure,24.406779661016948,0.25915542506692657
AA,ABQ,Departure,24,0.5803988734940045
AA,ABQ,Departure,23.606557377049178,0.5990057425162926
AA,ABQ,Departure,23.225806451612904,0.32616053524051525
AA,ABQ,Departure,22.857142857142858,0.01178556988057256
AA,ABQ,Departure,22.5,0.30854239547860435
AA,ABQ,Departure,22.153846153846153,0.47528435616185366
AA,ABQ,Departure,21.81818181818182,0.4077110094080064
AA,ABQ,Departure,21.492537313432834,0.13983729934720948
AA,ABQ,Departure,21.176470588235293,0.15805853183099042
AA,ABQ,Departure,20.869565217391305,0.39547065928501657
AA,ABQ,Departure,20.57142857142857,0.4355405009964381
AA,ABQ,Departure,20.281690140845072,0.2586817465019573
AA,ABQ,Arrival,1440,10.692045654396518
AA,ABQ,Arrival,720,4.46860976849545
AA,ABQ,Arrival,480,6.268637394829259
AA,ABQ,Arrival,360,8.406682635902584
AA,ABQ,Arrival,288,9.2688303681524
AA,ABQ,Arrival,240,5.961221100706281
AA,ABQ,Arrival,205.71428571428572,8.213064804212273
AA,ABQ,Arrival,180,5.990622145108999
AA,ABQ,Arrival,160,5.321100566264524
AA,ABQ,Arrival,144,2.727616137485432
AA,ABQ,Arrival,130.9090909090909,8.652494991584529
AA,ABQ,Arrival,120,9.751699524204927
AA,ABQ,Arrival,110.76923076923077,8.200405407229447
AA,ABQ,Arrival,102.85714285714286,2.0096612656474773
AA,ABQ,Arrival,96,1.627996442746846
AA,ABQ,Arrival,90,9.453869338143303
AA,ABQ,Arrival,84.70588235294117,9.160084966842328
AA,ABQ,Arrival,80,3.1793303312606165
AA,ABQ,Arrival,75.78947368421052,0.015355892630367416
AA,ABQ,Arrival,72,2.7769817428477617
AA,ABQ,Arrival,68.57142857142857,3.05884189135323
AA,ABQ,Arrival,65.45454545454545,3.904801756910263
AA,ABQ,Arrival,62.60869565217392,2.6776661648735294
AA,ABQ,Arrival,60,5.5984831143220255
AA,ABQ,Arrival,57.599999999999994,2.187558767380389
AA,ABQ,Arrival,55.38461538461539,1.994549888615494
AA,ABQ,Arrival,53.333333333333336,2.774116597223596
AA,ABQ,Arrival,51.42857142857143,3.6232598350633856
AA,ABQ,Arrival,49.6551724137931,5.214252299552033
AA,ABQ,Arrival,48,2.918824798385255
AA,ABQ,Arrival,46.45161290322581,0.47961606028253967
AA,ABQ,Arrival,45,1.5715898416367085
AA,ABQ,Arrival,43.63636363636364,3.3864342312283138
AA,ABQ,Arrival,42.35294117647059,1.8332203616199227
AA,ABQ,Arrival,41.14285714285714,0.3512082361248672
AA,ABQ,Arrival,40,1.4773831350735969
AA,ABQ,Arrival,38.91891891891892,1.413598529482693
AA,ABQ,Arrival,37.89473684210526,0.45826432646938486
AA,ABQ,Arrival,36.92307692307692,0.24587678068501553
AA,ABQ,Arrival,36,1.4537822128682507
AA,ABQ,Arrival,35.1219512195122,0.5639829228984323
AA,ABQ,Arrival,34.285714285714285,0.14942726185644284
AA,ABQ,Arrival,33.48837209302325,1.1957346398481714
AA,ABQ,Arrival,32.72727272727273,1.0117937987042407
AA,ABQ,Arrival,32,0.30745284054600514
AA,ABQ,Arrival,31.30434782608696,0.5614217322875442
AA,ABQ,Arrival,30.638297872340424,0.7230894609275857
AA,ABQ,Arrival,30,0.6631462236072052
AA,ABQ,Arrival,29.38775510204082,0.5744912662877846
AA,ABQ,Arrival,28.799999999999997,0.19397597674165706
AA,ABQ,Arrival,28.235294117647058,0.2364109463113514
AA,ABQ,Arrival,27.692307692307693,0.3432274364749597
AA,ABQ,Arrival,27.169811320754715,0.143220004382286
AA,ABQ,Arrival,26.666666666666668,0.13580182064251625
AA,ABQ,Arrival,26.18181818181818,0.32183798109463707
AA,ABQ,Arrival,25.714285714285715,0.2324558402569619
AA,ABQ,Arrival,25.263157894736842,0.2518837537068341
AA,ABQ,Arrival,24.82758620689655,0.2363106125627027
AA,ABQ,Arrival,24.406779661016948,0.14720386938723687
AA,ABQ,Arrival,24,0.21628441237127627
AA,ABQ,Arrival,23.606557377049178,0.18964165034170305
AA,ABQ,Arrival,23.225806451612904,0.06938746915002109
AA,ABQ,Arrival,22.857142857142858,0.09681441496701829
AA,ABQ,Arrival,22.5,0.14120425348157903
AA,ABQ,Arrival,22.153846153846153,0.10925290886981748
AA,ABQ,Arrival,21.81818181818182,0.15978253774428353
AA,ABQ,Arrival,21.492537313432834,0.13757628780589082
AA,ABQ,Arrival,21.176470588235293,0.10418594446870792
AA,ABQ,Arrival,20.869565217391305,0.14825739690327794
AA,ABQ,Arrival,20.57142857142857,0.11517542030317422
AA,ABQ,Arrival,20.281690140845072,0.08552480938190948
AA,AGS,Departure,1440,0
AA,AGS,Departure,720,0
AA,AGS,Departure,480,0
AA,AGS,Departure,360,0
AA,AGS,Departure,288,0
AA,AGS,Departure,240,0
AA,AGS,Departure,205.71428571428572,0
AA,AGS,Departure,180,0
AA,AGS,Departure,160,0
AA,AGS,Departure,144,0
AA,AGS,Departure,130.9090909090909,0
AA,AGS,Departure,120,0
AA,AGS,Departure,110.76923076923077,0
AA,AGS,Departure,102.85714285714286,0
AA,AGS,Departure,96,0
AA,AGS,Departure,90,0
AA,AGS,Departure,84.70588235294117,0
AA,AGS,Departure,80,0
AA,AGS,Departure,75.78947368421052,0
AA,AGS,Departure,72,0
AA,AGS,Departure,68.57142857142857,0
AA,AGS,Departure,65.45454545454545,0
AA,AGS,Departure,62.60869565217392,0
AA,AGS,Departure,60,0
AA,AGS,Departure,57.599999999999994,0
AA,AGS,Departure,55.38461538461539,0
AA,AGS,Departure,53.333333333333336,0
AA,AGS,Departure,51.42857142857143,0
AA,AGS,Departure,49.6551724137931,0
AA,AGS,Departure,48,0
AA,AGS,Departure,46.45161290322581,0
AA,AGS,Departure,45,0
AA,AGS,Departure,43.63636363636364,0
AA,AGS,Departure,42.35294117647059,0
AA,AGS,Departure,41.14285714285714,0
AA,AGS,Departure,40,0
AA,AGS,Departure,38.91891891891892,0
AA,AGS,Departure,37.89473684210526,0
AA,AGS,Departure,36.92307692307692,0
AA,AGS,Departure,36,0
AA,AGS,Departure,35.1219512195122,0
AA,AGS,Departure,34.285714285714285,0
AA,AGS,Departure,33.48837209302325,0
AA,AGS,Departure,32.72727272727273,0
AA,AGS,Departure,32,0
AA,AGS,Departure,31.30434782608696,0
AA,AGS,Departure,30.638297872340424,0
AA,AGS,Departure,30,0
AA,AGS,Departure,29.38775510204082,0
AA,AGS,Departure,28.799999999999997,0
AA,AGS,Departure,28.235294117647058,0
AA,AGS,Departure,27.692307692307693,0
AA,AGS,Departure,27.169811320754715,0
AA,AGS,Departure,26.666666666666668,0
AA,AGS,Departure,26.18181818181818,0
AA,AGS,Departure,25.714285714285715,0
AA,AGS,Departure,25.263157894736842,0
AA,AGS,Departure,24.82758620689655,0
AA,AGS,Departure,24.406779661016948,0
AA,AGS,Departure,24,0
AA,AGS,Departure,23.606557377049178,0
AA,AGS,Departure,23.225806451612904,0
AA,AGS,Departure,22.857142857142858,0
AA,AGS,Departure,22.5,0
AA,AGS,Departure,22.153846153846153,0
AA,AGS,Departure,21.81818181818182,0
AA,AGS,Departure,21.492537313432834,0
AA,AGS,Departure,21.176470588235293,0
AA,AGS,Departure,20.869565217391305,0
AA,AGS,Departure,20.57142857142857,0
AA,AGS,Departure,20.281690140845072,0
AA,AGS,Arrival,1440,0
AA,AGS,Arrival,720,0
AA,AGS,Arrival,480,0
AA,AGS,Arrival,360,0
AA,AGS,Arrival,288,0
AA,AGS,Arrival,240,0
AA,AGS,Arrival,205.71428571428572,0
AA,AGS,Arrival,180,0
AA,AGS,Arrival,160,0
AA,AGS,Arrival,144,0
AA,AGS,Arrival,130.9090909090909,0
AA,AGS,Arrival,120,0
AA,AGS,Arrival,110.76923076923077,0
AA,AGS,Arrival,102.85714285714286,0
AA,AGS,Arrival,96,0
AA,AGS,Arrival,90,0
AA,AGS,Arrival,84.70588235294117,0
AA,AGS,Arrival,80,0
AA,AGS,Arrival,75.78947368421052,0
AA,AGS,Arrival,72,0
AA,AGS,Arrival,68.57142857142857,0
AA,AGS,Arrival,65.45454545454545,0
AA,AGS,Arrival,62.60869565217392,0
AA,AGS,Arrival,60,0
AA,AGS,Arrival,57.599999999999994,0
AA,AGS,Arrival,55.38461538461539,0
AA,AGS,Arrival,53.333333333333336,0
AA,AGS,Arrival,51.42857142857143,0
AA,AGS,Arrival,49.6551724137931,0
AA,AGS,Arrival,48,0
AA,AGS,Arrival,46.45161290322581,0
AA,AGS,Arrival,45,0
AA,AGS,Arrival,43.63636363636364,0
AA,AGS,Arrival,42.35294117647059,0
AA,AGS,Arrival,41.14285714285714,0
AA,AGS,Arrival,40,0
AA,AGS,Arrival,38.91891891891892,0
AA,AGS,Arrival,37.89473684210526,0
AA,AGS,Arrival,36.92307692307692,0
AA,AGS,Arrival,36,0
AA,AGS,Arrival,35.1219512195122,0
AA,AGS,Arrival,34.285714285714285,0
AA,AGS,Arrival,33.48837209302325,0
AA,AGS,Arrival,32.72727272727273,0
AA,AGS,Arrival,32,0
AA,AGS,Arrival,31.30434782608696,0
AA,AGS,Arrival,30.638297872340424,0
AA,AGS,Arrival,30,0
AA,AGS,Arrival,29.38775510204082,0
AA,AGS,Arrival,28.799999999999997,0
AA,AGS,Arrival,28.235294117647058,0
AA,AGS,Arrival,27.692307692307693,0
AA,AGS,Arrival,27.169811320754715,0
AA,AGS,Arrival,26.666666666666668,0
AA,AGS,Arrival,26.18181818181818,0
AA,AGS,Arrival,25.714285714285715,0
AA,AGS,Arrival,25.263157894736842,0
AA,AGS,Arrival,24.82758620689655,0
AA,AGS,Arrival,24.406779661016948,0
AA,AGS,Arrival,24,0
AA,AGS,Arrival,23.606557377049178,0
AA,AGS,Arrival,23.225806451612904,0
AA,AGS,Arrival,22.857142857142858,0
AA,AGS,Arrival,22.5,0
AA,AGS,Arrival,22.153846153846153,0
AA,AGS,Arrival,21.81818181818182,0
AA,AGS,Arrival,21.492537313432834,0
AA,AGS,Arrival,21.176470588235293,0
AA,AGS,Arrival,20.869565217391305,0
AA,AGS,Arrival,20.57142857142857,0
AA,AGS,Arrival,20.281690140845072,0
AA,ALB,Departure,1440,4.373138028261683
AA,ALB,Departure,720,6.44612478587379
AA,ALB,Departure,480,5.2791559867855256
AA,ALB,Departure,360,6.890100670446522
AA,ALB,Departure,288,5.894221962996329
AA,ALB,Departure,240,7.441923024662971
AA,ALB,Departure,205.71428571428572,1.9459643936483557
AA,ALB,Departure,180,2.405999022457364
AA,ALB,Departure,160,6.62467050809597
AA,ALB,Departure,144,4.741131608366649
AA,ALB,Departure,130.9090909090909,9.884773558966986
AA,ALB,Departure,120,3.4946297600925007
AA,ALB,Departure,110.76923076923077,2.684767898982402
AA,ALB,Departure,102.85714285714286,5.874280155771828
AA,ALB,Departure,96,7.831886325044369
AA,ALB,Departure,90,2.5877704812278246
AA,ALB,Departure,84.70588235294117,6.366578288454503
AA,ALB,Departure,80,3.2218185469775285
AA,ALB,Departure,75.78947368421052,2.244118806796985
AA,ALB,Departure,72,4.810817926152577
AA,ALB,Departure,68.57142857142857,5.882028747559723
AA,ALB,Departure,65.45454545454545,4.186185052991294
AA,ALB,Departure,62.60869565217392,1.9426707178217353
AA,ALB,Departure,60,0.7717481940199019
AA,ALB,Departure,57.599999999999994,3.8685140581679898
AA,ALB,Departure,55.38461538461539,4.889107474829059
AA,ALB,Departure,53.333333333333336,1.3790855383452219
AA,ALB,Departure,51.42857142857143,3.22020277585185
AA,ALB,Departure,49.6551724137931,3.3450054348487237
AA,ALB,Departure,48,2.2785100151337563
AA,ALB,Departure,46.45161290322581,2.76044241576694
AA,ALB,Departure,45,4.042221420793979
AA,ALB,Departure,43.63636363636364,0.8893215568066977
AA,ALB,Departure,42.35294117647059,1.3516526974286749
AA,ALB,Departure,41.14285714285714,2.0202098860239803
AA,ALB,Departure,40,1.2914471911204553
AA,ALB,Departure,38.91891891891892,0.5379339033258809
AA,ALB,Departure,37.89473684210526,1.5808680206272006
AA,ALB,Departure,36.92307692307692,1.350567901697811
AA,ALB,Departure,36,0.30546221311663174
AA,ALB,Departure,35.1219512195122,1.6608256317487826
AA,ALB,Departure,34.285714285714285,1.086495881501183
AA,ALB,Departure,33.48837209302325,0.43274025038396413
AA,ALB,Departure,32.72727272727273,0.8972813413419846
AA,ALB,Departure,32,1.2961120838341802
AA,ALB,Departure,31.30434782608696,0.3014132901204283
AA,ALB,Departure,30.638297872340424,0.6297484792210324
AA,ALB,Departure,30,0.4037882316307672
AA,ALB,Departure,29.38775510204082,0.34641497096572077
AA,ALB,Departure,28.799999999999997,0.1867299996499149
AA,ALB,Departure,28.235294117647058,0.24466161309512768
AA,ALB,Departure,27.692307692307693,0.2792491004401982
AA,ALB,Departure,27.169811320754715,0.1801768305414052
AA,ALB,Departure,26.666666666666668,0.27772589148297644
AA,ALB,Departure,26.18181818181818,0.047292342850072465
AA,ALB,Departure,25.714285714285715,0.24885100353586395
AA,ALB,Departure,25.263157894736842,0.12291442787468276
AA,ALB,Departure,24.82758620689655,0.15824910644435555
AA,ALB,Departure,24.406779661016948,0.1606861381724548
AA,ALB,Departure,24,0.13442002466215972
AA,ALB,Departure,23.606557377049178,0.11152683696067263
AA,ALB,Departure,23.225806451612904,0.12577264522038617
AA,ALB,Departure,22.857142857142858,0.17599273564321888
AA,ALB,Departure,22.5,0.058297784417041726
AA,ALB,Departure,22.153846153846153,0.11874021054927053
AA,ALB,Departure,21.81818181818182,0.086966082690619
AA,ALB,Departure,21.492537313432834,0.09962213772507716
AA,ALB,Departure,21.176470588235293,0.10111955771216828
AA,ALB,Departure,20.869565217391305,0.08550639421211645
AA,ALB,Departure,20.57142857142857,0.099029881574953793
AA,ALB,Departure,20.281690140845072,0.07415720560077756
AA,ALB,Arrival,1440,7.035081906963538
AA,ALB,Arrival,720,4.083347677810163
AA,ALB,Arrival,480,2.326584900722155
AA,ALB,Arrival,360,8.265271056127286
AA,ALB,Arrival,288,10.516654541357118
AA,ALB,Arrival,240,2.523572367806006
AA,ALB,Arrival,205.71428571428572,5.330033516794947
AA,ALB,Arrival,180,1.218715363764051
AA,ALB,Arrival,160,8.85030676935431
AA,ALB,Arrival,144,7.893710686466019
AA,ALB,Arrival,130.9090909090909,3.983530761814399
AA,ALB,Arrival,120,6.330282524097654
AA,ALB,Arrival,110.76923076923077,1.4794862800198958
AA,ALB,Arrival,102.85714285714286,6.484137198055909
AA,ALB,Arrival,96,3.39809757549953
AA,ALB,Arrival,90,4.751284477205654
AA,ALB,Arrival,84.70588235294117,4.578273984696859
AA,ALB,Arrival,80,2.29910098564309
AA,ALB,Arrival,75.78947368421052,5.561080711418662
AA,ALB,Arrival,72,1.9455928239665568
AA,ALB,Arrival,68.57142857142857,5.05763233337663
AA,ALB,Arrival,65.45454545454545,3.3199222348532302
AA,ALB,Arrival,62.60869565217392,2.364896687325364
AA,ALB,Arrival,60,3.5857605071062144
AA,ALB,Arrival,57.599999999999994,1.0998611153972562
AA,ALB,Arrival,55.38461538461539,4.091212754920737
AA,ALB,Arrival,53.333333333333336,0.9648716832599084
AA,ALB,Arrival,51.42857142857143,3.672142913874499
AA,ALB,Arrival,49.6551724137931,2.84496238005603
AA,ALB,Arrival,48,1.8600189223437325
AA,ALB,Arrival,46.45161290322581,3.1841779773715917
AA,ALB,Arrival,45,0.1309897683726743
AA,ALB,Arrival,43.63636363636364,2.7731025587202045
AA,ALB,Arrival,42.35294117647059,1.2278079832592281
AA,ALB,Arrival,41.14285714285714,1.7334970766523143
AA,ALB,Arrival,40,1.7085371761209878
AA,ALB,Arrival,38.91891891891892,0.9736361782848602
AA,ALB,Arrival,37.89473684210526,2.2194986816944375
AA,ALB,Arrival,36.92307692307692,0.5611463100316951
AA,ALB,Arrival,36,1.3209943259283632
AA,ALB,Arrival,35.1219512195122,0.8914490874235715
AA,ALB,Arrival,34.285714285714285,0.7533770846590113
AA,ALB,Arrival,33.48837209302325,1.0928764100524484
AA,ALB,Arrival,32.72727272727273,0.1568710167607857
AA,ALB,Arrival,32,0.8388399122238452
AA,ALB,Arrival,31.30434782608696,0.18387993877880515
AA,ALB,Arrival,30.638297872340424,0.7273744730632743
AA,ALB,Arrival,30,0.5196561932471653
AA,ALB,Arrival,29.38775510204082,0.3097419866634728
AA,ALB,Arrival,28.799999999999997,0.49753191330163155
AA,ALB,Arrival,28.235294117647058,0.19136078849881785
AA,ALB,Arrival,27.692307692307693,0.45496121976665765
AA,ALB,Arrival,27.169811320754715,0.18906108946569183
AA,ALB,Arrival,26.666666666666668,0.35847664860778994
AA,ALB,Arrival,26.18181818181818,0.2126271230210376
AA,ALB,Arrival,25.714285714285715,0.2997698282911823
AA,ALB,Arrival,25.263157894736842,0.26604677289283135
AA,ALB,Arrival,24.82758620689655,0.2162441854399086
AA,ALB,Arrival,24.406779661016948,0.27244298660905275
AA,ALB,Arrival,24,0.17624911742191743
AA,ALB,Arrival,23.606557377049178,0.2716348679033075
AA,ALB,Arrival,23.225806451612904,0.17554133849003495
AA,ALB,Arrival,22.857142857142858,0.2487275860969569
AA,ALB,Arrival,22.5,0.1666764770535705
AA,ALB,Arrival,22.153846153846153,0.24491038761952616
AA,ALB,Arrival,21.81818181818182,0.19159839514298482
AA,ALB,Arrival,21.492537313432834,0.20781912985403858
AA,ALB,Arrival,21.176470588235293,0.2158858472582465
AA,ALB,Arrival,20.869565217391305,0.176822397727851
AA,ALB,Arrival,20.57142857142857,0.23985210738738813
AA,ALB,Arrival,20.281690140845072,0.16258995093211082
AA,AMA,Departure,1440,2.745216234700948
AA,AMA,Departure,720,2.7693802180506286
AA,AMA,Departure,480,2.6886350037326583
AA,AMA,Departure,360,2.594913468613183
AA,AMA,Departure,288,2.535704969479023
AA,AMA,Departure,240,2.482821715862272
AA,AMA,Departure,205.71428571428572,2.4521991320171215
AA,AMA,Departure,180,2.3775010681955244
AA,AMA,Departure,160,2.4213570385725203
AA,AMA,Departure,144,2.3058081871709435
AA,AMA,Departure,130.9090909090909,2.4124054105099337
AA,AMA,Departure,120,2.2937224737730895
AA,AMA,Departure,110.76923076923077,2.2502439980940006
AA,AMA,Departure,102.85714285714286,2.22172790957058
AA,AMA,Departure,96,2.1666235381392154
AA,AMA,Departure,90,2.1594541205734177
AA,AMA,Departure,84.70588235294117,2.107481274654845
AA,AMA,Departure,80,2.095434778624561
AA,AMA,Departure,75.78947368421052,2.050276073709283
AA,AMA,Departure,72,1.9838230796579124
AA,AMA,Departure,68.57142857142857,1.9204193214258636
AA,AMA,Departure,65.45454545454545,2.007208086348681
AA,AMA,Departure,62.60869565217392,1.8852826917182293
AA,AMA,Departure,60,1.9087396224165976
AA,AMA,Departure,57.599999999999994,1.919645377132059
AA,AMA,Departure,55.38461538461539,1.8645866921221683
AA,AMA,Departure,53.333333333333336,1.8834916883185366
AA,AMA,Departure,51.42857142857143,1.8721816780226304
AA,AMA,Departure,49.6551724137931,1.8177909168095623
AA,AMA,Departure,48,1.8024214014784345
AA,AMA,Departure,46.45161290322581,1.7739946468115457
AA,AMA,Departure,45,1.6651017070462975
AA,AMA,Departure,43.63636363636364,1.7673256434760516
