airline,airport,type,block,n,airline_airport
AA,ATL,arr,1970-01-01T00:01:00Z,-460,AA/ ATL
AA,ATL,arr,1970-01-01T00:11:00Z,-357,AA/ ATL
AA,ATL,arr,1970-01-01T00:21:00Z,-346,AA/ ATL
AA,ATL,arr,1970-01-01T00:31:00Z,-248,AA/ ATL
AA,ATL,arr,1970-01-01T00:41:00Z,-198,AA/ ATL
AA,ATL,arr,1970-01-01T00:51:00Z,-143,AA/ ATL
AA,ATL,arr,1970-01-01T01:01:00Z,-124,AA/ ATL
AA,ATL,arr,1970-01-01T01:11:00Z,-114,AA/ ATL
AA,ATL,arr,1970-01-01T01:21:00Z,-72,AA/ ATL
AA,ATL,arr,1970-01-01T01:31:00Z,-59,AA/ ATL
AA,ATL,arr,1970-01-01T01:41:00Z,-48,AA/ ATL
AA,ATL,arr,1970-01-01T01:51:00Z,-36,AA/ ATL
AA,ATL,arr,1970-01-01T02:01:00Z,-49,AA/ ATL
AA,ATL,arr,1970-01-01T02:11:00Z,-34,AA/ ATL
AA,ATL,arr,1970-01-01T02:21:00Z,-25,AA/ ATL
AA,ATL,arr,1970-01-01T02:31:00Z,-15,AA/ ATL
AA,ATL,arr,1970-01-01T02:41:00Z,-19,AA/ ATL
AA,ATL,arr,1970-01-01T02:51:00Z,-11,AA/ ATL
AA,ATL,arr,1970-01-01T03:01:00Z,-9,AA/ ATL
AA,ATL,arr,1970-01-01T03:11:00Z,-9,AA/ ATL
AA,ATL,arr,1970-01-01T03:21:00Z,-11,AA/ ATL
AA,ATL,arr,1970-01-01T03:31:00Z,-7,AA/ ATL
AA,ATL,arr,1970-01-01T03:41:00Z,-3,AA/ ATL
AA,ATL,arr,1970-01-01T03:51:00Z,-4,AA/ ATL
AA,ATL,arr,1970-01-01T04:01:00Z,-2,AA/ ATL
AA,ATL,arr,1970-01-01T04:11:00Z,-3,AA/ ATL
AA,ATL,arr,1970-01-01T04:21:00Z,-2,AA/ ATL
AA,ATL,arr,1970-01-01T04:31:00Z,-18,AA/ ATL
AA,ATL,arr,1970-01-01T04:41:00Z,-25,AA/ ATL
AA,ATL,arr,1970-01-01T04:51:00Z,-27,AA/ ATL
AA,ATL,arr,1970-01-01T05:01:00Z,-24,AA/ ATL
AA,ATL,arr,1970-01-01T05:11:00Z,-36,AA/ ATL
AA,ATL,arr,1970-01-01T05:21:00Z,-43,AA/ ATL
AA,ATL,arr,1970-01-01T05:31:00Z,-68,AA/ ATL
AA,ATL,arr,1970-01-01T05:41:00Z,-65,AA/ ATL
AA,ATL,arr,1970-01-01T05:51:00Z,-43,AA/ ATL
AA,ATL,arr,1970-01-01T06:01:00Z,-109,AA/ ATL
AA,ATL,arr,1970-01-01T06:11:00Z,-85,AA/ ATL
AA,ATL,arr,1970-01-01T06:21:00Z,-66,AA/ ATL
AA,ATL,arr,1970-01-01T06:31:00Z,-73,AA/ ATL
AA,ATL,arr,1970-01-01T06:41:00Z,-64,AA/ ATL
AA,ATL,arr,1970-01-01T06:51:00Z,-50,AA/ ATL
AA,ATL,arr,1970-01-01T07:01:00Z,-33,AA/ ATL
AA,ATL,arr,1970-01-01T07:11:00Z,-19,AA/ ATL
AA,ATL,arr,1970-01-01T07:21:00Z,-9,AA/ ATL
AA,ATL,arr,1970-01-01T07:31:00Z,-17,AA/ ATL
AA,ATL,arr,1970-01-01T07:41:00Z,-12,AA/ ATL
AA,ATL,arr,1970-01-01T07:51:00Z,-14,AA/ ATL
AA,ATL,arr,1970-01-01T08:01:00Z,-38,AA/ ATL
AA,ATL,arr,1970-01-01T08:11:00Z,-113,AA/ ATL
AA,ATL,arr,1970-01-01T08:21:00Z,-182,AA/ ATL
AA,ATL,arr,1970-01-01T08:31:00Z,-77,AA/ ATL
AA,ATL,arr,1970-01-01T08:41:00Z,-45,AA/ ATL
AA,ATL,arr,1970-01-01T08:51:00Z,-113,AA/ ATL
AA,ATL,arr,1970-01-01T09:01:00Z,-196,AA/ ATL
AA,ATL,arr,1970-01-01T09:11:00Z,-112,AA/ ATL
AA,ATL,arr,1970-01-01T09:21:00Z,-57,AA/ ATL
AA,ATL,arr,1970-01-01T09:31:00Z,-55,AA/ ATL
AA,ATL,arr,1970-01-01T09:41:00Z,-78,AA/ ATL
AA,ATL,arr,1970-01-01T09:51:00Z,-175,AA/ ATL
AA,ATL,arr,1970-01-01T10:01:00Z,-406,AA/ ATL
AA,ATL,arr,1970-01-01T10:11:00Z,-592,AA/ ATL
AA,ATL,arr,1970-01-01T10:21:00Z,-668,AA/ ATL
AA,ATL,arr,1970-01-01T10:31:00Z,-601,AA/ ATL
AA,ATL,arr,1970-01-01T10:41:00Z,-419,AA/ ATL
AA,ATL,arr,1970-01-01T10:51:00Z,-280,AA/ ATL
AA,ATL,arr,1970-01-01T11:01:00Z,-261,AA/ ATL
AA,ATL,arr,1970-01-01T11:11:00Z,-408,AA/ ATL
AA,ATL,arr,1970-01-01T11:21:00Z,-737,AA/ ATL
AA,ATL,arr,1970-01-01T11:31:00Z,-645,AA/ ATL
AA,ATL,arr,1970-01-01T11:41:00Z,-311,AA/ ATL
AA,ATL,arr,1970-01-01T11:51:00Z,-205,AA/ ATL
AA,ATL,arr,1970-01-01T12:01:00Z,-153,AA/ ATL
AA,ATL,arr,1970-01-01T12:11:00Z,-133,AA/ ATL
AA,ATL,arr,1970-01-01T12:21:00Z,-76,AA/ ATL
AA,ATL,arr,1970-01-01T12:31:00Z,-57,AA/ ATL
AA,ATL,arr,1970-01-01T12:41:00Z,-58,AA/ ATL
AA,ATL,arr,1970-01-01T12:51:00Z,-71,AA/ ATL
AA,ATL,arr,1970-01-01T13:01:00Z,-301,AA/ ATL
AA,ATL,arr,1970-01-01T13:11:00Z,-539,AA/ ATL
AA,ATL,arr,1970-01-01T13:21:00Z,-504,AA/ ATL
AA,ATL,arr,1970-01-01T13:31:00Z,-320,AA/ ATL
AA,ATL,arr,1970-01-01T13:41:00Z,-242,AA/ ATL
AA,ATL,arr,1970-01-01T13:51:00Z,-185,AA/ ATL
AA,ATL,arr,1970-01-01T14:01:00Z,-170,AA/ ATL
AA,ATL,arr,1970-01-01T14:11:00Z,-203,AA/ ATL
AA,ATL,arr,1970-01-01T14:21:00Z,-302,AA/ ATL
AA,ATL,arr,1970-01-01T14:31:00Z,-327,AA/ ATL
AA,ATL,arr,1970-01-01T14:41:00Z,-167,AA/ ATL
AA,ATL,arr,1970-01-01T14:51:00Z,-130,AA/ ATL
AA,ATL,arr,1970-01-01T15:01:00Z,-178,AA/ ATL
AA,ATL,arr,1970-01-01T15:11:00Z,-419,AA/ ATL
AA,ATL,arr,1970-01-01T15:21:00Z,-664,AA/ ATL
AA,ATL,arr,1970-01-01T15:31:00Z,-755,AA/ ATL
AA,ATL,arr,1970-01-01T15:41:00Z,-648,AA/ ATL
AA,ATL,arr,1970-01-01T15:51:00Z,-610,AA/ ATL
AA,ATL,arr,1970-01-01T16:01:00Z,-590,AA/ ATL
AA,ATL,arr,1970-01-01T16:11:00Z,-470,AA/ ATL
AA,ATL,arr,1970-01-01T16:21:00Z,-361,AA/ ATL
AA,ATL,arr,1970-01-01T16:31:00Z,-300,AA/ ATL
AA,ATL,arr,1970-01-01T16:41:00Z,-374,AA/ ATL
AA,ATL,arr,1970-01-01T16:51:00Z,-340,AA/ ATL
AA,ATL,arr,1970-01-01T17:01:00Z,-511,AA/ ATL
AA,ATL,arr,1970-01-01T17:11:00Z,-661,AA/ ATL
AA,ATL,arr,1970-01-01T17:21:00Z,-625,AA/ ATL
AA,ATL,arr,1970-01-01T17:31:00Z,-524,AA/ ATL
AA,ATL,arr,1970-01-01T17:41:00Z,-423,AA/ ATL
AA,ATL,arr,1970-01-01T17:51:00Z,-345,AA/ ATL
AA,ATL,arr,1970-01-01T18:01:00Z,-317,AA/ ATL
AA,ATL,arr,1970-01-01T18:11:00Z,-261,AA/ ATL
AA,ATL,arr,1970-01-01T18:21:00Z,-255,AA/ ATL
AA,ATL,arr,1970-01-01T18:31:00Z,-239,AA/ ATL
AA,ATL,arr,1970-01-01T18:41:00Z,-308,AA/ ATL
AA,ATL,arr,1970-01-01T18:51:00Z,-393,AA/ ATL
AA,ATL,arr,1970-01-01T19:01:00Z,-417,AA/ ATL
AA,ATL,arr,1970-01-01T19:11:00Z,-444,AA/ ATL
AA,ATL,arr,1970-01-01T19:21:00Z,-452,AA/ ATL
AA,ATL,arr,1970-01-01T19:31:00Z,-441,AA/ ATL
AA,ATL,arr,1970-01-01T19:41:00Z,-490,AA/ ATL
AA,ATL,arr,1970-01-01T19:51:00Z,-518,AA/ ATL
AA,ATL,arr,1970-01-01T20:01:00Z,-479,AA/ ATL
AA,ATL,arr,1970-01-01T20:11:00Z,-438,AA/ ATL
AA,ATL,arr,1970-01-01T20:21:00Z,-357,AA/ ATL
AA,ATL,arr,1970-01-01T20:31:00Z,-300,AA/ ATL
AA,ATL,arr,1970-01-01T20:41:00Z,-329,AA/ ATL
AA,ATL,arr,1970-01-01T20:51:00Z,-308,AA/ ATL
AA,ATL,arr,1970-01-01T21:01:00Z,-330,AA/ ATL
AA,ATL,arr,1970-01-01T21:11:00Z,-352,AA/ ATL
AA,ATL,arr,1970-01-01T21:21:00Z,-413,AA/ ATL
AA,ATL,arr,1970-01-01T21:31:00Z,-596,AA/ ATL
AA,ATL,arr,1970-01-01T21:41:00Z,-815,AA/ ATL
AA,ATL,arr,1970-01-01T21:51:00Z,-762,AA/ ATL
AA,ATL,arr,1970-01-01T22:01:00Z,-670,AA/ ATL
AA,ATL,arr,1970-01-01T22:11:00Z,-590,AA/ ATL
AA,ATL,arr,1970-01-01T22:21:00Z,-573,AA/ ATL
AA,ATL,arr,1970-01-01T22:31:00Z,-625,AA/ ATL
AA,ATL,arr,1970-01-01T22:41:00Z,-561,AA/ ATL
AA,ATL,arr,1970-01-01T22:51:00Z,-441,AA/ ATL
AA,ATL,arr,1970-01-01T23:01:00Z,-464,AA/ ATL
AA,ATL,arr,1970-01-01T23:11:00Z,-535,AA/ ATL
AA,ATL,arr,1970-01-01T23:21:00Z,-669,AA/ ATL
AA,ATL,arr,1970-01-01T23:31:00Z,-905,AA/ ATL
AA,ATL,arr,1970-01-01T23:41:00Z,-902,AA/ ATL
AA,ATL,arr,1970-01-01T23:51:00Z,-609,AA/ ATL
AA,ATL,dep,1970-01-01T00:01:00Z,8,AA/ ATL
AA,ATL,dep,1970-01-01T00:11:00Z,6,AA/ ATL
AA,ATL,dep,1970-01-01T00:21:00Z,4,AA/ ATL
AA,ATL,dep,1970-01-01T00:31:00Z,4,AA/ ATL
AA,ATL,dep,1970-01-01T00:41:00Z,6,AA/ ATL
AA,ATL,dep,1970-01-01T00:51:00Z,4,AA/ ATL
AA,ATL,dep,1970-01-01T01:01:00Z,1,AA/ ATL
AA,ATL,dep,1970-01-01T01:11:00Z,2,AA/ ATL
AA,ATL,dep,1970-01-01T01:21:00Z,1,AA/ ATL
AA,ATL,dep,1970-01-01T01:31:00Z,4,AA/ ATL
AA,ATL,dep,1970-01-01T01:41:00Z,2,AA/ ATL
AA,ATL,dep,1970-01-01T01:51:00Z,1,AA/ ATL
AA,ATL,dep,1970-01-01T04:41:00Z,4,AA/ ATL
AA,ATL,dep,1970-01-01T04:51:00Z,172,AA/ ATL
AA,ATL,dep,1970-01-01T05:01:00Z,337,AA/ ATL
AA,ATL,dep,1970-01-01T05:11:00Z,332,AA/ ATL
AA,ATL,dep,1970-01-01T05:21:00Z,189,AA/ ATL
AA,ATL,dep,1970-01-01T05:31:00Z,178,AA/ ATL
AA,ATL,dep,1970-01-01T05:41:00Z,371,AA/ ATL
AA,ATL,dep,1970-01-01T05:51:00Z,1646,AA/ ATL
AA,ATL,dep,1970-01-01T06:01:00Z,779,AA/ ATL
AA,ATL,dep,1970-01-01T06:11:00Z,459,AA/ ATL
AA,ATL,dep,1970-01-01T06:21:00Z,729,AA/ ATL
AA,ATL,dep,1970-01-01T06:31:00Z,621,AA/ ATL
AA,ATL,dep,1970-01-01T06:41:00Z,585,AA/ ATL
AA,ATL,dep,1970-01-01T06:51:00Z,1051,AA/ ATL
AA,ATL,dep,1970-01-01T07:01:00Z,465,AA/ ATL
AA,ATL,dep,1970-01-01T07:11:00Z,725,AA/ ATL
AA,ATL,dep,1970-01-01T07:21:00Z,1388,AA/ ATL
AA,ATL,dep,1970-01-01T07:31:00Z,780,AA/ ATL
AA,ATL,dep,1970-01-01T07:41:00Z,378,AA/ ATL
AA,ATL,dep,1970-01-01T07:51:00Z,1271,AA/ ATL
AA,ATL,dep,1970-01-01T08:01:00Z,348,AA/ ATL
AA,ATL,dep,1970-01-01T08:11:00Z,304,AA/ ATL
AA,ATL,dep,1970-01-01T08:21:00Z,305,AA/ ATL
AA,ATL,dep,1970-01-01T08:31:00Z,411,AA/ ATL
AA,ATL,dep,1970-01-01T08:41:00Z,433,AA/ ATL
AA,ATL,dep,1970-01-01T08:51:00Z,451,AA/ ATL
AA,ATL,dep,1970-01-01T09:01:00Z,489,AA/ ATL
AA,ATL,dep,1970-01-01T09:11:00Z,515,AA/ ATL
AA,ATL,dep,1970-01-01T09:21:00Z,352,AA/ ATL
AA,ATL,dep,1970-01-01T09:31:00Z,241,AA/ ATL
AA,ATL,dep,1970-01-01T09:41:00Z,199,AA/ ATL
AA,ATL,dep,1970-01-01T09:51:00Z,708,AA/ ATL
AA,ATL,dep,1970-01-01T10:01:00Z,213,AA/ ATL
AA,ATL,dep,1970-01-01T10:11:00Z,209,AA/ ATL
AA,ATL,dep,1970-01-01T10:21:00Z,91,AA/ ATL
AA,ATL,dep,1970-01-01T10:31:00Z,94,AA/ ATL
AA,ATL,dep,1970-01-01T10:41:00Z,238,AA/ ATL
AA,ATL,dep,1970-01-01T10:51:00Z,469,AA/ ATL
AA,ATL,dep,1970-01-01T11:01:00Z,540,AA/ ATL
AA,ATL,dep,1970-01-01T11:11:00Z,599,AA/ ATL
AA,ATL,dep,1970-01-01T11:21:00Z,594,AA/ ATL
AA,ATL,dep,1970-01-01T11:31:00Z,491,AA/ ATL
AA,ATL,dep,1970-01-01T11:41:00Z,428,AA/ ATL
AA,ATL,dep,1970-01-01T11:51:00Z,271,AA/ ATL
AA,ATL,dep,1970-01-01T12:01:00Z,172,AA/ ATL
AA,ATL,dep,1970-01-01T12:11:00Z,676,AA/ ATL
AA,ATL,dep,1970-01-01T12:21:00Z,983,AA/ ATL
AA,ATL,dep,1970-01-01T12:31:00Z,453,AA/ ATL
AA,ATL,dep,1970-01-01T12:41:00Z,265,AA/ ATL
AA,ATL,dep,1970-01-01T12:51:00Z,210,AA/ ATL
AA,ATL,dep,1970-01-01T13:01:00Z,115,AA/ ATL
AA,ATL,dep,1970-01-01T13:11:00Z,80,AA/ ATL
AA,ATL,dep,1970-01-01T13:21:00Z,48,AA/ ATL
AA,ATL,dep,1970-01-01T13:31:00Z,49,AA/ ATL
AA,ATL,dep,1970-01-01T13:41:00Z,48,AA/ ATL
AA,ATL,dep,1970-01-01T13:51:00Z,93,AA/ ATL
AA,ATL,dep,1970-01-01T14:01:00Z,288,AA/ ATL
AA,ATL,dep,1970-01-01T14:11:00Z,645,AA/ ATL
AA,ATL,dep,1970-01-01T14:21:00Z,517,AA/ ATL
AA,ATL,dep,1970-01-01T14:31:00Z,228,AA/ ATL
AA,ATL,dep,1970-01-01T14:41:00Z,261,AA/ ATL
AA,ATL,dep,1970-01-01T14:51:00Z,218,AA/ ATL
AA,ATL,dep,1970-01-01T15:01:00Z,210,AA/ ATL
AA,ATL,dep,1970-01-01T15:11:00Z,296,AA/ ATL
AA,ATL,dep,1970-01-01T15:21:00Z,385,AA/ ATL
AA,ATL,dep,1970-01-01T15:31:00Z,261,AA/ ATL
AA,ATL,dep,1970-01-01T15:41:00Z,156,AA/ ATL
AA,ATL,dep,1970-01-01T15:51:00Z,139,AA/ ATL
AA,ATL,dep,1970-01-01T16:01:00Z,89,AA/ ATL
AA,ATL,dep,1970-01-01T16:11:00Z,328,AA/ ATL
AA,ATL,dep,1970-01-01T16:21:00Z,684,AA/ ATL
AA,ATL,dep,1970-01-01T16:31:00Z,575,AA/ ATL
AA,ATL,dep,1970-01-01T16:41:00Z,483,AA/ ATL
AA,ATL,dep,1970-01-01T16:51:00Z,529,AA/ ATL
AA,ATL,dep,1970-01-01T17:01:00Z,365,AA/ ATL
AA,ATL,dep,1970-01-01T17:11:00Z,299,AA/ ATL
AA,ATL,dep,1970-01-01T17:21:00Z,303,AA/ ATL
AA,ATL,dep,1970-01-01T17:31:00Z,455,AA/ ATL
AA,ATL,dep,1970-01-01T17:41:00Z,370,AA/ ATL
AA,ATL,dep,1970-01-01T17:51:00Z,770,AA/ ATL
AA,ATL,dep,1970-01-01T18:01:00Z,668,AA/ ATL
AA,ATL,dep,1970-01-01T18:11:00Z,762,AA/ ATL
AA,ATL,dep,1970-01-01T18:21:00Z,617,AA/ ATL
AA,ATL,dep,1970-01-01T18:31:00Z,486,AA/ ATL
AA,ATL,dep,1970-01-01T18:41:00Z,327,AA/ ATL
AA,ATL,dep,1970-01-01T18:51:00Z,243,AA/ ATL
AA,ATL,dep,1970-01-01T19:01:00Z,264,AA/ ATL
AA,ATL,dep,1970-01-01T19:11:00Z,217,AA/ ATL
AA,ATL,dep,1970-01-01T19:21:00Z,237,AA/ ATL
AA,ATL,dep,1970-01-01T19:31:00Z,178,AA/ ATL
AA,ATL,dep,1970-01-01T19:41:00Z,383,AA/ ATL
AA,ATL,dep,1970-01-01T19:51:00Z,460,AA/ ATL
AA,ATL,dep,1970-01-01T20:01:00Z,371,AA/ ATL
AA,ATL,dep,1970-01-01T20:11:00Z,397,AA/ ATL
AA,ATL,dep,1970-01-01T20:21:00Z,260,AA/ ATL
AA,ATL,dep,1970-01-01T20:31:00Z,146,AA/ ATL
AA,ATL,dep,1970-01-01T20:41:00Z,129,AA/ ATL
AA,ATL,dep,1970-01-01T20:51:00Z,103,AA/ ATL
AA,ATL,dep,1970-01-01T21:01:00Z,93,AA/ ATL
AA,ATL,dep,1970-01-01T21:11:00Z,65,AA/ ATL
AA,ATL,dep,1970-01-01T21:21:00Z,69,AA/ ATL
AA,ATL,dep,1970-01-01T21:31:00Z,59,AA/ ATL
AA,ATL,dep,1970-01-01T21:41:00Z,60,AA/ ATL
AA,ATL,dep,1970-01-01T21:51:00Z,32,AA/ ATL
AA,ATL,dep,1970-01-01T22:01:00Z,24,AA/ ATL
AA,ATL,dep,1970-01-01T22:11:00Z,21,AA/ ATL
AA,ATL,dep,1970-01-01T22:21:00Z,20,AA/ ATL
AA,ATL,dep,1970-01-01T22:31:00Z,26,AA/ ATL
AA,ATL,dep,1970-01-01T22:41:00Z,14,AA/ ATL
AA,ATL,dep,1970-01-01T22:51:00Z,18,AA/ ATL
AA,ATL,dep,1970-01-01T23:01:00Z,9,AA/ ATL
AA,ATL,dep,1970-01-01T23:11:00Z,12,AA/ ATL
AA,ATL,dep,1970-01-01T23:21:00Z,13,AA/ ATL
AA,ATL,dep,1970-01-01T23:31:00Z,7,AA/ ATL
AA,ATL,dep,1970-01-01T23:41:00Z,6,AA/ ATL
AA,ATL,dep,1970-01-01T23:51:00Z,9,AA/ ATL
AA,BOS,arr,1970-01-01T00:01:00Z,-842,AA/ BOS
AA,BOS,arr,1970-01-01T00:11:00Z,-789,AA/ BOS
AA,BOS,arr,1970-01-01T00:21:00Z,-789,AA/ BOS
AA,BOS,arr,1970-01-01T00:31:00Z,-581,AA/ BOS
AA,BOS,arr,1970-01-01T00:41:00Z,-470,AA/ BOS
AA,BOS,arr,1970-01-01T00:51:00Z,-324,AA/ BOS
AA,BOS,arr,1970-01-01T01:01:00Z,-284,AA/ BOS
AA,BOS,arr,1970-01-01T01:11:00Z,-230,AA/ BOS
AA,BOS,arr,1970-01-01T01:21:00Z,-186,AA/ BOS
AA,BOS,arr,1970-01-01T01:31:00Z,-143,AA/ BOS
AA,BOS,arr,1970-01-01T01:41:00Z,-151,AA/ BOS
AA,BOS,arr,1970-01-01T01:51:00Z,-112,AA/ BOS
AA,BOS,arr,1970-01-01T02:01:00Z,-73,AA/ BOS
AA,BOS,arr,1970-01-01T02:11:00Z,-67,AA/ BOS
AA,BOS,arr,1970-01-01T02:21:00Z,-53,AA/ BOS
AA,BOS,arr,1970-01-01T02:31:00Z,-32,AA/ BOS
AA,BOS,arr,1970-01-01T02:41:00Z,-32,AA/ BOS
AA,BOS,arr,1970-01-01T02:51:00Z,-28,AA/ BOS
AA,BOS,arr,1970-01-01T03:01:00Z,-21,AA/ BOS
AA,BOS,arr,1970-01-01T03:11:00Z,-12,AA/ BOS
AA,BOS,arr,1970-01-01T03:21:00Z,-12,AA/ BOS
AA,BOS,arr,1970-01-01T03:31:00Z,-13,AA/ BOS
AA,BOS,arr,1970-01-01T03:41:00Z,-7,AA/ BOS
AA,BOS,arr,1970-01-01T03:51:00Z,-9,AA/ BOS
AA,BOS,arr,1970-01-01T04:01:00Z,-10,AA/ BOS
AA,BOS,arr,1970-01-01T04:11:00Z,-6,AA/ BOS
AA,BOS,arr,1970-01-01T04:21:00Z,-21,AA/ BOS
AA,BOS,arr,1970-01-01T04:31:00Z,-41,AA/ BOS
AA,BOS,arr,1970-01-01T04:41:00Z,-46,AA/ BOS
AA,BOS,arr,1970-01-01T04:51:00Z,-62,AA/ BOS
AA,BOS,arr,1970-01-01T05:01:00Z,-90,AA/ BOS
AA,BOS,arr,1970-01-01T05:11:00Z,-126,AA/ BOS
AA,BOS,arr,1970-01-01T05:21:00Z,-209,AA/ BOS
AA,BOS,arr,1970-01-01T05:31:00Z,-289,AA/ BOS
AA,BOS,arr,1970-01-01T05:41:00Z,-301,AA/ BOS
AA,BOS,arr,1970-01-01T05:51:00Z,-233,AA/ BOS
AA,BOS,arr,1970-01-01T06:01:00Z,-204,AA/ BOS
AA,BOS,arr,1970-01-01T06:11:00Z,-177,AA/ BOS
AA,BOS,arr,1970-01-01T06:21:00Z,-159,AA/ BOS
AA,BOS,arr,1970-01-01T06:31:00Z,-125,AA/ BOS
AA,BOS,arr,1970-01-01T06:41:00Z,-206,AA/ BOS
AA,BOS,arr,1970-01-01T06:51:00Z,-186,AA/ BOS
AA,BOS,arr,1970-01-01T07:01:00Z,-249,AA/ BOS
AA,BOS,arr,1970-01-01T07:11:00Z,-328,AA/ BOS
AA,BOS,arr,1970-01-01T07:21:00Z,-183,AA/ BOS
AA,BOS,arr,1970-01-01T07:31:00Z,-112,AA/ BOS
AA,BOS,arr,1970-01-01T07:41:00Z,-266,AA/ BOS
AA,BOS,arr,1970-01-01T07:51:00Z,-330,AA/ BOS
AA,BOS,arr,1970-01-01T08:01:00Z,-412,AA/ BOS
AA,BOS,arr,1970-01-01T08:11:00Z,-353,AA/ BOS
AA,BOS,arr,1970-01-01T08:21:00Z,-298,AA/ BOS
AA,BOS,arr,1970-01-01T08:31:00Z,-236,AA/ BOS
AA,BOS,arr,1970-01-01T08:41:00Z,-361,AA/ BOS
AA,BOS,arr,1970-01-01T08:51:00Z,-392,AA/ BOS
AA,BOS,arr,1970-01-01T09:01:00Z,-429,AA/ BOS
AA,BOS,arr,1970-01-01T09:11:00Z,-571,AA/ BOS
AA,BOS,arr,1970-01-01T09:21:00Z,-390,AA/ BOS
AA,BOS,arr,1970-01-01T09:31:00Z,-399,AA/ BOS
AA,BOS,arr,1970-01-01T09:41:00Z,-642,AA/ BOS
AA,BOS,arr,1970-01-01T09:51:00Z,-741,AA/ BOS
AA,BOS,arr,1970-01-01T10:01:00Z,-819,AA/ BOS
AA,BOS,arr,1970-01-01T10:11:00Z,-751,AA/ BOS
AA,BOS,arr,1970-01-01T10:21:00Z,-695,AA/ BOS
AA,BOS,arr,1970-01-01T10:31:00Z,-641,AA/ BOS
AA,BOS,arr,1970-01-01T10:41:00Z,-696,AA/ BOS
AA,BOS,arr,1970-01-01T10:51:00Z,-575,AA/ BOS
AA,BOS,arr,1970-01-01T11:01:00Z,-549,AA/ BOS
AA,BOS,arr,1970-01-01T11:11:00Z,-763,AA/ BOS
AA,BOS,arr,1970-01-01T11:21:00Z,-872,AA/ BOS
AA,BOS,arr,1970-01-01T11:31:00Z,-1143,AA/ BOS
AA,BOS,arr,1970-01-01T11:41:00Z,-1558,AA/ BOS
AA,BOS,arr,1970-01-01T11:51:00Z,-1412,AA/ BOS
AA,BOS,arr,1970-01-01T12:01:00Z,-994,AA/ BOS
AA,BOS,arr,1970-01-01T12:11:00Z,-731,AA/ BOS
AA,BOS,arr,1970-01-01T12:21:00Z,-512,AA/ BOS
AA,BOS,arr,1970-01-01T12:31:00Z,-353,AA/ BOS
AA,BOS,arr,1970-01-01T12:41:00Z,-487,AA/ BOS
AA,BOS,arr,1970-01-01T12:51:00Z,-525,AA/ BOS
AA,BOS,arr,1970-01-01T13:01:00Z,-630,AA/ BOS
AA,BOS,arr,1970-01-01T13:11:00Z,-956,AA/ BOS
AA,BOS,arr,1970-01-01T13:21:00Z,-1064,AA/ BOS
AA,BOS,arr,1970-01-01T13:31:00Z,-1093,AA/ BOS
AA,BOS,arr,1970-01-01T13:41:00Z,-967,AA/ BOS
AA,BOS,arr,1970-01-01T13:51:00Z,-753,AA/ BOS
AA,BOS,arr,1970-01-01T14:01:00Z,-571,AA/ BOS
AA,BOS,arr,1970-01-01T14:11:00Z,-510,AA/ BOS
AA,BOS,arr,1970-01-01T14:21:00Z,-470,AA/ BOS
AA,BOS,arr,1970-01-01T14:31:00Z,-512,AA/ BOS
AA,BOS,arr,1970-01-01T14:41:00Z,-815,AA/ BOS
AA,BOS,arr,1970-01-01T14:51:00Z,-949,AA/ BOS
AA,BOS,arr,1970-01-01T15:01:00Z,-1060,AA/ BOS
AA,BOS,arr,1970-01-01T15:11:00Z,-1166,AA/ BOS
AA,BOS,arr,1970-01-01T15:21:00Z,-1170,AA/ BOS
AA,BOS,arr,1970-01-01T15:31:00Z,-1078,AA/ BOS
AA,BOS,arr,1970-01-01T15:41:00Z,-952,AA/ BOS
AA,BOS,arr,1970-01-01T15:51:00Z,-731,AA/ BOS
AA,BOS,arr,1970-01-01T16:01:00Z,-672,AA/ BOS
AA,BOS,arr,1970-01-01T16:11:00Z,-857,AA/ BOS
AA,BOS,arr,1970-01-01T16:21:00Z,-875,AA/ BOS
AA,BOS,arr,1970-01-01T16:31:00Z,-1054,AA/ BOS
AA,BOS,arr,1970-01-01T16:41:00Z,-1247,AA/ BOS
AA,BOS,arr,1970-01-01T16:51:00Z,-1324,AA/ BOS
AA,BOS,arr,1970-01-01T17:01:00Z,-1325,AA/ BOS
AA,BOS,arr,1970-01-01T17:11:00Z,-1127,AA/ BOS
AA,BOS,arr,1970-01-01T17:21:00Z,-817,AA/ BOS
AA,BOS,arr,1970-01-01T17:31:00Z,-650,AA/ BOS
AA,BOS,arr,1970-01-01T17:41:00Z,-738,AA/ BOS
AA,BOS,arr,1970-01-01T17:51:00Z,-752,AA/ BOS
AA,BOS,arr,1970-01-01T18:01:00Z,-683,AA/ BOS
AA,BOS,arr,1970-01-01T18:11:00Z,-815,AA/ BOS
AA,BOS,arr,1970-01-01T18:21:00Z,-801,AA/ BOS
AA,BOS,arr,1970-01-01T18:31:00Z,-717,AA/ BOS
AA,BOS,arr,1970-01-01T18:41:00Z,-784,AA/ BOS
AA,BOS,arr,1970-01-01T18:51:00Z,-724,AA/ BOS
AA,BOS,arr,1970-01-01T19:01:00Z,-737,AA/ BOS
AA,BOS,arr,1970-01-01T19:11:00Z,-740,AA/ BOS
AA,BOS,arr,1970-01-01T19:21:00Z,-649,AA/ BOS
AA,BOS,arr,1970-01-01T19:31:00Z,-652,AA/ BOS
AA,BOS,arr,1970-01-01T19:41:00Z,-763,AA/ BOS
