airline,airport,type,block,n,airline_airport,year
AA,ORD,arr,1970-01-01T14:41:00Z,-594,AA/ ORD,2009
AA,ORD,arr,1970-01-01T14:51:00Z,-587,AA/ ORD,2009
AA,ORD,arr,1970-01-01T15:01:00Z,-509,AA/ ORD,2009
AA,ORD,arr,1970-01-01T15:11:00Z,-526,AA/ ORD,2009
AA,ORD,arr,1970-01-01T15:21:00Z,-599,AA/ ORD,2009
AA,ORD,arr,1970-01-01T15:31:00Z,-752,AA/ ORD,2009
AA,ORD,arr,1970-01-01T15:41:00Z,-727,AA/ ORD,2009
AA,ORD,arr,1970-01-01T15:51:00Z,-642,AA/ ORD,2009
AA,ORD,arr,1970-01-01T16:01:00Z,-560,AA/ ORD,2009
AA,ORD,arr,1970-01-01T16:11:00Z,-532,AA/ ORD,2009
AA,ORD,arr,1970-01-01T16:21:00Z,-566,AA/ ORD,2009
AA,ORD,arr,1970-01-01T16:31:00Z,-626,AA/ ORD,2009
AA,ORD,arr,1970-01-01T16:41:00Z,-574,AA/ ORD,2009
AA,ORD,arr,1970-01-01T16:51:00Z,-577,AA/ ORD,2009
AA,ORD,arr,1970-01-01T17:01:00Z,-613,AA/ ORD,2009
AA,ORD,arr,1970-01-01T17:11:00Z,-699,AA/ ORD,2009
AA,ORD,arr,1970-01-01T17:21:00Z,-798,AA/ ORD,2009
AA,ORD,arr,1970-01-01T17:31:00Z,-907,AA/ ORD,2009
AA,ORD,arr,1970-01-01T17:41:00Z,-853,AA/ ORD,2009
AA,ORD,arr,1970-01-01T17:51:00Z,-761,AA/ ORD,2009
AA,ORD,arr,1970-01-01T18:01:00Z,-762,AA/ ORD,2009
AA,ORD,arr,1970-01-01T18:11:00Z,-766,AA/ ORD,2009
AA,ORD,arr,1970-01-01T18:21:00Z,-774,AA/ ORD,2009
AA,ORD,arr,1970-01-01T18:31:00Z,-770,AA/ ORD,2009
AA,ORD,arr,1970-01-01T18:41:00Z,-633,AA/ ORD,2009
AA,ORD,arr,1970-01-01T18:51:00Z,-677,AA/ ORD,2009
AA,ORD,arr,1970-01-01T19:01:00Z,-890,AA/ ORD,2009
AA,ORD,arr,1970-01-01T19:11:00Z,-937,AA/ ORD,2009
AA,ORD,arr,1970-01-01T19:21:00Z,-891,AA/ ORD,2009
AA,ORD,arr,1970-01-01T19:31:00Z,-706,AA/ ORD,2009
AA,ORD,arr,1970-01-01T19:41:00Z,-666,AA/ ORD,2009
AA,ORD,arr,1970-01-01T19:51:00Z,-573,AA/ ORD,2009
AA,ORD,arr,1970-01-01T20:01:00Z,-582,AA/ ORD,2009
AA,ORD,arr,1970-01-01T20:11:00Z,-746,AA/ ORD,2009
AA,ORD,arr,1970-01-01T20:21:00Z,-760,AA/ ORD,2009
AA,ORD,arr,1970-01-01T20:31:00Z,-814,AA/ ORD,2009
AA,ORD,arr,1970-01-01T20:41:00Z,-711,AA/ ORD,2009
AA,ORD,arr,1970-01-01T20:51:00Z,-683,AA/ ORD,2009
AA,ORD,arr,1970-01-01T21:01:00Z,-609,AA/ ORD,2009
AA,ORD,arr,1970-01-01T21:11:00Z,-543,AA/ ORD,2009
AA,ORD,arr,1970-01-01T21:21:00Z,-501,AA/ ORD,2009
AA,ORD,arr,1970-01-01T21:31:00Z,-434,AA/ ORD,2009
AA,ORD,arr,1970-01-01T21:41:00Z,-345,AA/ ORD,2009
AA,ORD,arr,1970-01-01T21:51:00Z,-293,AA/ ORD,2009
AA,ORD,arr,1970-01-01T22:01:00Z,-300,AA/ ORD,2009
AA,ORD,arr,1970-01-01T22:11:00Z,-353,AA/ ORD,2009
AA,ORD,arr,1970-01-01T22:21:00Z,-393,AA/ ORD,2009
AA,ORD,arr,1970-01-01T22:31:00Z,-399,AA/ ORD,2009
AA,ORD,arr,1970-01-01T22:41:00Z,-370,AA/ ORD,2009
AA,ORD,arr,1970-01-01T22:51:00Z,-299,AA/ ORD,2009
AA,ORD,arr,1970-01-01T23:01:00Z,-242,AA/ ORD,2009
AA,ORD,arr,1970-01-01T23:11:00Z,-190,AA/ ORD,2009
AA,ORD,arr,1970-01-01T23:21:00Z,-193,AA/ ORD,2009
AA,ORD,arr,1970-01-01T23:31:00Z,-161,AA/ ORD,2009
AA,ORD,arr,1970-01-01T23:41:00Z,-116,AA/ ORD,2009
AA,ORD,arr,1970-01-01T23:51:00Z,-86,AA/ ORD,2009
AA,ORD,dep,1970-01-01T00:01:00Z,7,AA/ ORD,2009
AA,ORD,dep,1970-01-01T00:11:00Z,3,AA/ ORD,2009
AA,ORD,dep,1970-01-01T00:21:00Z,2,AA/ ORD,2009
AA,ORD,dep,1970-01-01T00:41:00Z,2,AA/ ORD,2009
AA,ORD,dep,1970-01-01T00:51:00Z,2,AA/ ORD,2009
AA,ORD,dep,1970-01-01T01:41:00Z,2,AA/ ORD,2009
AA,ORD,dep,1970-01-01T05:31:00Z,24,AA/ ORD,2009
AA,ORD,dep,1970-01-01T05:41:00Z,14,AA/ ORD,2009
AA,ORD,dep,1970-01-01T05:51:00Z,632,AA/ ORD,2009
AA,ORD,dep,1970-01-01T06:01:00Z,791,AA/ ORD,2009
AA,ORD,dep,1970-01-01T06:11:00Z,529,AA/ ORD,2009
AA,ORD,dep,1970-01-01T06:21:00Z,396,AA/ ORD,2009
AA,ORD,dep,1970-01-01T06:31:00Z,456,AA/ ORD,2009
AA,ORD,dep,1970-01-01T06:41:00Z,660,AA/ ORD,2009
AA,ORD,dep,1970-01-01T06:51:00Z,665,AA/ ORD,2009
AA,ORD,dep,1970-01-01T07:01:00Z,601,AA/ ORD,2009
AA,ORD,dep,1970-01-01T07:11:00Z,487,AA/ ORD,2009
AA,ORD,dep,1970-01-01T07:21:00Z,738,AA/ ORD,2009
AA,ORD,dep,1970-01-01T07:31:00Z,493,AA/ ORD,2009
AA,ORD,dep,1970-01-01T07:41:00Z,506,AA/ ORD,2009
AA,ORD,dep,1970-01-01T07:51:00Z,500,AA/ ORD,2009
AA,ORD,dep,1970-01-01T08:01:00Z,546,AA/ ORD,2009
AA,ORD,dep,1970-01-01T08:11:00Z,751,AA/ ORD,2009
AA,ORD,dep,1970-01-01T08:21:00Z,978,AA/ ORD,2009
AA,ORD,dep,1970-01-01T08:31:00Z,800,AA/ ORD,2009
AA,ORD,dep,1970-01-01T08:41:00Z,884,AA/ ORD,2009
AA,ORD,dep,1970-01-01T08:51:00Z,554,AA/ ORD,2009
AA,ORD,dep,1970-01-01T09:01:00Z,816,AA/ ORD,2009
AA,ORD,dep,1970-01-01T09:11:00Z,683,AA/ ORD,2009
AA,ORD,dep,1970-01-01T09:21:00Z,557,AA/ ORD,2009
AA,ORD,dep,1970-01-01T09:31:00Z,470,AA/ ORD,2009
AA,ORD,dep,1970-01-01T09:41:00Z,687,AA/ ORD,2009
AA,ORD,dep,1970-01-01T09:51:00Z,692,AA/ ORD,2009
AA,ORD,dep,1970-01-01T10:01:00Z,1023,AA/ ORD,2009
AA,ORD,dep,1970-01-01T10:11:00Z,1056,AA/ ORD,2009
AA,ORD,dep,1970-01-01T10:21:00Z,755,AA/ ORD,2009
AA,ORD,dep,1970-01-01T10:31:00Z,595,AA/ ORD,2009
AA,ORD,dep,1970-01-01T10:41:00Z,524,AA/ ORD,2009
AA,ORD,dep,1970-01-01T10:51:00Z,486,AA/ ORD,2009
AA,ORD,dep,1970-01-01T11:01:00Z,621,AA/ ORD,2009
AA,ORD,dep,1970-01-01T11:11:00Z,589,AA/ ORD,2009
AA,ORD,dep,1970-01-01T11:21:00Z,513,AA/ ORD,2009
AA,ORD,dep,1970-01-01T11:31:00Z,511,AA/ ORD,2009
AA,ORD,dep,1970-01-01T11:41:00Z,547,AA/ ORD,2009
AA,ORD,dep,1970-01-01T11:51:00Z,494,AA/ ORD,2009
AA,ORD,dep,1970-01-01T12:01:00Z,691,AA/ ORD,2009
AA,ORD,dep,1970-01-01T12:11:00Z,851,AA/ ORD,2009
AA,ORD,dep,1970-01-01T12:21:00Z,609,AA/ ORD,2009
AA,ORD,dep,1970-01-01T12:31:00Z,565,AA/ ORD,2009
AA,ORD,dep,1970-01-01T12:41:00Z,580,AA/ ORD,2009
AA,ORD,dep,1970-01-01T12:51:00Z,620,AA/ ORD,2009
AA,ORD,dep,1970-01-01T13:01:00Z,691,AA/ ORD,2009
AA,ORD,dep,1970-01-01T13:11:00Z,712,AA/ ORD,2009
AA,ORD,dep,1970-01-01T13:21:00Z,770,AA/ ORD,2009
AA,ORD,dep,1970-01-01T13:31:00Z,589,AA/ ORD,2009
AA,ORD,dep,1970-01-01T13:41:00Z,442,AA/ ORD,2009
AA,ORD,dep,1970-01-01T13:51:00Z,599,AA/ ORD,2009
AA,ORD,dep,1970-01-01T14:01:00Z,501,AA/ ORD,2009
AA,ORD,dep,1970-01-01T14:11:00Z,460,AA/ ORD,2009
AA,ORD,dep,1970-01-01T14:21:00Z,728,AA/ ORD,2009
AA,ORD,dep,1970-01-01T14:31:00Z,719,AA/ ORD,2009
AA,ORD,dep,1970-01-01T14:41:00Z,545,AA/ ORD,2009
AA,ORD,dep,1970-01-01T14:51:00Z,375,AA/ ORD,2009
AA,ORD,dep,1970-01-01T15:01:00Z,728,AA/ ORD,2009
AA,ORD,dep,1970-01-01T15:11:00Z,522,AA/ ORD,2009
AA,ORD,dep,1970-01-01T15:21:00Z,757,AA/ ORD,2009
AA,ORD,dep,1970-01-01T15:31:00Z,541,AA/ ORD,2009
AA,ORD,dep,1970-01-01T15:41:00Z,616,AA/ ORD,2009
AA,ORD,dep,1970-01-01T15:51:00Z,794,AA/ ORD,2009
AA,ORD,dep,1970-01-01T16:01:00Z,529,AA/ ORD,2009
AA,ORD,dep,1970-01-01T16:11:00Z,434,AA/ ORD,2009
AA,ORD,dep,1970-01-01T16:21:00Z,359,AA/ ORD,2009
AA,ORD,dep,1970-01-01T16:31:00Z,456,AA/ ORD,2009
AA,ORD,dep,1970-01-01T16:41:00Z,657,AA/ ORD,2009
AA,ORD,dep,1970-01-01T16:51:00Z,687,AA/ ORD,2009
AA,ORD,dep,1970-01-01T17:01:00Z,475,AA/ ORD,2009
AA,ORD,dep,1970-01-01T17:11:00Z,441,AA/ ORD,2009
AA,ORD,dep,1970-01-01T17:21:00Z,574,AA/ ORD,2009
AA,ORD,dep,1970-01-01T17:31:00Z,508,AA/ ORD,2009
AA,ORD,dep,1970-01-01T17:41:00Z,677,AA/ ORD,2009
AA,ORD,dep,1970-01-01T17:51:00Z,699,AA/ ORD,2009
AA,ORD,dep,1970-01-01T18:01:00Z,592,AA/ ORD,2009
AA,ORD,dep,1970-01-01T18:11:00Z,652,AA/ ORD,2009
AA,ORD,dep,1970-01-01T18:21:00Z,617,AA/ ORD,2009
AA,ORD,dep,1970-01-01T18:31:00Z,615,AA/ ORD,2009
AA,ORD,dep,1970-01-01T18:41:00Z,926,AA/ ORD,2009
AA,ORD,dep,1970-01-01T18:51:00Z,1059,AA/ ORD,2009
AA,ORD,dep,1970-01-01T19:01:00Z,887,AA/ ORD,2009
AA,ORD,dep,1970-01-01T19:11:00Z,809,AA/ ORD,2009
AA,ORD,dep,1970-01-01T19:21:00Z,686,AA/ ORD,2009
AA,ORD,dep,1970-01-01T19:31:00Z,665,AA/ ORD,2009
AA,ORD,dep,1970-01-01T19:41:00Z,696,AA/ ORD,2009
AA,ORD,dep,1970-01-01T19:51:00Z,690,AA/ ORD,2009
AA,ORD,dep,1970-01-01T20:01:00Z,664,AA/ ORD,2009
AA,ORD,dep,1970-01-01T20:11:00Z,666,AA/ ORD,2009
AA,ORD,dep,1970-01-01T20:21:00Z,731,AA/ ORD,2009
AA,ORD,dep,1970-01-01T20:31:00Z,514,AA/ ORD,2009
AA,ORD,dep,1970-01-01T20:41:00Z,434,AA/ ORD,2009
AA,ORD,dep,1970-01-01T20:51:00Z,298,AA/ ORD,2009
AA,ORD,dep,1970-01-01T21:01:00Z,239,AA/ ORD,2009
AA,ORD,dep,1970-01-01T21:11:00Z,307,AA/ ORD,2009
AA,ORD,dep,1970-01-01T21:21:00Z,293,AA/ ORD,2009
AA,ORD,dep,1970-01-01T21:31:00Z,186,AA/ ORD,2009
AA,ORD,dep,1970-01-01T21:41:00Z,112,AA/ ORD,2009
AA,ORD,dep,1970-01-01T21:51:00Z,175,AA/ ORD,2009
AA,ORD,dep,1970-01-01T22:01:00Z,152,AA/ ORD,2009
AA,ORD,dep,1970-01-01T22:11:00Z,107,AA/ ORD,2009
AA,ORD,dep,1970-01-01T22:21:00Z,114,AA/ ORD,2009
AA,ORD,dep,1970-01-01T22:31:00Z,48,AA/ ORD,2009
AA,ORD,dep,1970-01-01T22:41:00Z,48,AA/ ORD,2009
AA,ORD,dep,1970-01-01T22:51:00Z,39,AA/ ORD,2009
AA,ORD,dep,1970-01-01T23:01:00Z,26,AA/ ORD,2009
AA,ORD,dep,1970-01-01T23:11:00Z,22,AA/ ORD,2009
AA,ORD,dep,1970-01-01T23:21:00Z,21,AA/ ORD,2009
AA,ORD,dep,1970-01-01T23:31:00Z,8,AA/ ORD,2009
AA,ORD,dep,1970-01-01T23:41:00Z,12,AA/ ORD,2009
AA,ORD,dep,1970-01-01T23:51:00Z,9,AA/ ORD,2009
UA,ORD,arr,1970-01-01T00:01:00Z,-128,UA/ ORD,2009
UA,ORD,arr,1970-01-01T00:11:00Z,-168,UA/ ORD,2009
UA,ORD,arr,1970-01-01T00:21:00Z,-137,UA/ ORD,2009
UA,ORD,arr,1970-01-01T00:31:00Z,-117,UA/ ORD,2009
UA,ORD,arr,1970-01-01T00:41:00Z,-92,UA/ ORD,2009
UA,ORD,arr,1970-01-01T00:51:00Z,-107,UA/ ORD,2009
UA,ORD,arr,1970-01-01T01:01:00Z,-111,UA/ ORD,2009
UA,ORD,arr,1970-01-01T01:11:00Z,-62,UA/ ORD,2009
UA,ORD,arr,1970-01-01T01:21:00Z,-38,UA/ ORD,2009
UA,ORD,arr,1970-01-01T01:31:00Z,-33,UA/ ORD,2009
UA,ORD,arr,1970-01-01T01:41:00Z,-21,UA/ ORD,2009
UA,ORD,arr,1970-01-01T01:51:00Z,-25,UA/ ORD,2009
UA,ORD,arr,1970-01-01T02:01:00Z,-16,UA/ ORD,2009
UA,ORD,arr,1970-01-01T02:11:00Z,-10,UA/ ORD,2009
UA,ORD,arr,1970-01-01T02:21:00Z,-13,UA/ ORD,2009
UA,ORD,arr,1970-01-01T02:31:00Z,-17,UA/ ORD,2009
UA,ORD,arr,1970-01-01T02:41:00Z,-7,UA/ ORD,2009
UA,ORD,arr,1970-01-01T02:51:00Z,-7,UA/ ORD,2009
UA,ORD,arr,1970-01-01T03:01:00Z,-9,UA/ ORD,2009
UA,ORD,arr,1970-01-01T03:11:00Z,-6,UA/ ORD,2009
UA,ORD,arr,1970-01-01T03:21:00Z,-8,UA/ ORD,2009
UA,ORD,arr,1970-01-01T03:31:00Z,-2,UA/ ORD,2009
UA,ORD,arr,1970-01-01T03:41:00Z,-5,UA/ ORD,2009
UA,ORD,arr,1970-01-01T03:51:00Z,-20,UA/ ORD,2009
UA,ORD,arr,1970-01-01T04:01:00Z,-58,UA/ ORD,2009
UA,ORD,arr,1970-01-01T04:11:00Z,-93,UA/ ORD,2009
UA,ORD,arr,1970-01-01T04:21:00Z,-111,UA/ ORD,2009
UA,ORD,arr,1970-01-01T04:31:00Z,-206,UA/ ORD,2009
UA,ORD,arr,1970-01-01T04:41:00Z,-383,UA/ ORD,2009
UA,ORD,arr,1970-01-01T04:51:00Z,-438,UA/ ORD,2009
UA,ORD,arr,1970-01-01T05:01:00Z,-402,UA/ ORD,2009
UA,ORD,arr,1970-01-01T05:11:00Z,-297,UA/ ORD,2009
UA,ORD,arr,1970-01-01T05:21:00Z,-208,UA/ ORD,2009
UA,ORD,arr,1970-01-01T05:31:00Z,-136,UA/ ORD,2009
UA,ORD,arr,1970-01-01T05:41:00Z,-105,UA/ ORD,2009
UA,ORD,arr,1970-01-01T05:51:00Z,-94,UA/ ORD,2009
UA,ORD,arr,1970-01-01T06:01:00Z,-162,UA/ ORD,2009
UA,ORD,arr,1970-01-01T06:11:00Z,-255,UA/ ORD,2009
UA,ORD,arr,1970-01-01T06:21:00Z,-299,UA/ ORD,2009
UA,ORD,arr,1970-01-01T06:31:00Z,-262,UA/ ORD,2009
UA,ORD,arr,1970-01-01T06:41:00Z,-433,UA/ ORD,2009
UA,ORD,arr,1970-01-01T06:51:00Z,-645,UA/ ORD,2009
UA,ORD,arr,1970-01-01T07:01:00Z,-809,UA/ ORD,2009
UA,ORD,arr,1970-01-01T07:11:00Z,-826,UA/ ORD,2009
UA,ORD,arr,1970-01-01T07:21:00Z,-760,UA/ ORD,2009
UA,ORD,arr,1970-01-01T07:31:00Z,-720,UA/ ORD,2009
UA,ORD,arr,1970-01-01T07:41:00Z,-923,UA/ ORD,2009
UA,ORD,arr,1970-01-01T07:51:00Z,-1077,UA/ ORD,2009
UA,ORD,arr,1970-01-01T08:01:00Z,-1262,UA/ ORD,2009
UA,ORD,arr,1970-01-01T08:11:00Z,-1131,UA/ ORD,2009
UA,ORD,arr,1970-01-01T08:21:00Z,-980,UA/ ORD,2009
UA,ORD,arr,1970-01-01T08:31:00Z,-1083,UA/ ORD,2009
UA,ORD,arr,1970-01-01T08:41:00Z,-962,UA/ ORD,2009
UA,ORD,arr,1970-01-01T08:51:00Z,-738,UA/ ORD,2009
UA,ORD,arr,1970-01-01T09:01:00Z,-817,UA/ ORD,2009
UA,ORD,arr,1970-01-01T09:11:00Z,-727,UA/ ORD,2009
UA,ORD,arr,1970-01-01T09:21:00Z,-661,UA/ ORD,2009
UA,ORD,arr,1970-01-01T09:31:00Z,-676,UA/ ORD,2009
UA,ORD,arr,1970-01-01T09:41:00Z,-496,UA/ ORD,2009
UA,ORD,arr,1970-01-01T09:51:00Z,-406,UA/ ORD,2009
UA,ORD,arr,1970-01-01T10:01:00Z,-494,UA/ ORD,2009
UA,ORD,arr,1970-01-01T10:11:00Z,-514,UA/ ORD,2009
UA,ORD,arr,1970-01-01T10:21:00Z,-593,UA/ ORD,2009
UA,ORD,arr,1970-01-01T10:31:00Z,-718,UA/ ORD,2009
UA,ORD,arr,1970-01-01T10:41:00Z,-837,UA/ ORD,2009
UA,ORD,arr,1970-01-01T10:51:00Z,-794,UA/ ORD,2009
UA,ORD,arr,1970-01-01T11:01:00Z,-660,UA/ ORD,2009
UA,ORD,arr,1970-01-01T11:11:00Z,-624,UA/ ORD,2009
UA,ORD,arr,1970-01-01T11:21:00Z,-605,UA/ ORD,2009
UA,ORD,arr,1970-01-01T11:31:00Z,-629,UA/ ORD,2009
UA,ORD,arr,1970-01-01T11:41:00Z,-748,UA/ ORD,2009
UA,ORD,arr,1970-01-01T11:51:00Z,-777,UA/ ORD,2009
UA,ORD,arr,1970-01-01T12:01:00Z,-881,UA/ ORD,2009
UA,ORD,arr,1970-01-01T12:11:00Z,-968,UA/ ORD,2009
UA,ORD,arr,1970-01-01T12:21:00Z,-834,UA/ ORD,2009
UA,ORD,arr,1970-01-01T12:31:00Z,-582,UA/ ORD,2009
UA,ORD,arr,1970-01-01T12:41:00Z,-540,UA/ ORD,2009
UA,ORD,arr,1970-01-01T12:51:00Z,-419,UA/ ORD,2009
UA,ORD,arr,1970-01-01T13:01:00Z,-404,UA/ ORD,2009
UA,ORD,arr,1970-01-01T13:11:00Z,-498,UA/ ORD,2009
UA,ORD,arr,1970-01-01T13:21:00Z,-533,UA/ ORD,2009
UA,ORD,arr,1970-01-01T13:31:00Z,-521,UA/ ORD,2009
UA,ORD,arr,1970-01-01T13:41:00Z,-583,UA/ ORD,2009
UA,ORD,arr,1970-01-01T13:51:00Z,-630,UA/ ORD,2009
UA,ORD,arr,1970-01-01T14:01:00Z,-644,UA/ ORD,2009
UA,ORD,arr,1970-01-01T14:11:00Z,-598,UA/ ORD,2009
UA,ORD,arr,1970-01-01T14:21:00Z,-527,UA/ ORD,2009
UA,ORD,arr,1970-01-01T14:31:00Z,-576,UA/ ORD,2009
UA,ORD,arr,1970-01-01T14:41:00Z,-656,UA/ ORD,2009
UA,ORD,arr,1970-01-01T14:51:00Z,-719,UA/ ORD,2009
UA,ORD,arr,1970-01-01T15:01:00Z,-666,UA/ ORD,2009
UA,ORD,arr,1970-01-01T15:11:00Z,-629,UA/ ORD,2009
UA,ORD,arr,1970-01-01T15:21:00Z,-584,UA/ ORD,2009
UA,ORD,arr,1970-01-01T15:31:00Z,-565,UA/ ORD,2009
UA,ORD,arr,1970-01-01T15:41:00Z,-545,UA/ ORD,2009
UA,ORD,arr,1970-01-01T15:51:00Z,-687,UA/ ORD,2009
UA,ORD,arr,1970-01-01T16:01:00Z,-701,UA/ ORD,2009
UA,ORD,arr,1970-01-01T16:11:00Z,-707,UA/ ORD,2009
UA,ORD,arr,1970-01-01T16:21:00Z,-746,UA/ ORD,2009
UA,ORD,arr,1970-01-01T16:31:00Z,-705,UA/ ORD,2009
UA,ORD,arr,1970-01-01T16:41:00Z,-788,UA/ ORD,2009
UA,ORD,arr,1970-01-01T16:51:00Z,-890,UA/ ORD,2009
UA,ORD,arr,1970-01-01T17:01:00Z,-950,UA/ ORD,2009
UA,ORD,arr,1970-01-01T17:11:00Z,-941,UA/ ORD,2009
UA,ORD,arr,1970-01-01T17:21:00Z,-881,UA/ ORD,2009
UA,ORD,arr,1970-01-01T17:31:00Z,-852,UA/ ORD,2009
UA,ORD,arr,1970-01-01T17:41:00Z,-824,UA/ ORD,2009
UA,ORD,arr,1970-01-01T17:51:00Z,-786,UA/ ORD,2009
UA,ORD,arr,1970-01-01T18:01:00Z,-843,UA/ ORD,2009
UA,ORD,arr,1970-01-01T18:11:00Z,-980,UA/ ORD,2009
UA,ORD,arr,1970-01-01T18:21:00Z,-1035,UA/ ORD,2009
UA,ORD,arr,1970-01-01T18:31:00Z,-1045,UA/ ORD,2009
UA,ORD,arr,1970-01-01T18:41:00Z,-1069,UA/ ORD,2009
UA,ORD,arr,1970-01-01T18:51:00Z,-920,UA/ ORD,2009
UA,ORD,arr,1970-01-01T19:01:00Z,-993,UA/ ORD,2009
UA,ORD,arr,1970-01-01T19:11:00Z,-1053,UA/ ORD,2009
UA,ORD,arr,1970-01-01T19:21:00Z,-958,UA/ ORD,2009
UA,ORD,arr,1970-01-01T19:31:00Z,-942,UA/ ORD,2009
UA,ORD,arr,1970-01-01T19:41:00Z,-785,UA/ ORD,2009
UA,ORD,arr,1970-01-01T19:51:00Z,-793,UA/ ORD,2009
UA,ORD,arr,1970-01-01T20:01:00Z,-813,UA/ ORD,2009
UA,ORD,arr,1970-01-01T20:11:00Z,-791,UA/ ORD,2009
UA,ORD,arr,1970-01-01T20:21:00Z,-621,UA/ ORD,2009
UA,ORD,arr,1970-01-01T20:31:00Z,-454,UA/ ORD,2009
UA,ORD,arr,1970-01-01T20:41:00Z,-376,UA/ ORD,2009
UA,ORD,arr,1970-01-01T20:51:00Z,-268,UA/ ORD,2009
UA,ORD,arr,1970-01-01T21:01:00Z,-223,UA/ ORD,2009
UA,ORD,arr,1970-01-01T21:11:00Z,-230,UA/ ORD,2009
UA,ORD,arr,1970-01-01T21:21:00Z,-225,UA/ ORD,2009
UA,ORD,arr,1970-01-01T21:31:00Z,-208,UA/ ORD,2009
UA,ORD,arr,1970-01-01T21:41:00Z,-198,UA/ ORD,2009
UA,ORD,arr,1970-01-01T21:51:00Z,-200,UA/ ORD,2009
UA,ORD,arr,1970-01-01T22:01:00Z,-185,UA/ ORD,2009
UA,ORD,arr,1970-01-01T22:11:00Z,-185,UA/ ORD,2009
UA,ORD,arr,1970-01-01T22:21:00Z,-238,UA/ ORD,2009
UA,ORD,arr,1970-01-01T22:31:00Z,-285,UA/ ORD,2009
UA,ORD,arr,1970-01-01T22:41:00Z,-273,UA/ ORD,2009
UA,ORD,arr,1970-01-01T22:51:00Z,-197,UA/ ORD,2009
UA,ORD,arr,1970-01-01T23:01:00Z,-155,UA/ ORD,2009
UA,ORD,arr,1970-01-01T23:11:00Z,-130,UA/ ORD,2009
UA,ORD,arr,1970-01-01T23:21:00Z,-94,UA/ ORD,2009
UA,ORD,arr,1970-01-01T23:31:00Z,-144,UA/ ORD,2009
UA,ORD,arr,1970-01-01T23:41:00Z,-171,UA/ ORD,2009
UA,ORD,arr,1970-01-01T23:51:00Z,-147,UA/ ORD,2009
UA,ORD,dep,1970-01-01T00:01:00Z,20,UA/ ORD,2009
UA,ORD,dep,1970-01-01T00:11:00Z,17,UA/ ORD,2009
UA,ORD,dep,1970-01-01T00:21:00Z,14,UA/ ORD,2009
UA,ORD,dep,1970-01-01T00:31:00Z,12,UA/ ORD,2009
UA,ORD,dep,1970-01-01T00:41:00Z,4,UA/ ORD,2009
UA,ORD,dep,1970-01-01T00:51:00Z,7,UA/ ORD,2009
UA,ORD,dep,1970-01-01T01:01:00Z,3,UA/ ORD,2009
UA,ORD,dep,1970-01-01T01:11:00Z,4,UA/ ORD,2009
UA,ORD,dep,1970-01-01T01:21:00Z,1,UA/ ORD,2009
UA,ORD,dep,1970-01-01T01:31:00Z,2,UA/ ORD,2009
UA,ORD,dep,1970-01-01T01:51:00Z,1,UA/ ORD,2009
UA,ORD,dep,1970-01-01T02:11:00Z,2,UA/ ORD,2009
UA,ORD,dep,1970-01-01T05:41:00Z,18,UA/ ORD,2009
UA,ORD,dep,1970-01-01T05:51:00Z,1611,UA/ ORD,2009
UA,ORD,dep,1970-01-01T06:01:00Z,456,UA/ ORD,2009
UA,ORD,dep,1970-01-01T06:11:00Z,304,UA/ ORD,2009
UA,ORD,dep,1970-01-01T06:21:00Z,539,UA/ ORD,2009
UA,ORD,dep,1970-01-01T06:31:00Z,331,UA/ ORD,2009
UA,ORD,dep,1970-01-01T06:41:00Z,198,UA/ ORD,2009
UA,ORD,dep,1970-01-01T06:51:00Z,579,UA/ ORD,2009
UA,ORD,dep,1970-01-01T07:01:00Z,495,UA/ ORD,2009
UA,ORD,dep,1970-01-01T07:11:00Z,373,UA/ ORD,2009
UA,ORD,dep,1970-01-01T07:21:00Z,186,UA/ ORD,2009
UA,ORD,dep,1970-01-01T07:31:00Z,207,UA/ ORD,2009
UA,ORD,dep,1970-01-01T07:41:00Z,289,UA/ ORD,2009
UA,ORD,dep,1970-01-01T07:51:00Z,1443,UA/ ORD,2009
UA,ORD,dep,1970-01-01T08:01:00Z,1468,UA/ ORD,2009
UA,ORD,dep,1970-01-01T08:11:00Z,731,UA/ ORD,2009
UA,ORD,dep,1970-01-01T08:21:00Z,816,UA/ ORD,2009
UA,ORD,dep,1970-01-01T08:31:00Z,548,UA/ ORD,2009
UA,ORD,dep,1970-01-01T08:41:00Z,676,UA/ ORD,2009
UA,ORD,dep,1970-01-01T08:51:00Z,1599,UA/ ORD,2009
UA,ORD,dep,1970-01-01T09:01:00Z,903,UA/ ORD,2009
UA,ORD,dep,1970-01-01T09:11:00Z,489,UA/ ORD,2009
UA,ORD,dep,1970-01-01T09:21:00Z,394,UA/ ORD,2009
UA,ORD,dep,1970-01-01T09:31:00Z,669,UA/ ORD,2009
UA,ORD,dep,1970-01-01T09:41:00Z,1813,UA/ ORD,2009
UA,ORD,dep,1970-01-01T09:51:00Z,1875,UA/ ORD,2009
UA,ORD,dep,1970-01-01T10:01:00Z,876,UA/ ORD,2009
UA,ORD,dep,1970-01-01T10:11:00Z,1039,UA/ ORD,2009
UA,ORD,dep,1970-01-01T10:21:00Z,954,UA/ ORD,2009
UA,ORD,dep,1970-01-01T10:31:00Z,472,UA/ ORD,2009
UA,ORD,dep,1970-01-01T10:41:00Z,367,UA/ ORD,2009
UA,ORD,dep,1970-01-01T10:51:00Z,772,UA/ ORD,2009
UA,ORD,dep,1970-01-01T11:01:00Z,550,UA/ ORD,2009
