airline,airport,type,block,n,airline_airport,year
AA,ORD,arr,1970-01-01T12:51:00Z,-636,AA/ ORD,2000
AA,ORD,arr,1970-01-01T13:01:00Z,-458,AA/ ORD,2000
AA,ORD,arr,1970-01-01T13:11:00Z,-409,AA/ ORD,2000
AA,ORD,arr,1970-01-01T13:21:00Z,-701,AA/ ORD,2000
AA,ORD,arr,1970-01-01T13:31:00Z,-1343,AA/ ORD,2000
AA,ORD,arr,1970-01-01T13:41:00Z,-1890,AA/ ORD,2000
AA,ORD,arr,1970-01-01T13:51:00Z,-1809,AA/ ORD,2000
AA,ORD,arr,1970-01-01T14:01:00Z,-1308,AA/ ORD,2000
AA,ORD,arr,1970-01-01T14:11:00Z,-964,AA/ ORD,2000
AA,ORD,arr,1970-01-01T14:21:00Z,-771,AA/ ORD,2000
AA,ORD,arr,1970-01-01T14:31:00Z,-661,AA/ ORD,2000
AA,ORD,arr,1970-01-01T14:41:00Z,-590,AA/ ORD,2000
AA,ORD,arr,1970-01-01T14:51:00Z,-739,AA/ ORD,2000
AA,ORD,arr,1970-01-01T15:01:00Z,-1208,AA/ ORD,2000
AA,ORD,arr,1970-01-01T15:11:00Z,-1904,AA/ ORD,2000
AA,ORD,arr,1970-01-01T15:21:00Z,-2062,AA/ ORD,2000
AA,ORD,arr,1970-01-01T15:31:00Z,-1711,AA/ ORD,2000
AA,ORD,arr,1970-01-01T15:41:00Z,-1231,AA/ ORD,2000
AA,ORD,arr,1970-01-01T15:51:00Z,-861,AA/ ORD,2000
AA,ORD,arr,1970-01-01T16:01:00Z,-744,AA/ ORD,2000
AA,ORD,arr,1970-01-01T16:11:00Z,-683,AA/ ORD,2000
AA,ORD,arr,1970-01-01T16:21:00Z,-805,AA/ ORD,2000
AA,ORD,arr,1970-01-01T16:31:00Z,-889,AA/ ORD,2000
AA,ORD,arr,1970-01-01T16:41:00Z,-791,AA/ ORD,2000
AA,ORD,arr,1970-01-01T16:51:00Z,-658,AA/ ORD,2000
AA,ORD,arr,1970-01-01T17:01:00Z,-649,AA/ ORD,2000
AA,ORD,arr,1970-01-01T17:11:00Z,-1029,AA/ ORD,2000
AA,ORD,arr,1970-01-01T17:21:00Z,-1337,AA/ ORD,2000
AA,ORD,arr,1970-01-01T17:31:00Z,-1693,AA/ ORD,2000
AA,ORD,arr,1970-01-01T17:41:00Z,-1789,AA/ ORD,2000
AA,ORD,arr,1970-01-01T17:51:00Z,-1574,AA/ ORD,2000
AA,ORD,arr,1970-01-01T18:01:00Z,-1282,AA/ ORD,2000
AA,ORD,arr,1970-01-01T18:11:00Z,-942,AA/ ORD,2000
AA,ORD,arr,1970-01-01T18:21:00Z,-712,AA/ ORD,2000
AA,ORD,arr,1970-01-01T18:31:00Z,-548,AA/ ORD,2000
AA,ORD,arr,1970-01-01T18:41:00Z,-589,AA/ ORD,2000
AA,ORD,arr,1970-01-01T18:51:00Z,-602,AA/ ORD,2000
AA,ORD,arr,1970-01-01T19:01:00Z,-879,AA/ ORD,2000
AA,ORD,arr,1970-01-01T19:11:00Z,-1426,AA/ ORD,2000
AA,ORD,arr,1970-01-01T19:21:00Z,-1899,AA/ ORD,2000
AA,ORD,arr,1970-01-01T19:31:00Z,-2081,AA/ ORD,2000
AA,ORD,arr,1970-01-01T19:41:00Z,-1728,AA/ ORD,2000
AA,ORD,arr,1970-01-01T19:51:00Z,-1300,AA/ ORD,2000
AA,ORD,arr,1970-01-01T20:01:00Z,-900,AA/ ORD,2000
AA,ORD,arr,1970-01-01T20:11:00Z,-754,AA/ ORD,2000
AA,ORD,arr,1970-01-01T20:21:00Z,-650,AA/ ORD,2000
AA,ORD,arr,1970-01-01T20:31:00Z,-704,AA/ ORD,2000
AA,ORD,arr,1970-01-01T20:41:00Z,-872,AA/ ORD,2000
AA,ORD,arr,1970-01-01T20:51:00Z,-1103,AA/ ORD,2000
AA,ORD,arr,1970-01-01T21:01:00Z,-1556,AA/ ORD,2000
AA,ORD,arr,1970-01-01T21:11:00Z,-1514,AA/ ORD,2000
AA,ORD,arr,1970-01-01T21:21:00Z,-1006,AA/ ORD,2000
AA,ORD,arr,1970-01-01T21:31:00Z,-767,AA/ ORD,2000
AA,ORD,arr,1970-01-01T21:41:00Z,-576,AA/ ORD,2000
AA,ORD,arr,1970-01-01T21:51:00Z,-483,AA/ ORD,2000
AA,ORD,arr,1970-01-01T22:01:00Z,-430,AA/ ORD,2000
AA,ORD,arr,1970-01-01T22:11:00Z,-403,AA/ ORD,2000
AA,ORD,arr,1970-01-01T22:21:00Z,-378,AA/ ORD,2000
AA,ORD,arr,1970-01-01T22:31:00Z,-363,AA/ ORD,2000
AA,ORD,arr,1970-01-01T22:41:00Z,-295,AA/ ORD,2000
AA,ORD,arr,1970-01-01T22:51:00Z,-278,AA/ ORD,2000
AA,ORD,arr,1970-01-01T23:01:00Z,-251,AA/ ORD,2000
AA,ORD,arr,1970-01-01T23:11:00Z,-276,AA/ ORD,2000
AA,ORD,arr,1970-01-01T23:21:00Z,-232,AA/ ORD,2000
AA,ORD,arr,1970-01-01T23:31:00Z,-220,AA/ ORD,2000
AA,ORD,arr,1970-01-01T23:41:00Z,-188,AA/ ORD,2000
AA,ORD,arr,1970-01-01T23:51:00Z,-148,AA/ ORD,2000
AA,ORD,dep,1970-01-01T00:01:00Z,51,AA/ ORD,2000
AA,ORD,dep,1970-01-01T00:11:00Z,33,AA/ ORD,2000
AA,ORD,dep,1970-01-01T00:21:00Z,35,AA/ ORD,2000
AA,ORD,dep,1970-01-01T00:31:00Z,26,AA/ ORD,2000
AA,ORD,dep,1970-01-01T00:41:00Z,13,AA/ ORD,2000
AA,ORD,dep,1970-01-01T00:51:00Z,21,AA/ ORD,2000
AA,ORD,dep,1970-01-01T01:01:00Z,12,AA/ ORD,2000
AA,ORD,dep,1970-01-01T01:11:00Z,8,AA/ ORD,2000
AA,ORD,dep,1970-01-01T01:21:00Z,4,AA/ ORD,2000
AA,ORD,dep,1970-01-01T01:31:00Z,4,AA/ ORD,2000
AA,ORD,dep,1970-01-01T01:41:00Z,3,AA/ ORD,2000
AA,ORD,dep,1970-01-01T01:51:00Z,1,AA/ ORD,2000
AA,ORD,dep,1970-01-01T02:01:00Z,3,AA/ ORD,2000
AA,ORD,dep,1970-01-01T02:11:00Z,2,AA/ ORD,2000
AA,ORD,dep,1970-01-01T02:51:00Z,1,AA/ ORD,2000
AA,ORD,dep,1970-01-01T03:11:00Z,1,AA/ ORD,2000
AA,ORD,dep,1970-01-01T03:21:00Z,1,AA/ ORD,2000
AA,ORD,dep,1970-01-01T04:11:00Z,1,AA/ ORD,2000
AA,ORD,dep,1970-01-01T05:01:00Z,1,AA/ ORD,2000
AA,ORD,dep,1970-01-01T05:51:00Z,675,AA/ ORD,2000
AA,ORD,dep,1970-01-01T06:01:00Z,330,AA/ ORD,2000
AA,ORD,dep,1970-01-01T06:11:00Z,956,AA/ ORD,2000
AA,ORD,dep,1970-01-01T06:21:00Z,1456,AA/ ORD,2000
AA,ORD,dep,1970-01-01T06:31:00Z,728,AA/ ORD,2000
AA,ORD,dep,1970-01-01T06:41:00Z,532,AA/ ORD,2000
AA,ORD,dep,1970-01-01T06:51:00Z,1752,AA/ ORD,2000
AA,ORD,dep,1970-01-01T07:01:00Z,637,AA/ ORD,2000
AA,ORD,dep,1970-01-01T07:11:00Z,781,AA/ ORD,2000
AA,ORD,dep,1970-01-01T07:21:00Z,1076,AA/ ORD,2000
AA,ORD,dep,1970-01-01T07:31:00Z,215,AA/ ORD,2000
AA,ORD,dep,1970-01-01T07:41:00Z,137,AA/ ORD,2000
AA,ORD,dep,1970-01-01T07:51:00Z,319,AA/ ORD,2000
AA,ORD,dep,1970-01-01T08:01:00Z,128,AA/ ORD,2000
AA,ORD,dep,1970-01-01T08:11:00Z,408,AA/ ORD,2000
AA,ORD,dep,1970-01-01T08:21:00Z,541,AA/ ORD,2000
AA,ORD,dep,1970-01-01T08:31:00Z,2187,AA/ ORD,2000
AA,ORD,dep,1970-01-01T08:41:00Z,3353,AA/ ORD,2000
AA,ORD,dep,1970-01-01T08:51:00Z,2949,AA/ ORD,2000
AA,ORD,dep,1970-01-01T09:01:00Z,1253,AA/ ORD,2000
AA,ORD,dep,1970-01-01T09:11:00Z,444,AA/ ORD,2000
AA,ORD,dep,1970-01-01T09:21:00Z,249,AA/ ORD,2000
AA,ORD,dep,1970-01-01T09:31:00Z,168,AA/ ORD,2000
AA,ORD,dep,1970-01-01T09:41:00Z,238,AA/ ORD,2000
AA,ORD,dep,1970-01-01T09:51:00Z,806,AA/ ORD,2000
AA,ORD,dep,1970-01-01T10:01:00Z,1639,AA/ ORD,2000
AA,ORD,dep,1970-01-01T10:11:00Z,2430,AA/ ORD,2000
AA,ORD,dep,1970-01-01T10:21:00Z,1546,AA/ ORD,2000
AA,ORD,dep,1970-01-01T10:31:00Z,550,AA/ ORD,2000
AA,ORD,dep,1970-01-01T10:41:00Z,318,AA/ ORD,2000
AA,ORD,dep,1970-01-01T10:51:00Z,679,AA/ ORD,2000
AA,ORD,dep,1970-01-01T11:01:00Z,318,AA/ ORD,2000
AA,ORD,dep,1970-01-01T11:11:00Z,287,AA/ ORD,2000
AA,ORD,dep,1970-01-01T11:21:00Z,726,AA/ ORD,2000
AA,ORD,dep,1970-01-01T11:31:00Z,2123,AA/ ORD,2000
AA,ORD,dep,1970-01-01T11:41:00Z,2557,AA/ ORD,2000
AA,ORD,dep,1970-01-01T11:51:00Z,1966,AA/ ORD,2000
AA,ORD,dep,1970-01-01T12:01:00Z,765,AA/ ORD,2000
AA,ORD,dep,1970-01-01T12:11:00Z,406,AA/ ORD,2000
AA,ORD,dep,1970-01-01T12:21:00Z,274,AA/ ORD,2000
AA,ORD,dep,1970-01-01T12:31:00Z,183,AA/ ORD,2000
AA,ORD,dep,1970-01-01T12:41:00Z,403,AA/ ORD,2000
AA,ORD,dep,1970-01-01T12:51:00Z,689,AA/ ORD,2000
AA,ORD,dep,1970-01-01T13:01:00Z,1189,AA/ ORD,2000
AA,ORD,dep,1970-01-01T13:11:00Z,1975,AA/ ORD,2000
AA,ORD,dep,1970-01-01T13:21:00Z,2068,AA/ ORD,2000
AA,ORD,dep,1970-01-01T13:31:00Z,1137,AA/ ORD,2000
AA,ORD,dep,1970-01-01T13:41:00Z,548,AA/ ORD,2000
AA,ORD,dep,1970-01-01T13:51:00Z,836,AA/ ORD,2000
AA,ORD,dep,1970-01-01T14:01:00Z,329,AA/ ORD,2000
AA,ORD,dep,1970-01-01T14:11:00Z,247,AA/ ORD,2000
AA,ORD,dep,1970-01-01T14:21:00Z,286,AA/ ORD,2000
AA,ORD,dep,1970-01-01T14:31:00Z,687,AA/ ORD,2000
AA,ORD,dep,1970-01-01T14:41:00Z,2112,AA/ ORD,2000
AA,ORD,dep,1970-01-01T14:51:00Z,2884,AA/ ORD,2000
AA,ORD,dep,1970-01-01T15:01:00Z,1935,AA/ ORD,2000
AA,ORD,dep,1970-01-01T15:11:00Z,1109,AA/ ORD,2000
AA,ORD,dep,1970-01-01T15:21:00Z,956,AA/ ORD,2000
AA,ORD,dep,1970-01-01T15:31:00Z,534,AA/ ORD,2000
AA,ORD,dep,1970-01-01T15:41:00Z,387,AA/ ORD,2000
AA,ORD,dep,1970-01-01T15:51:00Z,633,AA/ ORD,2000
AA,ORD,dep,1970-01-01T16:01:00Z,554,AA/ ORD,2000
AA,ORD,dep,1970-01-01T16:11:00Z,1627,AA/ ORD,2000
AA,ORD,dep,1970-01-01T16:21:00Z,1721,AA/ ORD,2000
AA,ORD,dep,1970-01-01T16:31:00Z,1488,AA/ ORD,2000
AA,ORD,dep,1970-01-01T16:41:00Z,1010,AA/ ORD,2000
AA,ORD,dep,1970-01-01T16:51:00Z,864,AA/ ORD,2000
AA,ORD,dep,1970-01-01T17:01:00Z,591,AA/ ORD,2000
AA,ORD,dep,1970-01-01T17:11:00Z,421,AA/ ORD,2000
AA,ORD,dep,1970-01-01T17:21:00Z,1322,AA/ ORD,2000
AA,ORD,dep,1970-01-01T17:31:00Z,1098,AA/ ORD,2000
AA,ORD,dep,1970-01-01T17:41:00Z,568,AA/ ORD,2000
AA,ORD,dep,1970-01-01T17:51:00Z,784,AA/ ORD,2000
AA,ORD,dep,1970-01-01T18:01:00Z,498,AA/ ORD,2000
AA,ORD,dep,1970-01-01T18:11:00Z,323,AA/ ORD,2000
AA,ORD,dep,1970-01-01T18:21:00Z,823,AA/ ORD,2000
AA,ORD,dep,1970-01-01T18:31:00Z,2242,AA/ ORD,2000
AA,ORD,dep,1970-01-01T18:41:00Z,2477,AA/ ORD,2000
AA,ORD,dep,1970-01-01T18:51:00Z,2322,AA/ ORD,2000
AA,ORD,dep,1970-01-01T19:01:00Z,1409,AA/ ORD,2000
AA,ORD,dep,1970-01-01T19:11:00Z,898,AA/ ORD,2000
AA,ORD,dep,1970-01-01T19:21:00Z,735,AA/ ORD,2000
AA,ORD,dep,1970-01-01T19:31:00Z,692,AA/ ORD,2000
AA,ORD,dep,1970-01-01T19:41:00Z,472,AA/ ORD,2000
AA,ORD,dep,1970-01-01T19:51:00Z,527,AA/ ORD,2000
AA,ORD,dep,1970-01-01T20:01:00Z,438,AA/ ORD,2000
AA,ORD,dep,1970-01-01T20:11:00Z,605,AA/ ORD,2000
AA,ORD,dep,1970-01-01T20:21:00Z,1503,AA/ ORD,2000
AA,ORD,dep,1970-01-01T20:31:00Z,2161,AA/ ORD,2000
AA,ORD,dep,1970-01-01T20:41:00Z,1916,AA/ ORD,2000
AA,ORD,dep,1970-01-01T20:51:00Z,1031,AA/ ORD,2000
AA,ORD,dep,1970-01-01T21:01:00Z,679,AA/ ORD,2000
AA,ORD,dep,1970-01-01T21:11:00Z,493,AA/ ORD,2000
AA,ORD,dep,1970-01-01T21:21:00Z,372,AA/ ORD,2000
AA,ORD,dep,1970-01-01T21:31:00Z,349,AA/ ORD,2000
AA,ORD,dep,1970-01-01T21:41:00Z,480,AA/ ORD,2000
AA,ORD,dep,1970-01-01T21:51:00Z,1622,AA/ ORD,2000
AA,ORD,dep,1970-01-01T22:01:00Z,1470,AA/ ORD,2000
AA,ORD,dep,1970-01-01T22:11:00Z,777,AA/ ORD,2000
AA,ORD,dep,1970-01-01T22:21:00Z,467,AA/ ORD,2000
AA,ORD,dep,1970-01-01T22:31:00Z,390,AA/ ORD,2000
AA,ORD,dep,1970-01-01T22:41:00Z,315,AA/ ORD,2000
AA,ORD,dep,1970-01-01T22:51:00Z,239,AA/ ORD,2000
AA,ORD,dep,1970-01-01T23:01:00Z,241,AA/ ORD,2000
AA,ORD,dep,1970-01-01T23:11:00Z,163,AA/ ORD,2000
AA,ORD,dep,1970-01-01T23:21:00Z,131,AA/ ORD,2000
AA,ORD,dep,1970-01-01T23:31:00Z,99,AA/ ORD,2000
AA,ORD,dep,1970-01-01T23:41:00Z,102,AA/ ORD,2000
AA,ORD,dep,1970-01-01T23:51:00Z,76,AA/ ORD,2000
UA,ORD,arr,1970-01-01T00:01:00Z,-241,UA/ ORD,2000
UA,ORD,arr,1970-01-01T00:11:00Z,-181,UA/ ORD,2000
UA,ORD,arr,1970-01-01T00:21:00Z,-217,UA/ ORD,2000
UA,ORD,arr,1970-01-01T00:31:00Z,-186,UA/ ORD,2000
UA,ORD,arr,1970-01-01T00:41:00Z,-179,UA/ ORD,2000
UA,ORD,arr,1970-01-01T00:51:00Z,-141,UA/ ORD,2000
UA,ORD,arr,1970-01-01T01:01:00Z,-108,UA/ ORD,2000
UA,ORD,arr,1970-01-01T01:11:00Z,-70,UA/ ORD,2000
UA,ORD,arr,1970-01-01T01:21:00Z,-64,UA/ ORD,2000
UA,ORD,arr,1970-01-01T01:31:00Z,-58,UA/ ORD,2000
UA,ORD,arr,1970-01-01T01:41:00Z,-41,UA/ ORD,2000
UA,ORD,arr,1970-01-01T01:51:00Z,-34,UA/ ORD,2000
UA,ORD,arr,1970-01-01T02:01:00Z,-31,UA/ ORD,2000
UA,ORD,arr,1970-01-01T02:11:00Z,-22,UA/ ORD,2000
UA,ORD,arr,1970-01-01T02:21:00Z,-27,UA/ ORD,2000
UA,ORD,arr,1970-01-01T02:31:00Z,-10,UA/ ORD,2000
UA,ORD,arr,1970-01-01T02:41:00Z,-19,UA/ ORD,2000
UA,ORD,arr,1970-01-01T02:51:00Z,-11,UA/ ORD,2000
UA,ORD,arr,1970-01-01T03:01:00Z,-6,UA/ ORD,2000
UA,ORD,arr,1970-01-01T03:11:00Z,-6,UA/ ORD,2000
UA,ORD,arr,1970-01-01T03:21:00Z,-8,UA/ ORD,2000
UA,ORD,arr,1970-01-01T03:31:00Z,-2,UA/ ORD,2000
UA,ORD,arr,1970-01-01T03:41:00Z,-5,UA/ ORD,2000
UA,ORD,arr,1970-01-01T03:51:00Z,-2,UA/ ORD,2000
UA,ORD,arr,1970-01-01T04:01:00Z,-1,UA/ ORD,2000
UA,ORD,arr,1970-01-01T04:11:00Z,-34,UA/ ORD,2000
UA,ORD,arr,1970-01-01T04:21:00Z,-113,UA/ ORD,2000
UA,ORD,arr,1970-01-01T04:31:00Z,-211,UA/ ORD,2000
UA,ORD,arr,1970-01-01T04:41:00Z,-301,UA/ ORD,2000
UA,ORD,arr,1970-01-01T04:51:00Z,-427,UA/ ORD,2000
UA,ORD,arr,1970-01-01T05:01:00Z,-559,UA/ ORD,2000
UA,ORD,arr,1970-01-01T05:11:00Z,-606,UA/ ORD,2000
UA,ORD,arr,1970-01-01T05:21:00Z,-501,UA/ ORD,2000
UA,ORD,arr,1970-01-01T05:31:00Z,-345,UA/ ORD,2000
UA,ORD,arr,1970-01-01T05:41:00Z,-259,UA/ ORD,2000
UA,ORD,arr,1970-01-01T05:51:00Z,-182,UA/ ORD,2000
UA,ORD,arr,1970-01-01T06:01:00Z,-137,UA/ ORD,2000
UA,ORD,arr,1970-01-01T06:11:00Z,-118,UA/ ORD,2000
UA,ORD,arr,1970-01-01T06:21:00Z,-184,UA/ ORD,2000
UA,ORD,arr,1970-01-01T06:31:00Z,-546,UA/ ORD,2000
UA,ORD,arr,1970-01-01T06:41:00Z,-1011,UA/ ORD,2000
UA,ORD,arr,1970-01-01T06:51:00Z,-1484,UA/ ORD,2000
UA,ORD,arr,1970-01-01T07:01:00Z,-1533,UA/ ORD,2000
UA,ORD,arr,1970-01-01T07:11:00Z,-1256,UA/ ORD,2000
UA,ORD,arr,1970-01-01T07:21:00Z,-962,UA/ ORD,2000
UA,ORD,arr,1970-01-01T07:31:00Z,-829,UA/ ORD,2000
UA,ORD,arr,1970-01-01T07:41:00Z,-793,UA/ ORD,2000
UA,ORD,arr,1970-01-01T07:51:00Z,-1035,UA/ ORD,2000
UA,ORD,arr,1970-01-01T08:01:00Z,-1409,UA/ ORD,2000
UA,ORD,arr,1970-01-01T08:11:00Z,-1979,UA/ ORD,2000
UA,ORD,arr,1970-01-01T08:21:00Z,-2271,UA/ ORD,2000
UA,ORD,arr,1970-01-01T08:31:00Z,-2141,UA/ ORD,2000
UA,ORD,arr,1970-01-01T08:41:00Z,-1620,UA/ ORD,2000
UA,ORD,arr,1970-01-01T08:51:00Z,-1160,UA/ ORD,2000
UA,ORD,arr,1970-01-01T09:01:00Z,-917,UA/ ORD,2000
UA,ORD,arr,1970-01-01T09:11:00Z,-814,UA/ ORD,2000
UA,ORD,arr,1970-01-01T09:21:00Z,-960,UA/ ORD,2000
UA,ORD,arr,1970-01-01T09:31:00Z,-1338,UA/ ORD,2000
UA,ORD,arr,1970-01-01T09:41:00Z,-1542,UA/ ORD,2000
UA,ORD,arr,1970-01-01T09:51:00Z,-1297,UA/ ORD,2000
UA,ORD,arr,1970-01-01T10:01:00Z,-993,UA/ ORD,2000
UA,ORD,arr,1970-01-01T10:11:00Z,-853,UA/ ORD,2000
UA,ORD,arr,1970-01-01T10:21:00Z,-976,UA/ ORD,2000
UA,ORD,arr,1970-01-01T10:31:00Z,-1118,UA/ ORD,2000
UA,ORD,arr,1970-01-01T10:41:00Z,-1442,UA/ ORD,2000
UA,ORD,arr,1970-01-01T10:51:00Z,-1713,UA/ ORD,2000
UA,ORD,arr,1970-01-01T11:01:00Z,-1920,UA/ ORD,2000
UA,ORD,arr,1970-01-01T11:11:00Z,-1798,UA/ ORD,2000
UA,ORD,arr,1970-01-01T11:21:00Z,-1523,UA/ ORD,2000
UA,ORD,arr,1970-01-01T11:31:00Z,-1117,UA/ ORD,2000
UA,ORD,arr,1970-01-01T11:41:00Z,-893,UA/ ORD,2000
UA,ORD,arr,1970-01-01T11:51:00Z,-1043,UA/ ORD,2000
UA,ORD,arr,1970-01-01T12:01:00Z,-1241,UA/ ORD,2000
UA,ORD,arr,1970-01-01T12:11:00Z,-1572,UA/ ORD,2000
UA,ORD,arr,1970-01-01T12:21:00Z,-1973,UA/ ORD,2000
UA,ORD,arr,1970-01-01T12:31:00Z,-1817,UA/ ORD,2000
UA,ORD,arr,1970-01-01T12:41:00Z,-1543,UA/ ORD,2000
UA,ORD,arr,1970-01-01T12:51:00Z,-1377,UA/ ORD,2000
UA,ORD,arr,1970-01-01T13:01:00Z,-1218,UA/ ORD,2000
UA,ORD,arr,1970-01-01T13:11:00Z,-1152,UA/ ORD,2000
UA,ORD,arr,1970-01-01T13:21:00Z,-1236,UA/ ORD,2000
UA,ORD,arr,1970-01-01T13:31:00Z,-1082,UA/ ORD,2000
UA,ORD,arr,1970-01-01T13:41:00Z,-987,UA/ ORD,2000
UA,ORD,arr,1970-01-01T13:51:00Z,-1104,UA/ ORD,2000
UA,ORD,arr,1970-01-01T14:01:00Z,-1317,UA/ ORD,2000
UA,ORD,arr,1970-01-01T14:11:00Z,-1625,UA/ ORD,2000
UA,ORD,arr,1970-01-01T14:21:00Z,-1761,UA/ ORD,2000
UA,ORD,arr,1970-01-01T14:31:00Z,-1796,UA/ ORD,2000
UA,ORD,arr,1970-01-01T14:41:00Z,-1375,UA/ ORD,2000
UA,ORD,arr,1970-01-01T14:51:00Z,-1037,UA/ ORD,2000
UA,ORD,arr,1970-01-01T15:01:00Z,-878,UA/ ORD,2000
UA,ORD,arr,1970-01-01T15:11:00Z,-768,UA/ ORD,2000
UA,ORD,arr,1970-01-01T15:21:00Z,-793,UA/ ORD,2000
UA,ORD,arr,1970-01-01T15:31:00Z,-990,UA/ ORD,2000
UA,ORD,arr,1970-01-01T15:41:00Z,-1386,UA/ ORD,2000
UA,ORD,arr,1970-01-01T15:51:00Z,-1822,UA/ ORD,2000
UA,ORD,arr,1970-01-01T16:01:00Z,-1912,UA/ ORD,2000
UA,ORD,arr,1970-01-01T16:11:00Z,-1720,UA/ ORD,2000
UA,ORD,arr,1970-01-01T16:21:00Z,-1465,UA/ ORD,2000
UA,ORD,arr,1970-01-01T16:31:00Z,-1255,UA/ ORD,2000
UA,ORD,arr,1970-01-01T16:41:00Z,-1204,UA/ ORD,2000
UA,ORD,arr,1970-01-01T16:51:00Z,-1286,UA/ ORD,2000
UA,ORD,arr,1970-01-01T17:01:00Z,-1464,UA/ ORD,2000
UA,ORD,arr,1970-01-01T17:11:00Z,-1402,UA/ ORD,2000
UA,ORD,arr,1970-01-01T17:21:00Z,-1317,UA/ ORD,2000
UA,ORD,arr,1970-01-01T17:31:00Z,-1115,UA/ ORD,2000
UA,ORD,arr,1970-01-01T17:41:00Z,-996,UA/ ORD,2000
UA,ORD,arr,1970-01-01T17:51:00Z,-1015,UA/ ORD,2000
UA,ORD,arr,1970-01-01T18:01:00Z,-1214,UA/ ORD,2000
UA,ORD,arr,1970-01-01T18:11:00Z,-1482,UA/ ORD,2000
UA,ORD,arr,1970-01-01T18:21:00Z,-1843,UA/ ORD,2000
UA,ORD,arr,1970-01-01T18:31:00Z,-2092,UA/ ORD,2000
UA,ORD,arr,1970-01-01T18:41:00Z,-1996,UA/ ORD,2000
UA,ORD,arr,1970-01-01T18:51:00Z,-1780,UA/ ORD,2000
UA,ORD,arr,1970-01-01T19:01:00Z,-1365,UA/ ORD,2000
UA,ORD,arr,1970-01-01T19:11:00Z,-1170,UA/ ORD,2000
UA,ORD,arr,1970-01-01T19:21:00Z,-1169,UA/ ORD,2000
UA,ORD,arr,1970-01-01T19:31:00Z,-1228,UA/ ORD,2000
UA,ORD,arr,1970-01-01T19:41:00Z,-1376,UA/ ORD,2000
UA,ORD,arr,1970-01-01T19:51:00Z,-1879,UA/ ORD,2000
UA,ORD,arr,1970-01-01T20:01:00Z,-2052,UA/ ORD,2000
UA,ORD,arr,1970-01-01T20:11:00Z,-1708,UA/ ORD,2000
UA,ORD,arr,1970-01-01T20:21:00Z,-1351,UA/ ORD,2000
UA,ORD,arr,1970-01-01T20:31:00Z,-1121,UA/ ORD,2000
UA,ORD,arr,1970-01-01T20:41:00Z,-903,UA/ ORD,2000
UA,ORD,arr,1970-01-01T20:51:00Z,-873,UA/ ORD,2000
UA,ORD,arr,1970-01-01T21:01:00Z,-840,UA/ ORD,2000
UA,ORD,arr,1970-01-01T21:11:00Z,-916,UA/ ORD,2000
UA,ORD,arr,1970-01-01T21:21:00Z,-1292,UA/ ORD,2000
UA,ORD,arr,1970-01-01T21:31:00Z,-1458,UA/ ORD,2000
UA,ORD,arr,1970-01-01T21:41:00Z,-1467,UA/ ORD,2000
UA,ORD,arr,1970-01-01T21:51:00Z,-1230,UA/ ORD,2000
UA,ORD,arr,1970-01-01T22:01:00Z,-925,UA/ ORD,2000
UA,ORD,arr,1970-01-01T22:11:00Z,-664,UA/ ORD,2000
UA,ORD,arr,1970-01-01T22:21:00Z,-602,UA/ ORD,2000
UA,ORD,arr,1970-01-01T22:31:00Z,-603,UA/ ORD,2000
UA,ORD,arr,1970-01-01T22:41:00Z,-559,UA/ ORD,2000
UA,ORD,arr,1970-01-01T22:51:00Z,-465,UA/ ORD,2000
UA,ORD,arr,1970-01-01T23:01:00Z,-440,UA/ ORD,2000
UA,ORD,arr,1970-01-01T23:11:00Z,-364,UA/ ORD,2000
UA,ORD,arr,1970-01-01T23:21:00Z,-442,UA/ ORD,2000
UA,ORD,arr,1970-01-01T23:31:00Z,-372,UA/ ORD,2000
UA,ORD,arr,1970-01-01T23:41:00Z,-348,UA/ ORD,2000
UA,ORD,arr,1970-01-01T23:51:00Z,-322,UA/ ORD,2000
UA,ORD,dep,1970-01-01T00:01:00Z,97,UA/ ORD,2000
UA,ORD,dep,1970-01-01T00:11:00Z,72,UA/ ORD,2000
UA,ORD,dep,1970-01-01T00:21:00Z,68,UA/ ORD,2000
UA,ORD,dep,1970-01-01T00:31:00Z,69,UA/ ORD,2000
UA,ORD,dep,1970-01-01T00:41:00Z,42,UA/ ORD,2000
UA,ORD,dep,1970-01-01T00:51:00Z,36,UA/ ORD,2000
UA,ORD,dep,1970-01-01T01:01:00Z,29,UA/ ORD,2000
UA,ORD,dep,1970-01-01T01:11:00Z,27,UA/ ORD,2000
UA,ORD,dep,1970-01-01T01:21:00Z,22,UA/ ORD,2000
UA,ORD,dep,1970-01-01T01:31:00Z,16,UA/ ORD,2000
UA,ORD,dep,1970-01-01T01:41:00Z,15,UA/ ORD,2000
UA,ORD,dep,1970-01-01T01:51:00Z,9,UA/ ORD,2000
UA,ORD,dep,1970-01-01T02:01:00Z,2,UA/ ORD,2000
UA,ORD,dep,1970-01-01T02:11:00Z,5,UA/ ORD,2000
UA,ORD,dep,1970-01-01T02:21:00Z,2,UA/ ORD,2000
UA,ORD,dep,1970-01-01T02:41:00Z,3,UA/ ORD,2000
UA,ORD,dep,1970-01-01T03:01:00Z,4,UA/ ORD,2000
UA,ORD,dep,1970-01-01T03:31:00Z,1,UA/ ORD,2000
UA,ORD,dep,1970-01-01T05:51:00Z,1384,UA/ ORD,2000
