reporting_airline,id,type,airport,x,y
Delta Air Lines,1623,dest,PHX,-1115699.3885834513,-1205089.0053395256
Delta Air Lines,1624,origin,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1624,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1625,origin,CMH,1445821.7184349983,-405735.9494879742
Delta Air Lines,1625,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1626,origin,EWR,2135095.905011877,-139210.669492847
Delta Air Lines,1626,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1627,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1627,dest,BNA,1193955.4135102862,-891176.9680870201
Delta Air Lines,1628,origin,BNA,1193955.4135102862,-891176.9680870201
Delta Air Lines,1628,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1629,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1629,dest,PSP,-1520118.9583575455,-1091859.511799427
Delta Air Lines,1630,origin,PSP,-1520118.9583575455,-1091859.511799427
Delta Air Lines,1630,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1631,origin,SEA,-1650755.3926562539,505066.6320739882
Delta Air Lines,1631,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1632,origin,SFO,-1945640.7538789264,-556902.5127197708
Delta Air Lines,1632,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1633,origin,SJC,-1914820.4720456952,-595055.2286396603
Delta Air Lines,1633,dest,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1634,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1634,dest,PHX,-1115699.3885834513,-1205089.0053395256
Delta Air Lines,1635,origin,PHX,-1115699.3885834513,-1205089.0053395256
Delta Air Lines,1635,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1636,origin,LAS,-1356682.4796960566,-868251.8410072095
Delta Air Lines,1636,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1637,origin,MIA,1981134.7610135972,-1902847.3929129404
Delta Air Lines,1637,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1638,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1638,dest,FLL,1989416.8668556917,-1869685.279595282
Delta Air Lines,1639,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1639,dest,CLT,1718765.594159813,-891788.5105128315
Delta Air Lines,1640,origin,BNA,1193955.4135102862,-891176.9680870201
Delta Air Lines,1640,dest,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1641,origin,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1641,dest,BNA,1193955.4135102862,-891176.9680870201
Delta Air Lines,1642,origin,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1642,dest,PBI,1982322.2831828392,-1802085.774986376
Delta Air Lines,1643,origin,CHS,1853007.6958618572,-1124845.6869020823
Delta Air Lines,1643,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1644,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1644,dest,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1645,origin,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1645,dest,PBI,1982322.2831828392,-1802085.774986376
Delta Air Lines,1646,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1646,dest,DAB,1838701.06675774,-1551799.0940549509
Delta Air Lines,1647,origin,DAB,1838701.06675774,-1551799.0940549509
Delta Air Lines,1647,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1648,origin,SEA,-1650755.3926562539,505066.6320739882
Delta Air Lines,1648,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1649,origin,DCA,1959959.090984065,-409479.41835946374
Delta Air Lines,1649,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1650,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1650,dest,CHS,1853007.6958618572,-1124845.6869020823
Delta Air Lines,1651,origin,SRQ,1728853.7880800036,-1776894.0369085146
Delta Air Lines,1651,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1652,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1652,dest,TPA,1720329.790563932,-1713285.848456208
Delta Air Lines,1653,origin,TPA,1720329.790563932,-1713285.848456208
Delta Air Lines,1653,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1654,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1654,dest,FLL,1989416.8668556917,-1869685.279595282
Delta Air Lines,1655,origin,FLL,1989416.8668556917,-1869685.279595282
Delta Air Lines,1655,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1656,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1656,dest,PBI,1982322.2831828392,-1802085.774986376
Delta Air Lines,1657,origin,PBI,1982322.2831828392,-1802085.774986376
Delta Air Lines,1657,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1658,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1658,dest,SAN,-1603701.5452417962,-1199220.2306533586
Delta Air Lines,1659,origin,MEM,913341.2595404746,-1051685.0479322155
Delta Air Lines,1659,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1660,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1660,dest,RIC,1974576.5147112373,-562009.3202353421
Delta Air Lines,1661,origin,RIC,1974576.5147112373,-562009.3202353421
Delta Air Lines,1661,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1662,origin,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1662,dest,MCO,1829771.2698870576,-1638824.7811905802
Delta Air Lines,1663,origin,BDL,2208123.028463688,33971.4893617478
Delta Air Lines,1663,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1664,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1664,dest,BDL,2208123.028463688,33971.4893617478
Delta Air Lines,1665,origin,CVG,1316490.950820449,-539409.9479712159
Delta Air Lines,1665,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1666,origin,MIA,1981134.7610135972,-1902847.3929129404
Delta Air Lines,1666,dest,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1667,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1667,dest,BDL,2208123.028463688,33971.4893617478
Delta Air Lines,1668,origin,BDL,2208123.028463688,33971.4893617478
Delta Air Lines,1668,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1669,origin,ICT,226443.7486944286,-813259.0022928995
Delta Air Lines,1669,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1670,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1670,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1671,origin,HOU,460280.73628586193,-1689712.830489488
Delta Air Lines,1671,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1672,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1672,dest,DFW,278083.31647186854,-1338465.2155458855
Delta Air Lines,1673,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1673,dest,ORD,995411.7016669,-262546.73068444384
Delta Air Lines,1674,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1674,dest,SJC,-1914820.4720456952,-595055.2286396603
Delta Air Lines,1675,origin,SJC,-1914820.4720456952,-595055.2286396603
Delta Air Lines,1675,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1676,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1676,dest,HOU,460280.73628586193,-1689712.830489488
Delta Air Lines,1677,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1677,dest,MDW,1011185.7905791268,-281702.30650750065
Delta Air Lines,1678,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1678,dest,AUS,225823.07315140465,-1638702.7618488022
Delta Air Lines,1679,origin,AUS,225823.07315140465,-1638702.7618488022
Delta Air Lines,1679,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1680,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1680,dest,BUF,1707245.286740146,-4371.266382491431
Delta Air Lines,1681,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1681,dest,MKE,980769.513678976,-155418.02245427898
Delta Air Lines,1682,origin,MKE,980769.513678976,-155418.02245427898
Delta Air Lines,1682,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1683,origin,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1683,dest,PDX,-1729571.0771865274,310444.7043324455
Delta Air Lines,1684,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1684,dest,MDT,1943193.8006085365,-257785.2270711698
Delta Air Lines,1685,origin,MDT,1943193.8006085365,-257785.2270711698
Delta Air Lines,1685,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1686,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1686,dest,OKC,218240.3077465392,-1063902.9710996167
Delta Air Lines,1687,origin,DCA,1959959.090984065,-409479.41835946374
Delta Air Lines,1687,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1688,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1688,dest,JAX,1752547.7524868262,-1421732.3716896002
Delta Air Lines,1689,origin,JAX,1752547.7524868262,-1421732.3716896002
Delta Air Lines,1689,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1690,origin,LIT,712194.5002882322,-1107832.4518794755
Delta Air Lines,1690,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1691,origin,LAS,-1356682.4796960566,-868251.8410072095
Delta Air Lines,1691,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1692,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1692,dest,SDF,1241535.522119959,-652005.0450171886
Delta Air Lines,1693,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1693,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1694,origin,SDF,1241535.522119959,-652005.0450171886
Delta Air Lines,1694,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1695,origin,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1695,dest,LAS,-1356682.4796960566,-868251.8410072095
Delta Air Lines,1696,origin,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1696,dest,TPA,1720329.790563932,-1713285.848456208
Delta Air Lines,1697,origin,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1697,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1698,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1698,dest,DEN,-398957.8437938119,-559911.2634607605
Delta Air Lines,1699,origin,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1699,dest,ONT,-1614545.9907031525,-1046821.4894757676
Delta Air Lines,1700,origin,PHL,2075929.4181951769,-255080.32292677445
Delta Air Lines,1700,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1701,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1701,dest,SAN,-1603701.5452417962,-1199220.2306533586
Delta Air Lines,1702,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1702,dest,RSW,1822839.8385921961,-1854169.26849232
Delta Air Lines,1703,origin,RSW,1822839.8385921961,-1854169.26849232
Delta Air Lines,1703,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1704,origin,CVG,1316490.950820449,-539409.9479712159
Delta Air Lines,1704,dest,MCO,1829771.2698870576,-1638824.7811905802
Delta Air Lines,1705,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1705,dest,PBI,1982322.2831828392,-1802085.774986376
Delta Air Lines,1706,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1706,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1707,origin,BWI,1980887.5167152977,-365563.636502196
Delta Air Lines,1707,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1708,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1708,dest,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1709,origin,VPS,1295144.3382723683,-1508625.2870949823
Delta Air Lines,1709,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1710,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1710,dest,VPS,1295144.3382723683,-1508625.2870949823
Delta Air Lines,1711,origin,EWR,2135095.905011877,-139210.669492847
Delta Air Lines,1711,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1712,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1712,dest,EWR,2135095.905011877,-139210.669492847
Delta Air Lines,1713,origin,SFO,-1945640.7538789264,-556902.5127197708
Delta Air Lines,1713,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1714,origin,OKC,218240.3077465392,-1063902.9710996167
Delta Air Lines,1714,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1715,origin,JAC,-861423.9636510183,-97950.92206649132
Delta Air Lines,1715,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1716,origin,RDU,1892329.2704660424,-772779.4700067013
Delta Air Lines,1716,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1717,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1717,dest,MCO,1829771.2698870576,-1638824.7811905802
Delta Air Lines,1718,origin,MCO,1829771.2698870576,-1638824.7811905802
Delta Air Lines,1718,dest,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1719,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1719,dest,CLE,1498726.2792607923,-232627.15593650908
Delta Air Lines,1720,origin,CLE,1498726.2792607923,-232627.15593650908
Delta Air Lines,1720,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1721,origin,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1721,dest,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1722,origin,LAS,-1356682.4796960566,-868251.8410072095
Delta Air Lines,1722,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1723,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1723,dest,GEG,-1301359.421680582,434754.4516689109
Delta Air Lines,1724,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1724,dest,MEM,913341.2595404746,-1051685.0479322155
Delta Air Lines,1725,origin,RSW,1822839.8385921961,-1854169.26849232
Delta Air Lines,1725,dest,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1726,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1726,dest,MSY,943779.1568939897,-1610813.662288556
Delta Air Lines,1727,origin,MSY,943779.1568939897,-1610813.662288556
Delta Air Lines,1727,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1728,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1728,dest,FAR,241816.32110393248,218351.52326654957
Delta Air Lines,1729,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1729,dest,JAN,935832.583190702,-1353814.4254133569
Delta Air Lines,1730,origin,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1730,dest,SEA,-1650755.3926562539,505066.6320739882
Delta Air Lines,1731,origin,SAN,-1603701.5452417962,-1199220.2306533586
Delta Air Lines,1731,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1732,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1732,dest,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1733,origin,DEN,-398957.8437938119,-559911.2634607605
Delta Air Lines,1733,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1734,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1734,dest,SAT,149495.41162521293,-1713236.8214802423
Delta Air Lines,1735,origin,SAT,149495.41162521293,-1713236.8214802423
Delta Air Lines,1735,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1736,origin,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1736,dest,CVG,1316490.950820449,-539409.9479712159
Delta Air Lines,1737,origin,MSY,943779.1568939897,-1610813.662288556
Delta Air Lines,1737,dest,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1738,origin,BWI,1980887.5167152977,-365563.636502196
Delta Air Lines,1738,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1739,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1739,dest,ATW,910545.9787089666,-17980.838455885427
Delta Air Lines,1740,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1740,dest,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1741,origin,MSY,943779.1568939897,-1610813.662288556
Delta Air Lines,1741,dest,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1742,origin,MSY,943779.1568939897,-1610813.662288556
Delta Air Lines,1742,dest,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1743,origin,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1743,dest,MIA,1981134.7610135972,-1902847.3929129404
Delta Air Lines,1744,origin,PHX,-1115699.3885834513,-1205089.0053395256
Delta Air Lines,1744,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1745,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1745,dest,SEA,-1650755.3926562539,505066.6320739882
Delta Air Lines,1746,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1746,dest,PIT,1653058.7188770992,-301571.10045485134
Delta Air Lines,1747,origin,MCO,1829771.2698870576,-1638824.7811905802
Delta Air Lines,1747,dest,CVG,1316490.950820449,-539409.9479712159
Delta Air Lines,1748,origin,CHA,1343802.2515410231,-988662.7524391398
Delta Air Lines,1748,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1749,origin,IAD,1922328.2460675351,-409030.73296909296
Delta Air Lines,1749,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1750,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1750,dest,PHX,-1115699.3885834513,-1205089.0053395256
Delta Air Lines,1751,origin,PHX,-1115699.3885834513,-1205089.0053395256
Delta Air Lines,1751,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1752,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1752,dest,DCA,1959959.090984065,-409479.41835946374
Delta Air Lines,1753,origin,MSN,862184.7227999782,-150397.75067967636
Delta Air Lines,1753,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1754,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1754,dest,TUS,-1033490.7270596127,-1363482.3767388165
Delta Air Lines,1755,origin,TUS,-1033490.7270596127,-1363482.3767388165
Delta Air Lines,1755,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1756,origin,MIA,1981134.7610135972,-1902847.3929129404
Delta Air Lines,1756,dest,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1757,origin,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1757,dest,MSY,943779.1568939897,-1610813.662288556
Delta Air Lines,1758,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1758,dest,LFT,775087.3962458812,-1604692.13984499
Delta Air Lines,1759,origin,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1759,dest,DEN,-398957.8437938119,-559911.2634607605
Delta Air Lines,1760,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1760,dest,ORF,2086513.5755781755,-600723.1638676772
Delta Air Lines,1761,origin,ORF,2086513.5755781755,-600723.1638676772
Delta Air Lines,1761,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1762,origin,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1762,dest,MCO,1829771.2698870576,-1638824.7811905802
Delta Air Lines,1763,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1763,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1764,origin,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1764,dest,MSY,943779.1568939897,-1610813.662288556
Delta Air Lines,1765,origin,ALB,2093896.6988834653,90839.80353075745
Delta Air Lines,1765,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1766,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1766,dest,TPA,1720329.790563932,-1713285.848456208
Delta Air Lines,1767,origin,TPA,1720329.790563932,-1713285.848456208
Delta Air Lines,1767,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1768,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1768,dest,XNA,511251.36067402794,-951228.666706021
Delta Air Lines,1769,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1769,dest,CLT,1718765.594159813,-891788.5105128315
Delta Air Lines,1770,origin,CLT,1718765.594159813,-891788.5105128315
Delta Air Lines,1770,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1771,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1771,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1772,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1772,dest,EVV,1089175.423614218,-691767.6586792752
Delta Air Lines,1773,origin,EVV,1089175.423614218,-691767.6586792752
Delta Air Lines,1773,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1774,origin,BUF,1707245.286740146,-4371.266382491431
Delta Air Lines,1774,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1775,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1775,dest,MCI,455074.4312943624,-619331.8913740775
Delta Air Lines,1776,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1776,dest,TYS,1437259.8790258272,-883549.1515317184
Delta Air Lines,1777,origin,PBI,1982322.2831828392,-1802085.774986376
Delta Air Lines,1777,dest,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1778,origin,FSD,262391.66769403766,-152421.14243468866
Delta Air Lines,1778,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1779,origin,LAS,-1356682.4796960566,-868251.8410072095
Delta Air Lines,1779,dest,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1780,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1780,dest,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1781,origin,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1781,dest,SFO,-1945640.7538789264,-556902.5127197708
Delta Air Lines,1782,origin,BUF,1707245.286740146,-4371.266382491431
Delta Air Lines,1782,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1783,origin,SEA,-1650755.3926562539,505066.6320739882
Delta Air Lines,1783,dest,MCO,1829771.2698870576,-1638824.7811905802
Delta Air Lines,1784,origin,IND,1166867.010981104,-490339.71160834696
Delta Air Lines,1784,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1785,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1785,dest,IND,1166867.010981104,-490339.71160834696
Delta Air Lines,1786,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1786,dest,MTJ,-686655.9669476862,-688739.660562748
Delta Air Lines,1787,origin,MTJ,-686655.9669476862,-688739.660562748
Delta Air Lines,1787,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1788,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1788,dest,LIT,712194.5002882322,-1107832.4518794755
Delta Air Lines,1789,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1789,dest,SGF,585825.6252497791,-838475.0991829366
Delta Air Lines,1790,origin,BWI,1980887.5167152977,-365563.636502196
Delta Air Lines,1790,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1791,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1791,dest,IAH,452316.2866359444,-1652751.7266989667
Delta Air Lines,1792,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1792,dest,DAY,1337337.3311413545,-438530.28268780926
Delta Air Lines,1793,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1793,dest,TPA,1720329.790563932,-1713285.848456208
Delta Air Lines,1794,origin,SEA,-1650755.3926562539,505066.6320739882
Delta Air Lines,1794,dest,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1795,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1795,dest,DTW,1359641.697254995,-170996.60408534826
Delta Air Lines,1796,origin,IAH,452316.2866359444,-1652751.7266989667
Delta Air Lines,1796,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1797,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1797,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1798,origin,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1798,dest,SLC,-1004609.4621734885,-395049.06406783813
Delta Air Lines,1799,origin,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1799,dest,SAN,-1603701.5452417962,-1199220.2306533586
Delta Air Lines,1800,origin,BIL,-660622.9347007086,124849.8707744144
Delta Air Lines,1800,dest,MSP,533284.8020873081,9198.64416372486
Delta Air Lines,1801,origin,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1801,dest,IND,1166867.010981104,-490339.71160834696
Delta Air Lines,1802,origin,IND,1166867.010981104,-490339.71160834696
Delta Air Lines,1802,dest,ATL,1438837.9937618312,-1129310.979486318
Delta Air Lines,1803,origin,FLL,1989416.8668556917,-1869685.279595282
Delta Air Lines,1803,dest,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1804,origin,LAS,-1356682.4796960566,-868251.8410072095
Delta Air Lines,1804,dest,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1805,origin,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1805,dest,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1806,origin,BOS,2320658.4485041024,126152.13380139158
Delta Air Lines,1806,dest,LGA,2155684.513057,-122316.28523641168
Delta Air Lines,1807,origin,SFO,-1945640.7538789264,-556902.5127197708
Delta Air Lines,1807,dest,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1808,origin,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1808,dest,SFO,-1945640.7538789264,-556902.5127197708
Delta Air Lines,1809,origin,LAX,-1689593.4354288722,-1043456.7015018368
Delta Air Lines,1809,dest,IND,1166867.010981104,-490339.71160834696
Delta Air Lines,1810,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1810,dest,JAX,1752547.7524868262,-1421732.3716896002
Delta Air Lines,1811,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1811,dest,CHS,1853007.6958618572,-1124845.6869020823
Delta Air Lines,1812,origin,JFK,2167729.4793459354,-134551.3799715436
Delta Air Lines,1812,dest,MIA,1981134.7610135972,-1902847.3929129404
Delta Air Lines,1813,origin,JFK,2167729.4793459354,-134551.3799715436
