reporting_airline,id,type,airport,x,y
Southwest Airlines,725,dest,MHT,2266652.2564188894,174443.80657271238
Southwest Airlines,726,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,726,dest,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,727,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,727,dest,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,728,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,728,dest,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,729,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,729,dest,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,730,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,730,dest,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,731,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,731,dest,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,732,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,732,dest,ORF,2086513.5755781755,-600723.1638676772
Southwest Airlines,733,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,733,dest,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,734,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,734,dest,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,735,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,735,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,736,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,736,dest,PIT,1653058.7188770992,-301571.10045485134
Southwest Airlines,737,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,737,dest,PVD,2312630.224903233,45984.38112504096
Southwest Airlines,738,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,738,dest,RDU,1892329.2704660424,-772779.4700067013
Southwest Airlines,739,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,739,dest,RNO,-1678096.5663649472,-409666.019399356
Southwest Airlines,740,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,740,dest,RSW,1822839.8385921961,-1854169.26849232
Southwest Airlines,741,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,741,dest,SAN,-1603701.5452417962,-1199220.2306533586
Southwest Airlines,742,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,742,dest,SAT,149495.41162521293,-1713236.8214802423
Southwest Airlines,743,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,743,dest,SDF,1241535.522119959,-652005.0450171886
Southwest Airlines,744,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,744,dest,SEA,-1650755.3926562539,505066.6320739882
Southwest Airlines,745,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,745,dest,SFO,-1945640.7538789264,-556902.5127197708
Southwest Airlines,746,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,746,dest,SJC,-1914820.4720456952,-595055.2286396603
Southwest Airlines,747,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,747,dest,SLC,-1004609.4621734885,-395049.06406783813
Southwest Airlines,748,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,748,dest,SMF,-1850472.0747063856,-458086.04301328777
Southwest Airlines,749,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,749,dest,SNA,-1646508.559850192,-1083248.598617272
Southwest Airlines,750,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,750,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,751,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,751,dest,TPA,1720329.790563932,-1713285.848456208
Southwest Airlines,752,origin,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,752,dest,TUS,-1033490.7270596127,-1363482.3767388165
Southwest Airlines,753,origin,MEM,913341.2595404746,-1051685.0479322155
Southwest Airlines,753,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,754,origin,MEM,913341.2595404746,-1051685.0479322155
Southwest Airlines,754,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,755,origin,MEM,913341.2595404746,-1051685.0479322155
Southwest Airlines,755,dest,HOU,460280.73628586193,-1689712.830489488
Southwest Airlines,756,origin,MEM,913341.2595404746,-1051685.0479322155
Southwest Airlines,756,dest,MCO,1829771.2698870576,-1638824.7811905802
Southwest Airlines,757,origin,MEM,913341.2595404746,-1051685.0479322155
Southwest Airlines,757,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,758,origin,MEM,913341.2595404746,-1051685.0479322155
Southwest Airlines,758,dest,TPA,1720329.790563932,-1713285.848456208
Southwest Airlines,759,origin,MHT,2266652.2564188894,174443.80657271238
Southwest Airlines,759,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,760,origin,MHT,2266652.2564188894,174443.80657271238
Southwest Airlines,760,dest,MCO,1829771.2698870576,-1638824.7811905802
Southwest Airlines,761,origin,MHT,2266652.2564188894,174443.80657271238
Southwest Airlines,761,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,762,origin,MHT,2266652.2564188894,174443.80657271238
Southwest Airlines,762,dest,TPA,1720329.790563932,-1713285.848456208
Southwest Airlines,763,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,763,dest,ATL,1438837.9937618312,-1129310.979486318
Southwest Airlines,764,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,764,dest,BOS,2320658.4485041024,126152.13380139158
Southwest Airlines,765,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,765,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,766,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,766,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,767,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,767,dest,DCA,1959959.090984065,-409479.41835946374
Southwest Airlines,768,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,768,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,769,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,769,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,770,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,770,dest,LAX,-1689593.4354288722,-1043456.7015018368
Southwest Airlines,771,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,771,dest,LGA,2155684.513057,-122316.28523641168
Southwest Airlines,772,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,772,dest,MCI,455074.4312943624,-619331.8913740775
Southwest Airlines,773,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,773,dest,MCO,1829771.2698870576,-1638824.7811905802
Southwest Airlines,774,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,774,dest,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,775,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,775,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,776,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,776,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,777,origin,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,777,dest,TPA,1720329.790563932,-1713285.848456208
Southwest Airlines,778,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,778,dest,ATL,1438837.9937618312,-1129310.979486318
Southwest Airlines,779,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,779,dest,BNA,1193955.4135102862,-891176.9680870201
Southwest Airlines,780,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,780,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,781,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,781,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,782,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,782,dest,MCI,455074.4312943624,-619331.8913740775
Southwest Airlines,783,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,783,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,784,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,784,dest,MKE,980769.513678976,-155418.02245427898
Southwest Airlines,785,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,785,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,786,origin,MSP,533284.8020873081,9198.64416372486
Southwest Airlines,786,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,787,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,787,dest,ATL,1438837.9937618312,-1129310.979486318
Southwest Airlines,788,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,788,dest,AUS,225823.07315140465,-1638702.7618488022
Southwest Airlines,789,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,789,dest,BNA,1193955.4135102862,-891176.9680870201
Southwest Airlines,790,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,790,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,791,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,791,dest,CMH,1445821.7184349983,-405735.9494879742
Southwest Airlines,792,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,792,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,793,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,793,dest,DCA,1959959.090984065,-409479.41835946374
Southwest Airlines,794,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,794,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,795,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,795,dest,FLL,1989416.8668556917,-1869685.279595282
Southwest Airlines,796,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,796,dest,HOU,460280.73628586193,-1689712.830489488
Southwest Airlines,797,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,797,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,798,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,798,dest,LAX,-1689593.4354288722,-1043456.7015018368
Southwest Airlines,799,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,799,dest,MCI,455074.4312943624,-619331.8913740775
Southwest Airlines,800,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,800,dest,MCO,1829771.2698870576,-1638824.7811905802
Southwest Airlines,801,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,801,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,802,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,802,dest,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,803,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,803,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,804,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,804,dest,PIT,1653058.7188770992,-301571.10045485134
Southwest Airlines,805,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,805,dest,RDU,1892329.2704660424,-772779.4700067013
Southwest Airlines,806,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,806,dest,SAN,-1603701.5452417962,-1199220.2306533586
Southwest Airlines,807,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,807,dest,SAT,149495.41162521293,-1713236.8214802423
Southwest Airlines,808,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,808,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,809,origin,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,809,dest,TPA,1720329.790563932,-1713285.848456208
Southwest Airlines,810,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,810,dest,ABQ,-603104.745800889,-1082686.4778323667
Southwest Airlines,811,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,811,dest,ATL,1438837.9937618312,-1129310.979486318
Southwest Airlines,812,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,812,dest,AUS,225823.07315140465,-1638702.7618488022
Southwest Airlines,813,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,813,dest,BNA,1193955.4135102862,-891176.9680870201
Southwest Airlines,814,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,814,dest,BOI,-1296364.617988922,-29797.04410178459
Southwest Airlines,815,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,815,dest,BUR,-1679613.0736233827,-1016244.4677102008
Southwest Airlines,816,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,816,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,817,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,817,dest,CMH,1445821.7184349983,-405735.9494879742
Southwest Airlines,818,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,818,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,819,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,819,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,820,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,820,dest,GEG,-1301359.421680582,434754.4516689109
Southwest Airlines,821,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,821,dest,HOU,460280.73628586193,-1689712.830489488
Southwest Airlines,822,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,822,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,823,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,823,dest,LAX,-1689593.4354288722,-1043456.7015018368
Southwest Airlines,824,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,824,dest,LGB,-1669160.1672619907,-1062148.6422438323
Southwest Airlines,825,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,825,dest,MCI,455074.4312943624,-619331.8913740775
Southwest Airlines,826,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,826,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,827,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,827,dest,MSY,943779.1568939897,-1610813.662288556
Southwest Airlines,828,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,828,dest,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,829,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,829,dest,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,830,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,830,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,831,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,831,dest,RNO,-1678096.5663649472,-409666.019399356
Southwest Airlines,832,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,832,dest,SAN,-1603701.5452417962,-1199220.2306533586
Southwest Airlines,833,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,833,dest,SEA,-1650755.3926562539,505066.6320739882
Southwest Airlines,834,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,834,dest,SLC,-1004609.4621734885,-395049.06406783813
Southwest Airlines,835,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,835,dest,SNA,-1646508.559850192,-1083248.598617272
Southwest Airlines,836,origin,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,836,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,837,origin,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,837,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,838,origin,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,838,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,839,origin,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,839,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,840,origin,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,840,dest,HOU,460280.73628586193,-1689712.830489488
Southwest Airlines,841,origin,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,841,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,842,origin,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,842,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,843,origin,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,843,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,844,origin,OKC,218240.3077465392,-1063902.9710996167
Southwest Airlines,844,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,845,origin,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,845,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,846,origin,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,846,dest,DCA,1959959.090984065,-409479.41835946374
Southwest Airlines,847,origin,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,847,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,848,origin,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,848,dest,HOU,460280.73628586193,-1689712.830489488
Southwest Airlines,849,origin,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,849,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,850,origin,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,850,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,851,origin,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,851,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,852,origin,OMA,343006.6325637459,-402442.5398354072
Southwest Airlines,852,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,853,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,853,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,854,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,854,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,855,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,855,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,856,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,856,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,857,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,857,dest,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,858,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,858,dest,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,859,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,859,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,860,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,860,dest,SJC,-1914820.4720456952,-595055.2286396603
Southwest Airlines,861,origin,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,861,dest,SMF,-1850472.0747063856,-458086.04301328777
Southwest Airlines,862,origin,ORF,2086513.5755781755,-600723.1638676772
Southwest Airlines,862,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,863,origin,ORF,2086513.5755781755,-600723.1638676772
Southwest Airlines,863,dest,MCO,1829771.2698870576,-1638824.7811905802
Southwest Airlines,864,origin,ORF,2086513.5755781755,-600723.1638676772
Southwest Airlines,864,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,865,origin,PBI,1982322.2831828392,-1802085.774986376
Southwest Airlines,865,dest,ATL,1438837.9937618312,-1129310.979486318
Southwest Airlines,866,origin,PBI,1982322.2831828392,-1802085.774986376
Southwest Airlines,866,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,867,origin,PBI,1982322.2831828392,-1802085.774986376
Southwest Airlines,867,dest,ISP,2215883.546956132,-99560.578426239
Southwest Airlines,868,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,868,dest,BUR,-1679613.0736233827,-1016244.4677102008
Southwest Airlines,869,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,869,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,870,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,870,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,871,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,871,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,872,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,872,dest,LAX,-1689593.4354288722,-1043456.7015018368
Southwest Airlines,873,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,873,dest,MCI,455074.4312943624,-619331.8913740775
Southwest Airlines,874,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,874,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,875,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,875,dest,OAK,-1929816.947397706,-549399.1884917811
Southwest Airlines,876,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,876,dest,ONT,-1614545.9907031525,-1046821.4894757676
Southwest Airlines,877,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,877,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,878,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,878,dest,SAN,-1603701.5452417962,-1199220.2306533586
Southwest Airlines,879,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,879,dest,SFO,-1945640.7538789264,-556902.5127197708
Southwest Airlines,880,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,880,dest,SJC,-1914820.4720456952,-595055.2286396603
Southwest Airlines,881,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,881,dest,SMF,-1850472.0747063856,-458086.04301328777
Southwest Airlines,882,origin,PDX,-1729571.0771865274,310444.7043324455
Southwest Airlines,882,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,883,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,883,dest,ATL,1438837.9937618312,-1129310.979486318
Southwest Airlines,884,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,884,dest,BNA,1193955.4135102862,-891176.9680870201
Southwest Airlines,885,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,885,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,886,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,886,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,887,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,887,dest,FLL,1989416.8668556917,-1869685.279595282
Southwest Airlines,888,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,888,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,889,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,889,dest,MCO,1829771.2698870576,-1638824.7811905802
Southwest Airlines,890,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,890,dest,MDW,1011185.7905791268,-281702.30650750065
Southwest Airlines,891,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,891,dest,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,892,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,892,dest,STL,834066.6669227502,-646449.0468188728
Southwest Airlines,893,origin,PHL,2075929.4181951769,-255080.32292677445
Southwest Airlines,893,dest,TPA,1720329.790563932,-1713285.848456208
Southwest Airlines,894,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,894,dest,ABQ,-603104.745800889,-1082686.4778323667
Southwest Airlines,895,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,895,dest,ATL,1438837.9937618312,-1129310.979486318
Southwest Airlines,896,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,896,dest,AUS,225823.07315140465,-1638702.7618488022
Southwest Airlines,897,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,897,dest,BNA,1193955.4135102862,-891176.9680870201
Southwest Airlines,898,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,898,dest,BOI,-1296364.617988922,-29797.04410178459
Southwest Airlines,899,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,899,dest,BUF,1707245.286740146,-4371.266382491431
Southwest Airlines,900,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,900,dest,BUR,-1679613.0736233827,-1016244.4677102008
Southwest Airlines,901,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,901,dest,BWI,1980887.5167152977,-365563.636502196
Southwest Airlines,902,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,902,dest,CLE,1498726.2792607923,-232627.15593650908
Southwest Airlines,903,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,903,dest,CMH,1445821.7184349983,-405735.9494879742
Southwest Airlines,904,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,904,dest,DAL,295794.1446696455,-1343507.98461109
Southwest Airlines,905,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,905,dest,DEN,-398957.8437938119,-559911.2634607605
Southwest Airlines,906,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,906,dest,DTW,1359641.697254995,-170996.60408534826
Southwest Airlines,907,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,907,dest,ELP,-605825.3288960081,-1441254.1790057654
Southwest Airlines,908,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,908,dest,EWR,2135095.905011877,-139210.669492847
Southwest Airlines,909,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,909,dest,FLL,1989416.8668556917,-1869685.279595282
Southwest Airlines,910,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,910,dest,GEG,-1301359.421680582,434754.4516689109
Southwest Airlines,911,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,911,dest,HOU,460280.73628586193,-1689712.830489488
Southwest Airlines,912,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,912,dest,ICT,226443.7486944286,-813259.0022928995
Southwest Airlines,913,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,913,dest,IND,1166867.010981104,-490339.71160834696
Southwest Airlines,914,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,914,dest,LAS,-1356682.4796960566,-868251.8410072095
Southwest Airlines,915,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,915,dest,LAX,-1689593.4354288722,-1043456.7015018368
Southwest Airlines,916,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,916,dest,LIT,712194.5002882322,-1107832.4518794755
Southwest Airlines,917,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,917,dest,MCI,455074.4312943624,-619331.8913740775
Southwest Airlines,918,origin,PHX,-1115699.3885834513,-1205089.0053395256
Southwest Airlines,918,dest,MCO,1829771.2698870576,-1638824.7811905802
Southwest Airlines,919,origin,PHX,-1115699.3885834513,-1205089.0053395256
