year,airline,airport,type,block,n,airline_airport
9,AA,CLT,dep,1970-01-01T19:31:00Z,5,AA/ CLT
9,AA,CLT,dep,1970-01-01T19:41:00Z,7,AA/ CLT
9,AA,CLT,dep,1970-01-01T19:51:00Z,7,AA/ CLT
9,AA,CLT,dep,1970-01-01T20:01:00Z,3,AA/ CLT
9,AA,CLT,dep,1970-01-01T20:21:00Z,2,AA/ CLT
9,AA,CLT,dep,1970-01-01T20:31:00Z,1,AA/ CLT
9,AA,CLT,dep,1970-01-01T20:41:00Z,1,AA/ CLT
9,AA,CLT,dep,1970-01-01T20:51:00Z,1,AA/ CLT
9,AA,CLT,dep,1970-01-01T21:01:00Z,1,AA/ CLT
9,AA,CLT,dep,1970-01-01T21:31:00Z,1,AA/ CLT
9,AA,CLT,dep,1970-01-01T21:51:00Z,1,AA/ CLT
9,AA,DFW,arr,1970-01-01T00:01:00Z,-68,AA/ DFW
9,AA,DFW,arr,1970-01-01T00:11:00Z,-75,AA/ DFW
9,AA,DFW,arr,1970-01-01T00:21:00Z,-123,AA/ DFW
9,AA,DFW,arr,1970-01-01T00:31:00Z,-91,AA/ DFW
9,AA,DFW,arr,1970-01-01T00:41:00Z,-68,AA/ DFW
9,AA,DFW,arr,1970-01-01T00:51:00Z,-36,AA/ DFW
9,AA,DFW,arr,1970-01-01T01:01:00Z,-23,AA/ DFW
9,AA,DFW,arr,1970-01-01T01:11:00Z,-28,AA/ DFW
9,AA,DFW,arr,1970-01-01T01:21:00Z,-21,AA/ DFW
9,AA,DFW,arr,1970-01-01T01:31:00Z,-24,AA/ DFW
9,AA,DFW,arr,1970-01-01T01:41:00Z,-17,AA/ DFW
9,AA,DFW,arr,1970-01-01T01:51:00Z,-7,AA/ DFW
9,AA,DFW,arr,1970-01-01T02:01:00Z,-10,AA/ DFW
9,AA,DFW,arr,1970-01-01T02:11:00Z,-9,AA/ DFW
9,AA,DFW,arr,1970-01-01T02:21:00Z,-4,AA/ DFW
9,AA,DFW,arr,1970-01-01T02:31:00Z,-8,AA/ DFW
9,AA,DFW,arr,1970-01-01T02:41:00Z,-1,AA/ DFW
9,AA,DFW,arr,1970-01-01T02:51:00Z,-1,AA/ DFW
9,AA,DFW,arr,1970-01-01T03:01:00Z,-2,AA/ DFW
9,AA,DFW,arr,1970-01-01T03:11:00Z,-1,AA/ DFW
9,AA,DFW,arr,1970-01-01T03:31:00Z,-1,AA/ DFW
9,AA,DFW,arr,1970-01-01T03:41:00Z,-1,AA/ DFW
9,AA,DFW,arr,1970-01-01T03:51:00Z,-1,AA/ DFW
9,AA,DFW,arr,1970-01-01T04:11:00Z,-2,AA/ DFW
9,AA,DFW,arr,1970-01-01T04:21:00Z,-10,AA/ DFW
9,AA,DFW,arr,1970-01-01T04:31:00Z,-56,AA/ DFW
9,AA,DFW,arr,1970-01-01T04:41:00Z,-126,AA/ DFW
9,AA,DFW,arr,1970-01-01T04:51:00Z,-224,AA/ DFW
9,AA,DFW,arr,1970-01-01T05:01:00Z,-452,AA/ DFW
9,AA,DFW,arr,1970-01-01T05:11:00Z,-613,AA/ DFW
9,AA,DFW,arr,1970-01-01T05:21:00Z,-632,AA/ DFW
9,AA,DFW,arr,1970-01-01T05:31:00Z,-609,AA/ DFW
9,AA,DFW,arr,1970-01-01T05:41:00Z,-285,AA/ DFW
9,AA,DFW,arr,1970-01-01T05:51:00Z,-97,AA/ DFW
9,AA,DFW,arr,1970-01-01T06:01:00Z,-53,AA/ DFW
9,AA,DFW,arr,1970-01-01T06:11:00Z,-37,AA/ DFW
9,AA,DFW,arr,1970-01-01T06:21:00Z,-40,AA/ DFW
9,AA,DFW,arr,1970-01-01T06:31:00Z,-51,AA/ DFW
9,AA,DFW,arr,1970-01-01T06:41:00Z,-328,AA/ DFW
9,AA,DFW,arr,1970-01-01T06:51:00Z,-774,AA/ DFW
9,AA,DFW,arr,1970-01-01T07:01:00Z,-496,AA/ DFW
9,AA,DFW,arr,1970-01-01T07:11:00Z,-238,AA/ DFW
9,AA,DFW,arr,1970-01-01T07:21:00Z,-340,AA/ DFW
9,AA,DFW,arr,1970-01-01T07:31:00Z,-420,AA/ DFW
9,AA,DFW,arr,1970-01-01T07:41:00Z,-801,AA/ DFW
9,AA,DFW,arr,1970-01-01T07:51:00Z,-1317,AA/ DFW
9,AA,DFW,arr,1970-01-01T08:01:00Z,-1413,AA/ DFW
9,AA,DFW,arr,1970-01-01T08:11:00Z,-1366,AA/ DFW
9,AA,DFW,arr,1970-01-01T08:21:00Z,-1617,AA/ DFW
9,AA,DFW,arr,1970-01-01T08:31:00Z,-1759,AA/ DFW
9,AA,DFW,arr,1970-01-01T08:41:00Z,-1707,AA/ DFW
9,AA,DFW,arr,1970-01-01T08:51:00Z,-1713,AA/ DFW
9,AA,DFW,arr,1970-01-01T09:01:00Z,-1046,AA/ DFW
9,AA,DFW,arr,1970-01-01T09:11:00Z,-910,AA/ DFW
9,AA,DFW,arr,1970-01-01T09:21:00Z,-1083,AA/ DFW
9,AA,DFW,arr,1970-01-01T09:31:00Z,-1335,AA/ DFW
9,AA,DFW,arr,1970-01-01T09:41:00Z,-1446,AA/ DFW
9,AA,DFW,arr,1970-01-01T09:51:00Z,-1817,AA/ DFW
9,AA,DFW,arr,1970-01-01T10:01:00Z,-1771,AA/ DFW
9,AA,DFW,arr,1970-01-01T10:11:00Z,-1571,AA/ DFW
9,AA,DFW,arr,1970-01-01T10:21:00Z,-1576,AA/ DFW
9,AA,DFW,arr,1970-01-01T10:31:00Z,-1581,AA/ DFW
9,AA,DFW,arr,1970-01-01T10:41:00Z,-1666,AA/ DFW
9,AA,DFW,arr,1970-01-01T10:51:00Z,-1931,AA/ DFW
9,AA,DFW,arr,1970-01-01T11:01:00Z,-1907,AA/ DFW
9,AA,DFW,arr,1970-01-01T11:11:00Z,-1735,AA/ DFW
9,AA,DFW,arr,1970-01-01T11:21:00Z,-1695,AA/ DFW
9,AA,DFW,arr,1970-01-01T11:31:00Z,-1651,AA/ DFW
9,AA,DFW,arr,1970-01-01T11:41:00Z,-1969,AA/ DFW
9,AA,DFW,arr,1970-01-01T11:51:00Z,-1968,AA/ DFW
9,AA,DFW,arr,1970-01-01T12:01:00Z,-2078,AA/ DFW
9,AA,DFW,arr,1970-01-01T12:11:00Z,-2151,AA/ DFW
9,AA,DFW,arr,1970-01-01T12:21:00Z,-1936,AA/ DFW
9,AA,DFW,arr,1970-01-01T12:31:00Z,-1645,AA/ DFW
9,AA,DFW,arr,1970-01-01T12:41:00Z,-1518,AA/ DFW
9,AA,DFW,arr,1970-01-01T12:51:00Z,-1690,AA/ DFW
9,AA,DFW,arr,1970-01-01T13:01:00Z,-1539,AA/ DFW
9,AA,DFW,arr,1970-01-01T13:11:00Z,-1525,AA/ DFW
9,AA,DFW,arr,1970-01-01T13:21:00Z,-1317,AA/ DFW
9,AA,DFW,arr,1970-01-01T13:31:00Z,-1619,AA/ DFW
9,AA,DFW,arr,1970-01-01T13:41:00Z,-2175,AA/ DFW
9,AA,DFW,arr,1970-01-01T13:51:00Z,-2203,AA/ DFW
9,AA,DFW,arr,1970-01-01T14:01:00Z,-2025,AA/ DFW
9,AA,DFW,arr,1970-01-01T14:11:00Z,-1494,AA/ DFW
9,AA,DFW,arr,1970-01-01T14:21:00Z,-1422,AA/ DFW
9,AA,DFW,arr,1970-01-01T14:31:00Z,-1401,AA/ DFW
9,AA,DFW,arr,1970-01-01T14:41:00Z,-1605,AA/ DFW
9,AA,DFW,arr,1970-01-01T14:51:00Z,-1629,AA/ DFW
9,AA,DFW,arr,1970-01-01T15:01:00Z,-1448,AA/ DFW
9,AA,DFW,arr,1970-01-01T15:11:00Z,-1440,AA/ DFW
9,AA,DFW,arr,1970-01-01T15:21:00Z,-1533,AA/ DFW
9,AA,DFW,arr,1970-01-01T15:31:00Z,-1537,AA/ DFW
9,AA,DFW,arr,1970-01-01T15:41:00Z,-1626,AA/ DFW
9,AA,DFW,arr,1970-01-01T15:51:00Z,-1583,AA/ DFW
9,AA,DFW,arr,1970-01-01T16:01:00Z,-1498,AA/ DFW
9,AA,DFW,arr,1970-01-01T16:11:00Z,-1506,AA/ DFW
9,AA,DFW,arr,1970-01-01T16:21:00Z,-1630,AA/ DFW
9,AA,DFW,arr,1970-01-01T16:31:00Z,-1688,AA/ DFW
9,AA,DFW,arr,1970-01-01T16:41:00Z,-1772,AA/ DFW
9,AA,DFW,arr,1970-01-01T16:51:00Z,-1772,AA/ DFW
9,AA,DFW,arr,1970-01-01T17:01:00Z,-1705,AA/ DFW
9,AA,DFW,arr,1970-01-01T17:11:00Z,-1345,AA/ DFW
9,AA,DFW,arr,1970-01-01T17:21:00Z,-1176,AA/ DFW
9,AA,DFW,arr,1970-01-01T17:31:00Z,-1454,AA/ DFW
9,AA,DFW,arr,1970-01-01T17:41:00Z,-1796,AA/ DFW
9,AA,DFW,arr,1970-01-01T17:51:00Z,-1911,AA/ DFW
9,AA,DFW,arr,1970-01-01T18:01:00Z,-1978,AA/ DFW
9,AA,DFW,arr,1970-01-01T18:11:00Z,-1820,AA/ DFW
9,AA,DFW,arr,1970-01-01T18:21:00Z,-1583,AA/ DFW
9,AA,DFW,arr,1970-01-01T18:31:00Z,-1676,AA/ DFW
9,AA,DFW,arr,1970-01-01T18:41:00Z,-1883,AA/ DFW
9,AA,DFW,arr,1970-01-01T18:51:00Z,-2025,AA/ DFW
9,AA,DFW,arr,1970-01-01T19:01:00Z,-1953,AA/ DFW
9,AA,DFW,arr,1970-01-01T19:11:00Z,-1784,AA/ DFW
9,AA,DFW,arr,1970-01-01T19:21:00Z,-1680,AA/ DFW
9,AA,DFW,arr,1970-01-01T19:31:00Z,-1663,AA/ DFW
9,AA,DFW,arr,1970-01-01T19:41:00Z,-1883,AA/ DFW
9,AA,DFW,arr,1970-01-01T19:51:00Z,-1920,AA/ DFW
9,AA,DFW,arr,1970-01-01T20:01:00Z,-1742,AA/ DFW
9,AA,DFW,arr,1970-01-01T20:11:00Z,-1527,AA/ DFW
9,AA,DFW,arr,1970-01-01T20:21:00Z,-1553,AA/ DFW
9,AA,DFW,arr,1970-01-01T20:31:00Z,-1833,AA/ DFW
9,AA,DFW,arr,1970-01-01T20:41:00Z,-2228,AA/ DFW
9,AA,DFW,arr,1970-01-01T20:51:00Z,-2286,AA/ DFW
9,AA,DFW,arr,1970-01-01T21:01:00Z,-1777,AA/ DFW
9,AA,DFW,arr,1970-01-01T21:11:00Z,-1063,AA/ DFW
9,AA,DFW,arr,1970-01-01T21:21:00Z,-741,AA/ DFW
9,AA,DFW,arr,1970-01-01T21:31:00Z,-640,AA/ DFW
9,AA,DFW,arr,1970-01-01T21:41:00Z,-536,AA/ DFW
9,AA,DFW,arr,1970-01-01T21:51:00Z,-482,AA/ DFW
9,AA,DFW,arr,1970-01-01T22:01:00Z,-504,AA/ DFW
9,AA,DFW,arr,1970-01-01T22:11:00Z,-561,AA/ DFW
9,AA,DFW,arr,1970-01-01T22:21:00Z,-441,AA/ DFW
9,AA,DFW,arr,1970-01-01T22:31:00Z,-323,AA/ DFW
9,AA,DFW,arr,1970-01-01T22:41:00Z,-351,AA/ DFW
9,AA,DFW,arr,1970-01-01T22:51:00Z,-304,AA/ DFW
9,AA,DFW,arr,1970-01-01T23:01:00Z,-298,AA/ DFW
9,AA,DFW,arr,1970-01-01T23:11:00Z,-194,AA/ DFW
9,AA,DFW,arr,1970-01-01T23:21:00Z,-264,AA/ DFW
9,AA,DFW,arr,1970-01-01T23:31:00Z,-307,AA/ DFW
9,AA,DFW,arr,1970-01-01T23:41:00Z,-193,AA/ DFW
9,AA,DFW,arr,1970-01-01T23:51:00Z,-111,AA/ DFW
9,AA,DFW,dep,1970-01-01T00:01:00Z,27,AA/ DFW
9,AA,DFW,dep,1970-01-01T00:11:00Z,26,AA/ DFW
9,AA,DFW,dep,1970-01-01T00:21:00Z,13,AA/ DFW
9,AA,DFW,dep,1970-01-01T00:31:00Z,13,AA/ DFW
9,AA,DFW,dep,1970-01-01T00:41:00Z,15,AA/ DFW
9,AA,DFW,dep,1970-01-01T00:51:00Z,3,AA/ DFW
9,AA,DFW,dep,1970-01-01T01:01:00Z,10,AA/ DFW
9,AA,DFW,dep,1970-01-01T01:11:00Z,6,AA/ DFW
9,AA,DFW,dep,1970-01-01T01:21:00Z,4,AA/ DFW
9,AA,DFW,dep,1970-01-01T01:31:00Z,7,AA/ DFW
9,AA,DFW,dep,1970-01-01T01:41:00Z,7,AA/ DFW
9,AA,DFW,dep,1970-01-01T01:51:00Z,2,AA/ DFW
9,AA,DFW,dep,1970-01-01T02:01:00Z,1,AA/ DFW
9,AA,DFW,dep,1970-01-01T02:11:00Z,2,AA/ DFW
9,AA,DFW,dep,1970-01-01T02:21:00Z,2,AA/ DFW
9,AA,DFW,dep,1970-01-01T02:31:00Z,1,AA/ DFW
9,AA,DFW,dep,1970-01-01T02:41:00Z,1,AA/ DFW
9,AA,DFW,dep,1970-01-01T02:51:00Z,1,AA/ DFW
9,AA,DFW,dep,1970-01-01T03:21:00Z,1,AA/ DFW
9,AA,DFW,dep,1970-01-01T05:41:00Z,5,AA/ DFW
9,AA,DFW,dep,1970-01-01T05:51:00Z,350,AA/ DFW
9,AA,DFW,dep,1970-01-01T06:01:00Z,119,AA/ DFW
9,AA,DFW,dep,1970-01-01T06:11:00Z,411,AA/ DFW
9,AA,DFW,dep,1970-01-01T06:21:00Z,868,AA/ DFW
9,AA,DFW,dep,1970-01-01T06:31:00Z,1421,AA/ DFW
9,AA,DFW,dep,1970-01-01T06:41:00Z,946,AA/ DFW
9,AA,DFW,dep,1970-01-01T06:51:00Z,1603,AA/ DFW
9,AA,DFW,dep,1970-01-01T07:01:00Z,1217,AA/ DFW
9,AA,DFW,dep,1970-01-01T07:11:00Z,1178,AA/ DFW
9,AA,DFW,dep,1970-01-01T07:21:00Z,960,AA/ DFW
9,AA,DFW,dep,1970-01-01T07:31:00Z,1669,AA/ DFW
9,AA,DFW,dep,1970-01-01T07:41:00Z,1146,AA/ DFW
9,AA,DFW,dep,1970-01-01T07:51:00Z,947,AA/ DFW
9,AA,DFW,dep,1970-01-01T08:01:00Z,454,AA/ DFW
9,AA,DFW,dep,1970-01-01T08:11:00Z,682,AA/ DFW
9,AA,DFW,dep,1970-01-01T08:21:00Z,773,AA/ DFW
9,AA,DFW,dep,1970-01-01T08:31:00Z,1194,AA/ DFW
9,AA,DFW,dep,1970-01-01T08:41:00Z,1259,AA/ DFW
9,AA,DFW,dep,1970-01-01T08:51:00Z,1443,AA/ DFW
9,AA,DFW,dep,1970-01-01T09:01:00Z,998,AA/ DFW
9,AA,DFW,dep,1970-01-01T09:11:00Z,957,AA/ DFW
9,AA,DFW,dep,1970-01-01T09:21:00Z,1212,AA/ DFW
9,AA,DFW,dep,1970-01-01T09:31:00Z,2162,AA/ DFW
9,AA,DFW,dep,1970-01-01T09:41:00Z,2574,AA/ DFW
9,AA,DFW,dep,1970-01-01T09:51:00Z,1686,AA/ DFW
9,AA,DFW,dep,1970-01-01T10:01:00Z,1061,AA/ DFW
9,AA,DFW,dep,1970-01-01T10:11:00Z,826,AA/ DFW
9,AA,DFW,dep,1970-01-01T10:21:00Z,1367,AA/ DFW
9,AA,DFW,dep,1970-01-01T10:31:00Z,1844,AA/ DFW
9,AA,DFW,dep,1970-01-01T10:41:00Z,1682,AA/ DFW
9,AA,DFW,dep,1970-01-01T10:51:00Z,2088,AA/ DFW
9,AA,DFW,dep,1970-01-01T11:01:00Z,2120,AA/ DFW
9,AA,DFW,dep,1970-01-01T11:11:00Z,1683,AA/ DFW
9,AA,DFW,dep,1970-01-01T11:21:00Z,1384,AA/ DFW
9,AA,DFW,dep,1970-01-01T11:31:00Z,1899,AA/ DFW
9,AA,DFW,dep,1970-01-01T11:41:00Z,1923,AA/ DFW
9,AA,DFW,dep,1970-01-01T11:51:00Z,2114,AA/ DFW
9,AA,DFW,dep,1970-01-01T12:01:00Z,1866,AA/ DFW
9,AA,DFW,dep,1970-01-01T12:11:00Z,1538,AA/ DFW
9,AA,DFW,dep,1970-01-01T12:21:00Z,1427,AA/ DFW
9,AA,DFW,dep,1970-01-01T12:31:00Z,1848,AA/ DFW
9,AA,DFW,dep,1970-01-01T12:41:00Z,2173,AA/ DFW
9,AA,DFW,dep,1970-01-01T12:51:00Z,2271,AA/ DFW
9,AA,DFW,dep,1970-01-01T13:01:00Z,2054,AA/ DFW
9,AA,DFW,dep,1970-01-01T13:11:00Z,1964,AA/ DFW
9,AA,DFW,dep,1970-01-01T13:21:00Z,2370,AA/ DFW
9,AA,DFW,dep,1970-01-01T13:31:00Z,2045,AA/ DFW
9,AA,DFW,dep,1970-01-01T13:41:00Z,1141,AA/ DFW
9,AA,DFW,dep,1970-01-01T13:51:00Z,1758,AA/ DFW
9,AA,DFW,dep,1970-01-01T14:01:00Z,1497,AA/ DFW
9,AA,DFW,dep,1970-01-01T14:11:00Z,1291,AA/ DFW
9,AA,DFW,dep,1970-01-01T14:21:00Z,1165,AA/ DFW
9,AA,DFW,dep,1970-01-01T14:31:00Z,1762,AA/ DFW
9,AA,DFW,dep,1970-01-01T14:41:00Z,2017,AA/ DFW
9,AA,DFW,dep,1970-01-01T14:51:00Z,1882,AA/ DFW
9,AA,DFW,dep,1970-01-01T15:01:00Z,1824,AA/ DFW
9,AA,DFW,dep,1970-01-01T15:11:00Z,1794,AA/ DFW
9,AA,DFW,dep,1970-01-01T15:21:00Z,1563,AA/ DFW
9,AA,DFW,dep,1970-01-01T15:31:00Z,1602,AA/ DFW
9,AA,DFW,dep,1970-01-01T15:41:00Z,1386,AA/ DFW
9,AA,DFW,dep,1970-01-01T15:51:00Z,1282,AA/ DFW
9,AA,DFW,dep,1970-01-01T16:01:00Z,1131,AA/ DFW
9,AA,DFW,dep,1970-01-01T16:11:00Z,1192,AA/ DFW
9,AA,DFW,dep,1970-01-01T16:21:00Z,1672,AA/ DFW
9,AA,DFW,dep,1970-01-01T16:31:00Z,1605,AA/ DFW
9,AA,DFW,dep,1970-01-01T16:41:00Z,1531,AA/ DFW
9,AA,DFW,dep,1970-01-01T16:51:00Z,1836,AA/ DFW
9,AA,DFW,dep,1970-01-01T17:01:00Z,1720,AA/ DFW
9,AA,DFW,dep,1970-01-01T17:11:00Z,1408,AA/ DFW
9,AA,DFW,dep,1970-01-01T17:21:00Z,1867,AA/ DFW
9,AA,DFW,dep,1970-01-01T17:31:00Z,1997,AA/ DFW
9,AA,DFW,dep,1970-01-01T17:41:00Z,1416,AA/ DFW
9,AA,DFW,dep,1970-01-01T17:51:00Z,1951,AA/ DFW
9,AA,DFW,dep,1970-01-01T18:01:00Z,1461,AA/ DFW
9,AA,DFW,dep,1970-01-01T18:11:00Z,1082,AA/ DFW
9,AA,DFW,dep,1970-01-01T18:21:00Z,1243,AA/ DFW
9,AA,DFW,dep,1970-01-01T18:31:00Z,1664,AA/ DFW
9,AA,DFW,dep,1970-01-01T18:41:00Z,1731,AA/ DFW
9,AA,DFW,dep,1970-01-01T18:51:00Z,1938,AA/ DFW
9,AA,DFW,dep,1970-01-01T19:01:00Z,1919,AA/ DFW
9,AA,DFW,dep,1970-01-01T19:11:00Z,1649,AA/ DFW
9,AA,DFW,dep,1970-01-01T19:21:00Z,1696,AA/ DFW
9,AA,DFW,dep,1970-01-01T19:31:00Z,1831,AA/ DFW
9,AA,DFW,dep,1970-01-01T19:41:00Z,1354,AA/ DFW
9,AA,DFW,dep,1970-01-01T19:51:00Z,1494,AA/ DFW
9,AA,DFW,dep,1970-01-01T20:01:00Z,1309,AA/ DFW
9,AA,DFW,dep,1970-01-01T20:11:00Z,1273,AA/ DFW
9,AA,DFW,dep,1970-01-01T20:21:00Z,1458,AA/ DFW
9,AA,DFW,dep,1970-01-01T20:31:00Z,1888,AA/ DFW
9,AA,DFW,dep,1970-01-01T20:41:00Z,1969,AA/ DFW
9,AA,DFW,dep,1970-01-01T20:51:00Z,2185,AA/ DFW
9,AA,DFW,dep,1970-01-01T21:01:00Z,1383,AA/ DFW
9,AA,DFW,dep,1970-01-01T21:11:00Z,1142,AA/ DFW
9,AA,DFW,dep,1970-01-01T21:21:00Z,750,AA/ DFW
9,AA,DFW,dep,1970-01-01T21:31:00Z,1072,AA/ DFW
9,AA,DFW,dep,1970-01-01T21:41:00Z,1554,AA/ DFW
9,AA,DFW,dep,1970-01-01T21:51:00Z,1790,AA/ DFW
9,AA,DFW,dep,1970-01-01T22:01:00Z,1025,AA/ DFW
9,AA,DFW,dep,1970-01-01T22:11:00Z,482,AA/ DFW
9,AA,DFW,dep,1970-01-01T22:21:00Z,312,AA/ DFW
9,AA,DFW,dep,1970-01-01T22:31:00Z,187,AA/ DFW
9,AA,DFW,dep,1970-01-01T22:41:00Z,131,AA/ DFW
9,AA,DFW,dep,1970-01-01T22:51:00Z,104,AA/ DFW
9,AA,DFW,dep,1970-01-01T23:01:00Z,75,AA/ DFW
9,AA,DFW,dep,1970-01-01T23:11:00Z,62,AA/ DFW
9,AA,DFW,dep,1970-01-01T23:21:00Z,46,AA/ DFW
9,AA,DFW,dep,1970-01-01T23:31:00Z,48,AA/ DFW
9,AA,DFW,dep,1970-01-01T23:41:00Z,40,AA/ DFW
9,AA,DFW,dep,1970-01-01T23:51:00Z,39,AA/ DFW
9,AA,MIA,arr,1970-01-01T00:01:00Z,-84,AA/ MIA
9,AA,MIA,arr,1970-01-01T00:11:00Z,-43,AA/ MIA
9,AA,MIA,arr,1970-01-01T00:21:00Z,-41,AA/ MIA
9,AA,MIA,arr,1970-01-01T00:31:00Z,-28,AA/ MIA
9,AA,MIA,arr,1970-01-01T00:41:00Z,-20,AA/ MIA
9,AA,MIA,arr,1970-01-01T00:51:00Z,-25,AA/ MIA
9,AA,MIA,arr,1970-01-01T01:01:00Z,-14,AA/ MIA
9,AA,MIA,arr,1970-01-01T01:11:00Z,-11,AA/ MIA
9,AA,MIA,arr,1970-01-01T01:21:00Z,-17,AA/ MIA
9,AA,MIA,arr,1970-01-01T01:31:00Z,-7,AA/ MIA
9,AA,MIA,arr,1970-01-01T01:41:00Z,-7,AA/ MIA
9,AA,MIA,arr,1970-01-01T01:51:00Z,-17,AA/ MIA
9,AA,MIA,arr,1970-01-01T02:01:00Z,-7,AA/ MIA
9,AA,MIA,arr,1970-01-01T02:11:00Z,-3,AA/ MIA
9,AA,MIA,arr,1970-01-01T02:21:00Z,-10,AA/ MIA
9,AA,MIA,arr,1970-01-01T02:31:00Z,-4,AA/ MIA
9,AA,MIA,arr,1970-01-01T02:41:00Z,-1,AA/ MIA
9,AA,MIA,arr,1970-01-01T02:51:00Z,-1,AA/ MIA
9,AA,MIA,arr,1970-01-01T03:01:00Z,-1,AA/ MIA
9,AA,MIA,arr,1970-01-01T03:11:00Z,-1,AA/ MIA
9,AA,MIA,arr,1970-01-01T03:31:00Z,-2,AA/ MIA
9,AA,MIA,arr,1970-01-01T03:41:00Z,-2,AA/ MIA
9,AA,MIA,arr,1970-01-01T04:01:00Z,-1,AA/ MIA
9,AA,MIA,arr,1970-01-01T04:11:00Z,-1,AA/ MIA
9,AA,MIA,arr,1970-01-01T04:41:00Z,-4,AA/ MIA
9,AA,MIA,arr,1970-01-01T04:51:00Z,-30,AA/ MIA
9,AA,MIA,arr,1970-01-01T05:01:00Z,-72,AA/ MIA
9,AA,MIA,arr,1970-01-01T05:11:00Z,-82,AA/ MIA
9,AA,MIA,arr,1970-01-01T05:21:00Z,-83,AA/ MIA
9,AA,MIA,arr,1970-01-01T05:31:00Z,-67,AA/ MIA
9,AA,MIA,arr,1970-01-01T05:41:00Z,-88,AA/ MIA
9,AA,MIA,arr,1970-01-01T05:51:00Z,-121,AA/ MIA
9,AA,MIA,arr,1970-01-01T06:01:00Z,-133,AA/ MIA
9,AA,MIA,arr,1970-01-01T06:11:00Z,-131,AA/ MIA
9,AA,MIA,arr,1970-01-01T06:21:00Z,-89,AA/ MIA
9,AA,MIA,arr,1970-01-01T06:31:00Z,-32,AA/ MIA
9,AA,MIA,arr,1970-01-01T06:41:00Z,-12,AA/ MIA
9,AA,MIA,arr,1970-01-01T06:51:00Z,-7,AA/ MIA
9,AA,MIA,arr,1970-01-01T07:01:00Z,-9,AA/ MIA
9,AA,MIA,arr,1970-01-01T07:11:00Z,-6,AA/ MIA
9,AA,MIA,arr,1970-01-01T07:21:00Z,-3,AA/ MIA
9,AA,MIA,arr,1970-01-01T07:31:00Z,-2,AA/ MIA
9,AA,MIA,arr,1970-01-01T07:41:00Z,-14,AA/ MIA
9,AA,MIA,arr,1970-01-01T07:51:00Z,-31,AA/ MIA
9,AA,MIA,arr,1970-01-01T08:01:00Z,-12,AA/ MIA
9,AA,MIA,arr,1970-01-01T08:11:00Z,-24,AA/ MIA
9,AA,MIA,arr,1970-01-01T08:21:00Z,-117,AA/ MIA
9,AA,MIA,arr,1970-01-01T08:31:00Z,-127,AA/ MIA
9,AA,MIA,arr,1970-01-01T08:41:00Z,-72,AA/ MIA
9,AA,MIA,arr,1970-01-01T08:51:00Z,-201,AA/ MIA
9,AA,MIA,arr,1970-01-01T09:01:00Z,-404,AA/ MIA
9,AA,MIA,arr,1970-01-01T09:11:00Z,-561,AA/ MIA
9,AA,MIA,arr,1970-01-01T09:21:00Z,-993,AA/ MIA
9,AA,MIA,arr,1970-01-01T09:31:00Z,-1632,AA/ MIA
9,AA,MIA,arr,1970-01-01T09:41:00Z,-2027,AA/ MIA
9,AA,MIA,arr,1970-01-01T09:51:00Z,-1621,AA/ MIA
9,AA,MIA,arr,1970-01-01T10:01:00Z,-777,AA/ MIA
9,AA,MIA,arr,1970-01-01T10:11:00Z,-426,AA/ MIA
9,AA,MIA,arr,1970-01-01T10:21:00Z,-259,AA/ MIA
9,AA,MIA,arr,1970-01-01T10:31:00Z,-118,AA/ MIA
9,AA,MIA,arr,1970-01-01T10:41:00Z,-63,AA/ MIA
9,AA,MIA,arr,1970-01-01T10:51:00Z,-51,AA/ MIA
9,AA,MIA,arr,1970-01-01T11:01:00Z,-55,AA/ MIA
9,AA,MIA,arr,1970-01-01T11:11:00Z,-69,AA/ MIA
9,AA,MIA,arr,1970-01-01T11:21:00Z,-146,AA/ MIA
9,AA,MIA,arr,1970-01-01T11:31:00Z,-285,AA/ MIA
9,AA,MIA,arr,1970-01-01T11:41:00Z,-472,AA/ MIA
9,AA,MIA,arr,1970-01-01T11:51:00Z,-405,AA/ MIA
9,AA,MIA,arr,1970-01-01T12:01:00Z,-386,AA/ MIA
9,AA,MIA,arr,1970-01-01T12:11:00Z,-534,AA/ MIA
9,AA,MIA,arr,1970-01-01T12:21:00Z,-347,AA/ MIA
9,AA,MIA,arr,1970-01-01T12:31:00Z,-205,AA/ MIA
9,AA,MIA,arr,1970-01-01T12:41:00Z,-189,AA/ MIA
9,AA,MIA,arr,1970-01-01T12:51:00Z,-88,AA/ MIA
9,AA,MIA,arr,1970-01-01T13:01:00Z,-45,AA/ MIA
9,AA,MIA,arr,1970-01-01T13:11:00Z,-29,AA/ MIA
9,AA,MIA,arr,1970-01-01T13:21:00Z,-17,AA/ MIA
9,AA,MIA,arr,1970-01-01T13:31:00Z,-17,AA/ MIA
9,AA,MIA,arr,1970-01-01T13:41:00Z,-68,AA/ MIA
9,AA,MIA,arr,1970-01-01T13:51:00Z,-139,AA/ MIA
9,AA,MIA,arr,1970-01-01T14:01:00Z,-117,AA/ MIA
9,AA,MIA,arr,1970-01-01T14:11:00Z,-77,AA/ MIA
9,AA,MIA,arr,1970-01-01T14:21:00Z,-153,AA/ MIA
9,AA,MIA,arr,1970-01-01T14:31:00Z,-264,AA/ MIA
9,AA,MIA,arr,1970-01-01T14:41:00Z,-474,AA/ MIA
