"airline","airport","arr","dep","yearly_passengers","hub_type"
"UA","AGS",3.17800753435459,3.17697911070903,282248,"Nonhub"
"UA","ALB",2.15344656536317,2.61315590159018,1397839,"Small"
"UA","ANC",2.16440842581595,2.45343674003082,2501286,"Medium"
"UA","ATL",1.00325863873074,1.19967055425966,44817870,"Large"
"UA","AUS",1.12855013065231,1.37086114280476,6779552,"Medium"
"UA","AVL",2.33366931921163,2.01814307231632,476881,"Small"
"UA","BDL",1.87771691456438,2.27385141728732,3097000,"Medium"
"UA","BIL",2.50524303402757,2.6709311536404,420262,"Small"
"UA","BNA",1.62750793024842,2.04831886092392,7035239,"Medium"
"UA","BOI",2.67753345455292,2.77866289702539,1801509,"Small"
"UA","BOS",0.788107163592556,1.05806942057741,15481957,"Large"
"UA","BQN",2.36698952942545,2.4868501133822,234855,"Nonhub"
"UA","BTR",2.8673140491926,2.89308233890856,379514,"Small"
"UA","BTV",2.6698018336966,2.75523738779583,576047,"Small"
"UA","BUF",2.35122170271777,2.8459262761266,2356494,"Medium"
"UA","BUR",2.15163488066978,2.6460078953103,2475490,"Medium"
"UA","BWI",1.54633257825238,2.07038657429862,12684344,"Large"
"UA","BZN",2.29532677806104,2.27110211648572,598702,"Small"
"UA","CHS",1.90774696968662,2.45996590476366,1949384,"Medium"
"UA","CID",2.39529644864345,2.73260754698557,575392,"Small"
"UA","CLE",1.37017565678796,1.71509642785191,4401569,"Medium"
"UA","CLT",2.15232923453614,2.31660299498134,20785356,"Large"
"UA","CMH",2.24812772986914,2.48899658303491,3704541,"Medium"
"UA","CVG",2.28128491350739,2.10271160963596,3680221,"Medium"
"UA","DCA",1.29196748759013,1.75433897482892,11390840,"Large"
"UA","DEN",1.40739899951652,1.69729600069298,28903645,"Large"
"UA","DFW",1.1446845603342,1.56108432409534,27862777,"Large"
"UA","DSM",2.08592201967122,2.23381691004509,1274917,"Small"
"UA","DTW",1.76261215916571,2.03447207923631,15375391,"Large"
"UA","EGE",2.23125873726419,2.28954468249047,155172,"Nonhub"
"UA","EUG",2.15591114873953,2.46190898200948,522213,"Small"
"UA","EWR",0.465944683169255,0.675801527235875,15327436,"Large"
"UA","FAI",3.02416072415415,3.08091757309353,570398,"Small"
"UA","FAT",2.88991134382103,3.06447169967048,650815,"Small"
"UA","FCA",2.40352356130476,2.65336288844752,270091,"Nonhub"
"UA","FLL",1.19663984726465,1.48746697828855,12419785,"Large"
"UA","FSD",2.52078369289745,2.66486091390354,545134,"Small"
"UA","GEG",2.33602750291729,2.6453546170315,1700983,"Small"
"UA","GRR",1.74502978196232,2.62194782322392,1405896,"Small"
"UA","GUC",2.89698642798865,2.92781098724357,32392,"Nonhub"
"UA","GUM",2.59006054791406,2.5852889757206,165040,"Nonhub"
"UA","HDN",2.48748878800522,2.63747441596237,94484,"Nonhub"
"UA","HNL",1.18334662054082,1.4651477452203,7424983,"Medium"
"UA","IAD",1.54413240172646,2.20473117150662,7371602,"Medium"
"UA","IAH",1.05826863831036,1.20900899405147,14625107,"Large"
"UA","ICT",2.55803275578629,2.50881103238515,809842,"Small"
"UA","IND",1.75603842609281,2.2077588309721,4367415,"Medium"
"UA","ITO",2.23942056898875,2.41601871918851,659529,"Small"
"UA","JAC",2.06956046834261,2.4118391862346,339024,"Nonhub"
"UA","JAX",2.15666511904236,2.33877592479644,2703132,"Medium"
"UA","KOA",1.8161464191781,1.994793374449,1681142,"Small"
"UA","LAS",0.78842836642044,1.1876974969898,21754529,"Large"
"UA","LAX",0.605065083992524,0.824143368743962,29409829,"Large"
"UA","LGA",0.89140457895306,1.23895405172642,13589163,"Large"
"UA","LIH",2.01577655840271,2.13600604315292,1502050,"Small"
"UA","MCI",2.10163161685607,2.39333291803804,5775386,"Medium"
"UA","MCO",0.923662469694484,1.12066693284538,19022844,"Large"
"UA","MDT",2.57998020977591,2.86848086465236,576917,"Small"
"UA","MEM",2.07906253090793,2.43434370127979,2122447,"Medium"
"UA","MFE",2.61438141227596,2.63037475685763,322756,"Nonhub"
"UA","MFR",2.37038853093138,2.66361234459583,436679,"Small"
